gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.150814364442551962e+01,1.204019626759446027e+02,2.348250642861041126e-02,-8.906555159489116386e-03,6.603908475500350206e-02,1.067584312590740166e-02
3.150809988865330169e+01,1.204020442508009978e+02,2.320260639381784173e+00,-8.179027917896607158e-02,6.815980734364325555e-02,7.667162975312807882e-03
3.150815962838066397e+01,1.204020367049633791e+02,-3.105548536433518692e+00,4.854356805011060538e-02,-5.930798754904951196e-03,-5.627641611401681086e-03
3.150821282925640077e+01,1.204019803129922934e+02,-4.352268973038087907e+00,4.671777970272440739e-02,-2.622390952705000444e-02,-1.004723925346275304e-01
3.150807522278315176e+01,1.204019947986047185e+02,9.807929076549530834e+00,-1.051321105314922816e-01,2.666257055798343031e-02,-4.460597083402752239e-02
3.150826794399210584e+01,1.204020269660491920e+02,-1.611722586412211911e+01,3.284151616369839193e-03,-6.923663735361186566e-02,-4.014993140298925289e-02
3.150817913416765848e+01,1.204020131824111104e+02,4.998182775695109825e+00,1.880427930224556898e-02,6.925348811363896649e-03,7.210756768349839418e-02
3.150815532878791458e+01,1.204018875471911798e+02,1.221810753673494609e+01,6.444122312608871472e-02,-4.679543006184536807e-03,-4.232467145451630774e-02
3.150824991031281286e+01,1.204020287633568813e+02,9.067272920137328995e+00,1.129994497579714097e-01,-3.575788050866154921e-02,2.374725548172897452e-02
3.150818388833697981e+01,1.204019873910763891e+02,4.067301594439358681e+00,-7.891067210289694212e-02,4.707930206049948385e-02,-5.862927065681178274e-02
3.150818102735750514e+01,1.204020379765850919e+02,1.409378571161006954e+00,-2.383765032200779385e-02,-4.257998494249431304e-02,2.016504643473034791e-02
3.150821377878326501e+01,1.204019713459387333e+02,-7.810477294555836281e+00,4.086606917673603345e-02,-5.609326612941344797e-02,-9.423771344975755485e-03
3.150812639741817733e+01,1.204019936627727958e+02,1.193647984557958397e+00,4.947947990746586616e-02,-1.024552108434562299e-02,1.110432169858028770e-02
3.150820415256864138e+01,1.204020070110133815e+02,6.359004121977269719e+00,-2.451771457379936514e-02,-9.122708162332390791e-02,5.109410312286195854e-02
3.150809680444749361e+01,1.204021133757346291e+02,-7.730187092977716112e-01,-3.121402216975097121e-02,-3.224556714307665745e-02,1.140982152104261793e-01
3.150817555901516442e+01,1.204020188338575537e+02,-8.914849079798415232e+00,-7.130068622171037429e-02,-5.644363357380548923e-02,-4.519963620541325722e-02
3.150816755794917157e+01,1.204019351542629721e+02,-7.173281396848277147e+00,-1.171503836446868840e-01,4.645018007373392932e-02,-5.891423435475526965e-03
3.150817349111326493e+01,1.204019703837861783e+02,6.847085753224684268e-01,-1.184078204524967315e-02,4.407825538615411931e-02,-5.724833090064031238e-03
3.150818965974413288e+01,1.204019886540834534e+02,5.234272608675349048e+00,-4.968993293423912272e-02,2.951710842566638432e-02,-8.939279094224384867e-03
3.150813999834952028e+01,1.204018740518389450e+02,6.720787555101675359e+00,9.997785680144276321e-02,-2.459401643624413436e-02,-3.288697083609311983e-02
3.150816276022280960e+01,1.204020194978480163e+02,4.708413976274566259e+00,5.561518549624550403e-03,-5.243583769871128925e-02,-7.930819584468914996e-02
3.150819925109628272e+01,1.204019681015080465e+02,4.547608325642003013e-01,-5.329625950337394530e-02,1.200231939237401610e-02,-4.242652873694142956e-02
3.150818287730792377e+01,1.204020265738896569e+02,-1.519646389317323099e+01,1.040409405812544458e-01,-7.068512471880368866e-03,1.663081041177225800e-02
3.150828704713024209e+01,1.204019363090604600e+02,4.862142013279570740e+00,7.098300585264042187e-03,-6.486794425765683714e-02,2.269239096959602825e-02
3.150812047769722213e+01,1.204019356145747679e+02,-2.357240154971014690e+00,1.571307050587642667e-03,-1.596959843123033854e-03,4.877726712561050726e-02
3.150816747564035225e+01,1.204019837823802419e+02,2.968694927047414112e+00,-1.970652198680526365e-02,-3.401742747655330662e-02,-4.503164477397825737e-03
3.150818945997470166e+01,1.204019980541411172e+02,-5.589822058751024336e+00,-1.204988338229222647e-02,-4.102042341188641417e-02,6.271050266060544665e-02
3.150820977584477944e+01,1.204019628777770805e+02,5.573449256621450409e+00,2.182143632336358899e-02,-6.659100517130855934e-02,-1.023030638829945521e-01
3.150823099611416467e+01,1.204020014505844074e+02,6.380260128341495474e+00,-4.702229198895951923e-02,1.534780295824370380e-02,-3.480767347316016114e-02
3.150817135842011751e+01,1.204019624418102268e+02,2.752098430311594957e+00,1.756854845784023775e-02,1.623316226184356656e-02,-1.663663897535311645e-02
3.150821149343347827e+01,1.204019334037750042e+02,-3.046062405124032146e+00,-4.435974774423630945e-02,5.830280699257437554e-02,-5.713783786127686615e-02
3.150819310482175339e+01,1.204019111970957567e+02,2.498121519063373874e+00,2.332635853779396751e-02,-1.824821360406453027e-02,8.868252797988762648e-02
3.150822765483513521e+01,1.204020187016506469e+02,5.916523018468716061e-02,-4.802917543275218859e-02,8.916661732636264881e-02,8.948340979546615115e-02
3.150808655834262240e+01,1.204019787048127057e+02,-1.050305413693395273e+01,1.308810345518078913e-02,-6.269462562180820597e-02,7.849822232695401192e-02
3.150828257559068035e+01,1.204019082725131540e+02,-2.459105831428409772e+00,-3.500030046841682424e-02,-6.565991071379376209e-02,2.610335727662674993e-02
3.150816841530077639e+01,1.204020008876819645e+02,-4.513416290118954066e+00,3.597065360548736684e-02,-1.071953468877664961e-01,5.038817543342782174e-02
3.150811540625758767e+01,1.204020087773120622e+02,-4.467206288811646608e+00,-8.474273915950511493e-02,-9.367674976149596711e-02,-7.271176538384413468e-02
3.150816160540790278e+01,1.204019794363531730e+02,4.849525678249840266e-01,-1.409140051066747057e-02,-1.221416640014143101e-01,3.332621688812242508e-03
3.150819170761233323e+01,1.204019526156501030e+02,9.045433310592456699e-01,-2.721481118161850343e-02,4.712997017143645551e-02,-4.508903342800821452e-03
3.150823916231330557e+01,1.204020360325576604e+02,5.875008202108706001e+00,-6.089723110178710958e-02,-9.759071827013836298e-02,7.551191737374701729e-02
3.150814258102668575e+01,1.204020536666910459e+02,-9.512778617419133553e+00,-2.116753962234135811e-02,-5.925614140424122905e-03,-8.774512479989867234e-03
3.150819561978715910e+01,1.204019749711227973e+02,-5.045357269182871640e+00,1.508460589801284384e-02,-2.480738578035021971e-02,1.186490341235787310e-02
3.150824894734293835e+01,1.204019497448207829e+02,-2.100551928693975334e+00,-1.803520492903330427e-02,4.229864059646493146e-02,1.000196418498153772e-01
3.150821115031773800e+01,1.204020241118970347e+02,8.241081014495446055e+00,-2.915823992429546554e-02,-2.852604149008543255e-02,-3.608325397329403134e-02
3.150821539227114343e+01,1.204020415829561585e+02,3.322893017393905524e+00,3.793988036409237652e-02,4.890433266142395902e-02,2.856965254809988586e-02
3.150816123611984310e+01,1.204019402989785021e+02,-3.991907180791138821e+00,6.154180419507830797e-03,-3.490058837358320579e-03,-4.028305991359235061e-02
3.150816925680937786e+01,1.204018858929485987e+02,1.127623482948828970e+00,-1.035792215762695867e-01,5.889312430487003702e-02,-3.707638381411601514e-02
3.150812662177629875e+01,1.204020731916153863e+02,-1.000629642750580572e+01,3.120468277690532921e-02,-2.708643511063382400e-02,-1.343805210282268681e-02
3.150823036066972804e+01,1.204020316974720686e+02,-9.495260212494200935e-01,3.012094699420575505e-02,-6.560415242692650695e-02,-6.965997512330265873e-02
3.150818600617466814e+01,1.204020063131674050e+02,-3.348468288713339902e+00,-3.625896692489457424e-02,3.768286100026754099e-02,1.817963696039125165e-02
3.150817370710079146e+01,1.204020061438335176e+02,5.323474854330110695e+00,-3.556396020969918026e-02,2.038420345640981970e-03,-7.001630818531311140e-02
3.150822140280913430e+01,1.204020272736899528e+02,3.697390203399621988e+00,4.038798087984941942e-02,4.918745784469484572e-02,8.641949758445106877e-02
3.150810590844711356e+01,1.204020258289313148e+02,-6.109121954386647069e+00,-4.963799847851163571e-02,3.963630923205069267e-02,6.184791134181043259e-03
3.150817284587095912e+01,1.204020247526202354e+02,5.528018299713094663e+00,1.139472312507686519e-01,3.147842067490804613e-02,-4.239944362535953692e-02
3.150823561501774606e+01,1.204019604893756963e+02,1.714868993488542825e+00,4.204521636990400657e-02,-1.192643133712213525e-02,-1.031288581086418077e-01
3.150817466369758435e+01,1.204020688630878340e+02,1.180409785447911553e+01,4.605958640956214593e-03,-1.809499669074015465e-02,-7.638217993383902837e-02
3.150824462927704772e+01,1.204019793088459380e+02,-2.396069089062696555e+00,-4.518991579124229108e-02,-9.979970995695490801e-03,7.083686389995598812e-03
3.150819283000484461e+01,1.204019121901229710e+02,1.506428429022199822e+01,4.623941586634913725e-02,-1.114855378700039118e-01,-2.982327535521125950e-02
3.150815662599489997e+01,1.204019661939857428e+02,9.895408111607860491e+00,9.108468145354436940e-02,-6.474608657581798488e-02,-2.212111367400988390e-02
3.150822202155454121e+01,1.204020324079877469e+02,7.817657601645038312e+00,4.534094020684725085e-02,-5.693067440725738809e-02,-1.484479771549085392e-03
3.150822186020300464e+01,1.204019872574803713e+02,-5.280638969725454324e+00,1.019856548650602789e-02,5.842011191783141183e-02,3.283595877143982017e-02
3.150819684861282965e+01,1.204019449249476281e+02,6.321064596694150772e+00,-3.530092662138834686e-02,1.003228198663606574e-01,-5.845436894385589582e-02
3.150813345289086342e+01,1.204020428628953709e+02,6.720066271411456960e+00,4.249749107689676508e-02,4.050243897539376747e-02,-1.014115821467081874e-01
3.150818691309396868e+01,1.204020224292152648e+02,8.884627965980747888e+00,-5.431625080411546513e-02,-4.448912901446473722e-02,1.738775394373487122e-03
3.150815116676387717e+01,1.204019947960808423e+02,8.117556006224848630e+00,2.999952819259064235e-02,2.046765889022429674e-02,2.127879218477191081e-02
3.150820061135454964e+01,1.204020574714052287e+02,6.570726017563949028e+00,8.685255871848186759e-03,-1.004455955925988020e-01,-4.892719769357442572e-02
3.150813062088631611e+01,1.204019980135943513e+02,-3.441266335160655832e+00,3.072765800481205498e-03,7.994522897391485861e-02,-5.968941005230267438e-02
3.150819082701451279e+01,1.204021009946905139e+02,-4.806264160636914085e+00,-1.152917280490026730e-01,-2.701049181038799388e-02,6.251392551477004400e-02
3.150819565118891674e+01,1.204021033169929780e+02,8.382502288112268829e+00,3.887936429364738464e-03,3.390781908783840892e-02,1.294206723509461893e-02
3.150812937366513111e+01,1.204019464018260379e+02,-2.679731310212289386e-01,-6.280219899164823927e-02,4.609754844177021971e-02,-1.321998359108157023e-02
3.150808711212091850e+01,1.204020397741241766e+02,-9.747817072956401971e-03,3.159657275350764155e-02,-2.065031158603848616e-02,3.874155400380921432e-02
3.150809870952527803e+01,1.204019437117407278e+02,-1.298166221547520260e+00,1.550520169157375977e-02,9.785005563894406261e-03,-2.843795226446298174e-02
3.150809667464347896e+01,1.204020089102378535e+02,-3.509064654768622837e+00,-2.240106666690006715e-02,-9.358753810240627580e-02,8.847914603488667151e-02
3.150811977494344873e+01,1.204019821700772468e+02,4.304356216396337254e-01,8.118316739107175883e-02,1.891149364864947932e-02,2.413860977273604713e-02
3.150823060453441116e+01,1.204019749546002913e+02,1.031056854446840099e+01,-5.237014368302486678e-02,8.891314048208231666e-03,-7.550052085924321282e-03
3.150819823362240868e+01,1.204019968479629767e+02,-5.840164621748506590e+00,5.535030900045997612e-03,4.006063049679798455e-02,-5.150293116644857894e-02
3.150820994688816157e+01,1.204020143308936071e+02,1.752020957289573078e+00,-3.321274380630631629e-02,3.718190584864541209e-02,-4.032245345982602563e-02
3.150816074444971804e+01,1.204019974398286763e+02,-2.529030702228936556e-01,5.531775832275120236e-02,-1.264292055505204305e-04,5.141555278330043471e-02
3.150828652501995464e+01,1.204019777174729313e+02,9.236201786167676175e+00,8.548708130201260191e-02,9.866748006237659532e-03,4.820165188714695126e-02
3.150814092912339603e+01,1.204019981888592810e+02,9.334730298507569746e-01,9.924568788628593263e-02,-7.571288080894443551e-02,1.010251886449922004e-02
3.150818679278370738e+01,1.204020387736566846e+02,1.859426080895576705e+00,-2.760983767990497773e-02,6.107989139769695597e-02,-2.216704190448002057e-02
3.150815699544619974e+01,1.204020191600246790e+02,7.522717792156015104e-01,-1.249910746841591778e-02,4.881948116272247229e-02,-1.903494672838015531e-02
3.150821162014875654e+01,1.204019019311417793e+02,2.391310604027798714e-01,-3.151949153815259558e-02,-5.189032107464772170e-02,-7.037455442692662662e-03
3.150818895571683242e+01,1.204020422038852018e+02,5.485261252628623296e+00,7.697175790776777937e-02,7.323671756124343346e-02,-1.913810471180754647e-02
3.150818788254186487e+01,1.204020219671031953e+02,6.587263485679565100e+00,1.450068328459113744e-03,-1.059337538873246151e-02,-3.189480846922147089e-02
3.150817681544766913e+01,1.204019090615884977e+02,6.320356071150802890e+00,7.111962159395944505e-02,-1.918778449010583378e-02,-7.536803252342062776e-02
3.150816939045864373e+01,1.204019822889868436e+02,5.638025773591671452e+00,3.282571284793357747e-02,2.307274628472750708e-02,1.003735333143667696e-01
3.150817784727948734e+01,1.204018985684437837e+02,1.033966867639754561e+01,4.385785445339146320e-03,-2.476276151416069785e-02,-9.300188280578205666e-03
3.150812177028533156e+01,1.204019339130264683e+02,9.640680488072845833e+00,8.845679902986725018e-02,-1.005824763936844779e-01,7.266307134406720103e-02
3.150817337352264502e+01,1.204019536443376808e+02,-8.478428770193030317e+00,-3.152068721860307177e-02,-1.569145320819657907e-02,7.970620963113244847e-03
3.150815695273674422e+01,1.204020988495746138e+02,2.622673964053393814e+00,-3.536224666377327241e-02,-2.676674631553740708e-03,1.917160115522885053e-02
3.150815590245015230e+01,1.204020713305736052e+02,-1.925776038003188750e+00,7.500491731415570573e-02,4.162308306434561733e-02,5.783063053632570005e-02
3.150819866230469302e+01,1.204018322830091989e+02,-5.136463891877214305e-01,-5.119185960125925000e-02,8.204492091794940434e-02,-4.566275635500365720e-03
3.150824280224642848e+01,1.204018582428421524e+02,-1.107942268792675833e+01,-2.713557760829744814e-02,2.627970379174053572e-02,-4.965926608641138551e-02
3.150813142191285010e+01,1.204019500144096355e+02,-1.142084002104010398e+00,-1.095373220174544054e-02,4.723334820231142595e-02,2.728811359872325773e-02
3.150822586267797476e+01,1.204018805994050609e+02,1.519762198008286624e+01,3.427155425240235864e-02,5.391335846129491349e-02,3.924343565310734264e-03
3.150811214809356287e+01,1.204020025080443759e+02,1.623360713386929888e+00,3.734956411844691376e-02,-2.899741306322402290e-02,-4.798254599304682677e-02
3.150821178942397438e+01,1.204019511754447365e+02,6.270422651922029633e-01,-4.106262715247033235e-02,4.437085796037211483e-02,2.032944825199601083e-02
3.150816145015454950e+01,1.204020527830224552e+02,-2.921801160153697730e+00,-1.331733553265614933e-01,1.611595338598207586e-03,8.561719835826844816e-02
3.150816636398424109e+01,1.204018802033967717e+02,1.036743354668537087e+01,2.141950452786008444e-02,4.709284011044523321e-02,5.614702032073976001e-02
3.150823759951327219e+01,1.204020380621831379e+02,-1.144534060649099416e+01,-7.053898254666249312e-02,3.853520958743883451e-02,2.816185067340326587e-02
3.150821718407315686e+01,1.204020535342449136e+02,-1.275066687969390955e+01,2.781788428754693523e-02,4.602955879231065278e-03,6.746292907119526283e-02
3.150823859660689408e+01,1.204020360390332911e+02,3.891177392681907321e+00,-4.695670181103091950e-02,-5.745274629256266752e-02,1.175941058598949443e-02
3.150816862055450684e+01,1.204020377496644301e+02,1.647182887151153796e+00,-3.982008355676858180e-02,2.060138982001040453e-02,-9.327603134478392247e-03
3.150809682924981558e+01,1.204020105857863996e+02,9.150649861068597346e+00,4.738000550040499803e-02,8.615036438773739091e-02,6.124884737414355851e-02
3.150819876251388152e+01,1.204020186743870369e+02,2.257193590585522713e+00,3.646143114153843948e-04,6.800854765725984196e-04,-4.246001099045190047e-02
3.150817531547075490e+01,1.204018680177910596e+02,9.292866734849904997e-01,2.378090948287392772e-02,-7.030088646466543800e-02,-4.656778075879922096e-02
3.150817709572942604e+01,1.204019566300914619e+02,-4.743358653077743625e+00,7.266771874836880363e-02,4.109501677128856584e-02,2.592810620750747586e-02
3.150821182997535530e+01,1.204019855624173090e+02,1.361815939733054037e+01,-1.064066448585894026e-01,-3.269589298400901040e-03,9.011622563812649728e-03
3.150816717714690540e+01,1.204020062174347174e+02,-1.086242427587970205e+01,-1.945885024720755627e-02,-7.390388986325307358e-03,4.759263339784264649e-03
3.150816429788729423e+01,1.204019387985900806e+02,-1.127674977101089127e+01,-2.489473205258407873e-02,-9.853258541318014874e-03,-8.835720272326542946e-02
3.150816870045423101e+01,1.204020016539362103e+02,2.042221939650750162e+00,7.795434291615986958e-03,2.855150113170157322e-02,-4.313954632849180404e-02
3.150814308540621056e+01,1.204019837891173950e+02,-2.186783792412339889e+00,-7.448504301525377472e-03,-6.759668749530446663e-02,4.102759663446443189e-02
3.150811189058767425e+01,1.204019323475396135e+02,-5.182607707708005051e+00,-3.472064208636713861e-02,-2.086367516782293430e-02,-2.497623602813821633e-02
3.150819198382741959e+01,1.204019970271165647e+02,-1.809048764699761946e+00,3.616200153010597218e-02,-4.591328892343821653e-03,4.488153381097805678e-02
3.150820052430814755e+01,1.204018976848567917e+02,-5.314325705909804576e+00,4.684692762813446459e-02,-3.713723946662277065e-02,9.359766260122130699e-03
3.150821934603630226e+01,1.204019721496327833e+02,3.411156214276796828e+00,2.689293860811584058e-02,-1.832063523435411775e-02,-4.661745478659503478e-02
3.150810710121322700e+01,1.204020311053806438e+02,8.074745663879214774e+00,1.497029326718404309e-02,-4.186633300488940002e-02,7.800917637444890196e-02
3.150816014615260841e+01,1.204020183696555932e+02,5.980614206229093455e+00,3.566697861238102979e-02,1.845781778737384110e-02,-2.630044478504482350e-03
3.150824067438346532e+01,1.204020366619714366e+02,5.119051538968242276e+00,1.108740268863746790e-02,-7.842122424890246232e-03,8.276060708651515954e-03
3.150809804078430076e+01,1.204019908843238937e+02,2.255394750619173827e+00,-3.524947917498310462e-03,3.073076635820869151e-03,-3.506951223261858125e-02
3.150821135364315850e+01,1.204019594267289648e+02,-9.592859791655659052e+00,-1.116113792149981548e-02,6.203822880528454820e-02,7.487154225587215779e-03
3.150819195917722482e+01,1.204020850594424275e+02,-8.947599325494373090e+00,9.102405890318665538e-02,-5.717504268648174182e-02,-2.448167173804913221e-02
3.150820018421741509e+01,1.204020138405603859e+02,-5.661298432525944335e+00,4.754076267081226714e-02,-1.456048914705953407e-02,3.399822806128795227e-02
3.150818592587332745e+01,1.204021306807063212e+02,-1.393589643401895728e+01,3.295953700471268566e-03,2.313648448744430597e-02,3.052208397241645485e-02
