ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.535156016849633903e-03,1.508206616481376689e-04,1.499778997040021977e+01
3.535773676469314893e-03,1.415647529244679732e-04,1.499778982387260839e+01
3.536367101690407293e-03,1.323072619401164263e-04,1.499778967731982426e+01
3.536936288469577291e-03,1.230482521479779308e-04,1.499778953074287458e+01
3.537481232929634654e-03,1.137877870112313718e-04,1.499778938414276652e+01
3.538001931359557005e-03,1.045259300029053402e-04,1.499778923752050552e+01
3.538498380214516719e-03,9.526274460544228344e-05,1.499778909087709877e+01
3.538970576115905639e-03,8.599829431026401118e-05,1.499778894421355169e+01
3.539418515851353725e-03,7.673264261733592760e-05,1.499778879753086969e+01
3.539842196374753339e-03,6.746585303473192740e-05,1.499778865083005641e+01
3.540241614806277030e-03,5.819798907819914968e-05,1.499778850411211728e+01
3.540616768432402247e-03,4.892911427072247417e-05,1.499778835737807370e+01
3.540967654705920453e-03,3.965929214208913285e-05,1.499778821062891154e+01
3.541294271245962275e-03,3.038858622845320276e-05,1.499778806386564867e+01
3.541596615838008347e-03,2.111706007190003467e-05,1.499778791708929049e+01
3.541874686433904486e-03,1.184477722001090177e-05,1.499778777030083887e+01
3.542128481151876878e-03,2.571801225427155946e-06,1.499778762350130457e+01
3.542357998276542044e-03,-6.701804354585282253e-06,1.499778747669169299e+01
3.542563236258921156e-03,-1.597597595857152896e-05,1.499778732987301133e+01
3.542744193716444809e-03,-2.525065002132349055e-05,1.499778718304625968e+01
3.542900869432966462e-03,-3.452576297431550749e-05,1.499778703621245235e+01
3.543033262358769812e-03,-4.380125124614015408e-05,1.499778688937260007e+01
3.543141371610571393e-03,-5.307705126294383444e-05,1.499778674252769406e+01
3.543225196471529691e-03,-6.235309944886265553e-05,1.499778659567875572e+01
3.543284736391251206e-03,-7.162933222645816460e-05,1.499778644882677980e+01
3.543319990985784821e-03,-8.090568601715304937e-05,1.499778630197278773e+01
3.543330960037634376e-03,-9.018209724166694667e-05,1.499778615511777069e+01
3.543317643495754333e-03,-9.945850232045223751e-05,1.499778600826274477e+01
3.543280041475547169e-03,-1.087348376741297743e-04,1.499778586140871361e+01
3.543218154258866420e-03,-1.180110397239246626e-04,1.499778571455668441e+01
3.543131982294013636e-03,-1.272870448921019609e-04,1.499778556770765903e+01
3.543021526195730582e-03,-1.365627896024026522e-04,1.499778542086265531e+01
3.542886786745200103e-03,-1.458382102804790326e-04,1.499778527402266981e+01
3.542727764890033545e-03,-1.551132433543306820e-04,1.499778512718871504e+01
3.542544461744269457e-03,-1.643878252547400023e-04,1.499778498036178931e+01
3.542336878588365351e-03,-1.736618924157081476e-04,1.499778483354290692e+01
3.542105016869179050e-03,-1.829353812748902230e-04,1.499778468673307330e+01
3.541848878199970862e-03,-1.922082282740314593e-04,1.499778453993328675e+01
3.541568464360385360e-03,-2.014803698594023302e-04,1.499778439314456868e+01
3.541263777296438809e-03,-2.107517424822343748e-04,1.499778424636790852e+01
3.540934819120501818e-03,-2.200222825991555314e-04,1.499778409960432413e+01
3.540581592111293700e-03,-2.292919266726259602e-04,1.499778395285481913e+01
3.540204098713854285e-03,-2.385606111713728622e-04,1.499778380612039896e+01
3.539802341539538284e-03,-2.478282725708264912e-04,1.499778365940206371e+01
3.539376323365988394e-03,-2.570948473535552442e-04,1.499778351270082055e+01
3.538926047137118391e-03,-2.663602720097007787e-04,1.499778336601768025e+01
3.538451515963090578e-03,-2.756244830374135371e-04,1.499778321935364112e+01
3.537952733120299734e-03,-2.848874169432876195e-04,1.499778307270971744e+01
3.537429702051340594e-03,-2.941490102427962543e-04,1.499778292608690933e+01
3.536882426364991363e-03,-3.034091994607264540e-04,1.499778277948622396e+01
3.536310909836186834e-03,-3.126679211316142691e-04,1.499778263290866320e+01
3.535715156405987592e-03,-3.219251118001796065e-04,1.499778248635522893e+01
3.535095170181556164e-03,-3.311807080217610494e-04,1.499778233982693187e+01
3.534450955436131431e-03,-3.404346463627506221e-04,1.499778219332477569e+01
3.533782516608988730e-03,-3.496868634010285551e-04,1.499778204684976224e+01
3.533089858305416865e-03,-3.589372957263974539e-04,1.499778190040289338e+01
3.532372985296686457e-03,-3.681858799410177145e-04,1.499778175398518165e+01
3.531631902520011336e-03,-3.774325526598409876e-04,1.499778160759761647e+01
3.530866615078514723e-03,-3.866772505110450519e-04,1.499778146124121214e+01
3.530077128241200599e-03,-3.959199101364677120e-04,1.499778131491697053e+01
3.529263447442906442e-03,-4.051604681920415634e-04,1.499778116862589172e+01
3.528425578284277199e-03,-4.143988613482273479e-04,1.499778102236898114e+01
3.527563526531711513e-03,-4.236350262904478516e-04,1.499778087614723532e+01
3.526677298117337003e-03,-4.328688997195227783e-04,1.499778072996166500e+01
3.525766899138956488e-03,-4.421004183521010209e-04,1.499778058381326495e+01
3.524832335860015025e-03,-4.513295189210952637e-04,1.499778043770304237e+01
3.523873614709549604e-03,-4.605561381761153926e-04,1.499778029163199200e+01
3.522890742282147516e-03,-4.697802128839014164e-04,1.499778014560112283e+01
3.521883725337900811e-03,-4.790016798287571485e-04,1.499777999961143138e+01
3.520852570802355565e-03,-4.882204758129828027e-04,1.499777985366391952e+01
3.519797285766471974e-03,-4.974365376573092710e-04,1.499777970775958202e+01
3.518717877486562777e-03,-5.066498022013288770e-04,1.499777956189942785e+01
3.517614353384255089e-03,-5.158602063039304658e-04,1.499777941608445175e+01
3.516486721046434023e-03,-5.250676868437302667e-04,1.499777927031565561e+01
3.515334988225185010e-03,-5.342721807195051397e-04,1.499777912459403240e+01
3.514159162837749133e-03,-5.434736248506251725e-04,1.499777897892058931e+01
3.512959252966461540e-03,-5.526719561774844341e-04,1.499777883329631756e+01
3.511735266858699404e-03,-5.618671116619351974e-04,1.499777868772222078e+01
3.510487212926819908e-03,-5.710590282877179343e-04,1.499777854219929729e+01
3.509215099748109936e-03,-5.802476430608942371e-04,1.499777839672854007e+01
3.507918936064716251e-03,-5.894328930102773556e-04,1.499777825131094389e+01
3.506598730783595189e-03,-5.986147151878647935e-04,1.499777810594751237e+01
3.505254492976443703e-03,-6.077930466692687368e-04,1.499777796063924029e+01
3.503886231879637780e-03,-6.169678245541470240e-04,1.499777781538712240e+01
3.502493956894175194e-03,-6.261389859666352010e-04,1.499777767019215169e+01
3.501077677585597014e-03,-6.353064680557756480e-04,1.499777752505532114e+01
3.499637403683939895e-03,-6.444702079959498510e-04,1.499777737997763616e+01
3.498173145083645873e-03,-6.536301429873068785e-04,1.499777723496008441e+01
3.496684911843518130e-03,-6.627862102561957614e-04,1.499777709000365711e+01
3.495172714186632092e-03,-6.719383470555938612e-04,1.499777694510935433e+01
3.493636562500275142e-03,-6.810864906655371897e-04,1.499777680027816551e+01
3.492076467335871598e-03,-6.902305783935507293e-04,1.499777665551108541e+01
3.490492439408908985e-03,-6.993705475750768008e-04,1.499777651080909990e+01
3.488884489598868648e-03,-7.085063355739052750e-04,1.499777636617320731e+01
3.487252628949142480e-03,-7.176378797826020494e-04,1.499777622160439705e+01
3.485596868666964842e-03,-7.267651176229385007e-04,1.499777607710366034e+01
3.483917220123327555e-03,-7.358879865463190941e-04,1.499777593267198839e+01
3.482213694852910515e-03,-7.450064240342113781e-04,1.499777578831036884e+01
3.480486304553991484e-03,-7.541203675985729427e-04,1.499777564401979113e+01
3.478735061088374537e-03,-7.632297547822801138e-04,1.499777549980124824e+01
3.476959976481300719e-03,-7.723345231595555617e-04,1.499777535565572428e+01
3.475161062921371287e-03,-7.814346103363962364e-04,1.499777521158420690e+01
3.473338332760460972e-03,-7.905299539510003259e-04,1.499777506758768908e+01
3.471491798513628210e-03,-7.996204916741943237e-04,1.499777492366715137e+01
3.469621472859039241e-03,-8.087061612098608550e-04,1.499777477982358143e+01
3.467727368637868804e-03,-8.177869002953644427e-04,1.499777463605796868e+01
3.465809498854220769e-03,-8.268626467019782496e-04,1.499777449237129900e+01
3.463867876675030995e-03,-8.359333382353103864e-04,1.499777434876455118e+01
3.461902515429986227e-03,-8.449989127357303287e-04,1.499777420523871463e+01
3.459913428611420885e-03,-8.540593080787943579e-04,1.499777406179477168e+01
3.457900629874229026e-03,-8.631144621756700261e-04,1.499777391843370289e+01
3.455864133035773701e-03,-8.721643129735634405e-04,1.499777377515649590e+01
3.453803952075786780e-03,-8.812087984561429695e-04,1.499777363196412594e+01
3.451720101136273970e-03,-8.902478566439644666e-04,1.499777348885758421e+01
3.449612594521416810e-03,-8.992814255948949767e-04,1.499777334583784594e+01
3.447481446697475953e-03,-9.083094434045385027e-04,1.499777320290588811e+01
3.445326672292688391e-03,-9.173318482066583016e-04,1.499777306006269129e+01
3.443148286097169435e-03,-9.263485781736023258e-04,1.499777291730923956e+01
3.440946303062809505e-03,-9.353595715167250862e-04,1.499777277464651171e+01
3.438720738303170047e-03,-9.443647664868117918e-04,1.499777263207547939e+01
3.436471607093382914e-03,-9.533641013745011890e-04,1.499777248959712317e+01
3.434198924870040647e-03,-9.623575145107080746e-04,1.499777234721242003e+01
3.431902707231091094e-03,-9.713449442670450511e-04,1.499777220492234520e+01
3.429582969935734624e-03,-9.803263290562461239e-04,1.499777206272787211e+01
3.427239728904308766e-03,-9.893016073325871552e-04,1.499777192062997955e+01
3.424873000218180662e-03,-9.982707175923072936e-04,1.499777177862963740e+01
3.422482800119641243e-03,-1.007233598374031053e-03,1.499777163672782265e+01
3.420069145011785973e-03,-1.016190188259188986e-03,1.499777149492550166e+01
3.417632051458405554e-03,-1.025140425872438348e-03,1.499777135322365851e+01
3.415171536183873174e-03,-1.034084249882082692e-03,1.499777121162324889e+01
3.412687616073025246e-03,-1.043021599000492966e-03,1.499777107012525335e+01
3.410180308171048211e-03,-1.051952411984526450e-03,1.499777092873064177e+01
3.407649629683362751e-03,-1.060876627635946347e-03,1.499777078744037695e+01
3.405095597975498021e-03,-1.069794184801841361e-03,1.499777064625543055e+01
3.402518230572981923e-03,-1.078705022375044207e-03,1.499777050517677246e+01
3.399917545161211443e-03,-1.087609079294548807e-03,1.499777036420536902e+01
3.397293559585337283e-03,-1.096506294545930961e-03,1.499777022334219012e+01
3.394646291850138536e-03,-1.105396607161764902e-03,1.499777008258818967e+01
3.391975760119899080e-03,-1.114279956222039404e-03,1.499776994194434110e+01
3.389281982718279213e-03,-1.123156280854577596e-03,1.499776980141160543e+01
3.386564978128195954e-03,-1.132025520235451985e-03,1.499776966099094899e+01
3.383824764991691207e-03,-1.140887613589401228e-03,1.499776952068333102e+01
3.381061362109804257e-03,-1.149742500190246899e-03,1.499776938048971608e+01
3.378274788442442965e-03,-1.158590119361308738e-03,1.499776924041106163e+01
3.375465063108254102e-03,-1.167430410475821419e-03,1.499776910044832867e+01
3.372632205384486735e-03,-1.176263312957346544e-03,1.499776896060247822e+01
3.369776234706869933e-03,-1.185088766280191584e-03,1.499776882087447483e+01
3.366897170669469648e-03,-1.193906709969822302e-03,1.499776868126526175e+01
3.363995033024553410e-03,-1.202717083603275410e-03,1.499776854177580532e+01
3.361069841682462391e-03,-1.211519826809574459e-03,1.499776840240705944e+01
3.358121616711468721e-03,-1.220314879270143144e-03,1.499776826315998157e+01
3.355150378337638014e-03,-1.229102180719217081e-03,1.499776812403552206e+01
3.352156146944690156e-03,-1.237881670944257105e-03,1.499776798503464015e+01
3.349138943073861827e-03,-1.246653289786362135e-03,1.499776784615828085e+01
3.346098787423761219e-03,-1.255416977140679652e-03,1.499776770740739984e+01
3.343035700850227523e-03,-1.264172672956818564e-03,1.499776756878295281e+01
3.339949704366188682e-03,-1.272920317239260553e-03,1.499776743028588477e+01
3.336840819141515240e-03,-1.281659850047769250e-03,1.499776729191714431e+01
3.333709066502872891e-03,-1.290391211497801584e-03,1.499776715367767999e+01
3.330554467933581533e-03,-1.299114341760918912e-03,1.499776701556844571e+01
3.327377045073462176e-03,-1.307829181065194458e-03,1.499776687759037941e+01
3.324176819718687760e-03,-1.316535669695624014e-03,1.499776673974442964e+01
3.320953813821639171e-03,-1.325233747994534897e-03,1.499776660203154499e+01
3.317708049490750415e-03,-1.333923356361994047e-03,1.499776646445266337e+01
3.314439548990353365e-03,-1.342604435256215681e-03,1.499776632700873158e+01
3.311148334740530302e-03,-1.351276925193968742e-03,1.499776618970069286e+01
3.307834429316956065e-03,-1.359940766750984990e-03,1.499776605252948514e+01
3.304497855450746254e-03,-1.368595900562366661e-03,1.499776591549604809e+01
3.301138636028296772e-03,-1.377242267322990659e-03,1.499776577860132853e+01
3.297756794091129869e-03,-1.385879807787916002e-03,1.499776564184625016e+01
3.294352352835736280e-03,-1.394508462772789956e-03,1.499776550523176688e+01
3.290925335613408258e-03,-1.403128173154250501e-03,1.499776536875880240e+01
3.287475765930089524e-03,-1.411738879870334850e-03,1.499776523242830173e+01
3.284003667446207860e-03,-1.420340523920881476e-03,1.499776509624119036e+01
3.280509063976513352e-03,-1.428933046367934735e-03,1.499776496019840266e+01
3.276991979489914456e-03,-1.437516388336147538e-03,1.499776482430088009e+01
3.273452438109314064e-03,-1.446090491013186192e-03,1.499776468854954814e+01
3.269890464111442109e-03,-1.454655295650130039e-03,1.499776455294533406e+01
3.266306081926690329e-03,-1.463210743561877379e-03,1.499776441748917399e+01
3.262699316138944431e-03,-1.471756776127544023e-03,1.499776428218199165e+01
3.259070191485414093e-03,-1.480293334790867051e-03,1.499776414702471428e+01
3.255418732856465557e-03,-1.488820361060604015e-03,1.499776401201827269e+01
3.251744965295443827e-03,-1.497337796510933659e-03,1.499776387716358705e+01
3.248048913998508730e-03,-1.505845582781856207e-03,1.499776374246158461e+01
3.244330604314457547e-03,-1.514343661579593001e-03,1.499776360791318730e+01
3.240590061744549801e-03,-1.522831974676984619e-03,1.499776347351931882e+01
3.236827311942335958e-03,-1.531310463913891813e-03,1.499776333928090466e+01
3.233042380713479613e-03,-1.539779071197590592e-03,1.499776320519885253e+01
3.229235294015575779e-03,-1.548237738503172077e-03,1.499776307127408792e+01
3.225406077957978287e-03,-1.556686407873938017e-03,1.499776293750753453e+01
3.221554758801619799e-03,-1.565125021421799557e-03,1.499776280390010186e+01
3.217681362958827937e-03,-1.573553521327671892e-03,1.499776267045271005e+01
3.213785916993145298e-03,-1.581971849841869344e-03,1.499776253716627394e+01
3.209868447619149915e-03,-1.590379949284505007e-03,1.499776240404169769e+01
3.205928981702267904e-03,-1.598777762045879318e-03,1.499776227107990501e+01
3.201967546258590452e-03,-1.607165230586879694e-03,1.499776213828180182e+01
3.197984168454686034e-03,-1.615542297439369985e-03,1.499776200564830120e+01
3.193978875607418697e-03,-1.623908905206588151e-03,1.499776187318030729e+01
3.189951695183757679e-03,-1.632264996563536578e-03,1.499776174087873493e+01
3.185902654800585720e-03,-1.640610514257374343e-03,1.499776160874448649e+01
3.181831782224515612e-03,-1.648945401107810346e-03,1.499776147677847149e+01
3.177739105371693313e-03,-1.657269600007493402e-03,1.499776134498158697e+01
3.173624652307609727e-03,-1.665583053922404513e-03,1.499776121335474421e+01
3.169488451246908148e-03,-1.673885705892246088e-03,1.499776108189883850e+01
3.165330530553189543e-03,-1.682177499030832043e-03,1.499776095061477754e+01
3.161150918738817820e-03,-1.690458376526478984e-03,1.499776081950345485e+01
3.156949644464722080e-03,-1.698728281642391310e-03,1.499776068856577993e+01
3.152726736540203186e-03,-1.706987157717052396e-03,1.499776055780263562e+01
3.148482223922734712e-03,-1.715234948164612088e-03,1.499776042721492608e+01
3.144216135717762140e-03,-1.723471596475273544e-03,1.499776029680354483e+01
3.139928501178508146e-03,-1.731697046215679861e-03,1.499776016656938893e+01
3.135619349705762691e-03,-1.739911241029300920e-03,1.499776003651335010e+01
3.131288710847691340e-03,-1.748114124636818492e-03,1.499775990663631120e+01
3.126936614299626657e-03,-1.756305640836511349e-03,1.499775977693917639e+01
3.122563089903863075e-03,-1.764485733504640372e-03,1.499775964742282319e+01
3.118168167649456105e-03,-1.772654346595833007e-03,1.499775951808814689e+01
3.113751877672014598e-03,-1.780811424143466208e-03,1.499775938893603033e+01
3.109314250253493884e-03,-1.788956910260048943e-03,1.499775925996735637e+01
3.104855315821986299e-03,-1.797090749137606218e-03,1.499775913118301318e+01
3.100375104951514759e-03,-1.805212885048060063e-03,1.499775900258388184e+01
3.095873648361822852e-03,-1.813323262343610309e-03,1.499775887417084697e+01
3.091350976918160604e-03,-1.821421825457117741e-03,1.499775874594478076e+01
3.086807121631075009e-03,-1.829508518902480318e-03,1.499775861790657139e+01
3.082242113656200998e-03,-1.837583287275017848e-03,1.499775849005708928e+01
3.077655984294038090e-03,-1.845646075251847120e-03,1.499775836239721727e+01
3.073048764989743959e-03,-1.853696827592263329e-03,1.499775823492782045e+01
3.068420487332916297e-03,-1.861735489138115858e-03,1.499775810764978701e+01
3.063771183057373802e-03,-1.869762004814188184e-03,1.499775798056397491e+01
3.059100884040939772e-03,-1.877776319628570844e-03,1.499775785367126524e+01
3.054409622305223095e-03,-1.885778378673042856e-03,1.499775772697252307e+01
3.049697430015400976e-03,-1.893768127123444250e-03,1.499775760046861706e+01
3.044964339479992992e-03,-1.901745510240051206e-03,1.499775747416041227e+01
3.040210383150644680e-03,-1.909710473367952268e-03,1.499775734804878091e+01
3.035435593621899856e-03,-1.917662961937420876e-03,1.499775722213458273e+01
3.030640003630981610e-03,-1.925602921464290070e-03,1.499775709641868460e+01
3.025823646057565052e-03,-1.933530297550323934e-03,1.499775697090193916e+01
3.020986553923548767e-03,-1.941445035883590780e-03,1.499775684558521505e+01
3.016128760392837102e-03,-1.949347082238835245e-03,1.499775672046937025e+01
3.011250298771102514e-03,-1.957236382477848223e-03,1.499775659555526097e+01
3.006351202505562221e-03,-1.965112882549836792e-03,1.499775647084374341e+01
3.001431505184749219e-03,-1.972976528491798050e-03,1.499775634633566845e+01
2.996491240538278963e-03,-1.980827266428882103e-03,1.499775622203189762e+01
2.991530442436619950e-03,-1.988665042574766333e-03,1.499775609793328002e+01
2.986549144890859962e-03,-1.996489803232020556e-03,1.499775597404066296e+01
2.981547382052473615e-03,-2.004301494792474787e-03,1.499775585035489556e+01
2.976525188213088608e-03,-2.012100063737586129e-03,1.499775572687683223e+01
2.971482597804248928e-03,-2.019885456638807406e-03,1.499775560360730786e+01
2.966419645397177628e-03,-2.027657620157945813e-03,1.499775548054717866e+01
2.961336365702543945e-03,-2.035416501047538490e-03,1.499775535769728307e+01
2.956232793570220865e-03,-2.043162046151206831e-03,1.499775523505846664e+01
2.951108963989047037e-03,-2.050894202404026419e-03,1.499775511263156424e+01
2.945964912086588682e-03,-2.058612916832887416e-03,1.499775499041741966e+01
2.940800673128894996e-03,-2.066318136556857549e-03,1.499775486841686778e+01
2.935616282520261359e-03,-2.074009808787544238e-03,1.499775474663074348e+01
2.930411775802979103e-03,-2.081687880829455849e-03,1.499775462505988344e+01
2.925187188657100024e-03,-2.089352300080362084e-03,1.499775450370512431e+01
2.919942556900184411e-03,-2.097003014031653505e-03,1.499775438256729387e+01
2.914677916487059487e-03,-2.104639970268701483e-03,1.499775426164722170e+01
2.909393303509572645e-03,-2.112263116471217294e-03,1.499775414094574089e+01
2.904088754196341212e-03,-2.119872400413606427e-03,1.499775402046367390e+01
2.898764304912505689e-03,-2.127467769965332885e-03,1.499775390020185384e+01
2.893419992159480814e-03,-2.135049173091268723e-03,1.499775378016109251e+01
2.888055852574703593e-03,-2.142616557852053578e-03,1.499775366034222834e+01
2.882671922931383940e-03,-2.150169872404451583e-03,1.499775354074606604e+01
2.877268240138249663e-03,-2.157709065001701780e-03,1.499775342137344047e+01
2.871844841239296672e-03,-2.165234083993874178e-03,1.499775330222515812e+01
2.866401763413531801e-03,-2.172744877828226232e-03,1.499775318330204321e+01
2.860939043974719542e-03,-2.180241395049550227e-03,1.499775306460490931e+01
2.855456720371126172e-03,-2.187723584300528459e-03,1.499775294613456822e+01
2.849954830185259975e-03,-2.195191394322083215e-03,1.499775282789183173e+01
2.844433411133619281e-03,-2.202644773953730661e-03,1.499775270987750986e+01
2.838892501066428778e-03,-2.210083672133926046e-03,1.499775259209241263e+01
2.833332137967380180e-03,-2.217508037900414990e-03,1.499775247453735005e+01
2.827752359953374615e-03,-2.224917820390585627e-03,1.499775235721312860e+01
2.822153205274258950e-03,-2.232312968841809915e-03,1.499775224012054231e+01
2.816534712312563846e-03,-2.239693432591797085e-03,1.499775212326040474e+01
2.810896919583241380e-03,-2.247059161078936683e-03,1.499775200663351349e+01
2.805239865733397467e-03,-2.254410103842643780e-03,1.499775189024066790e+01
2.799563589542034686e-03,-2.261746210523708951e-03,1.499775177408266202e+01
2.793868129919776892e-03,-2.269067430864638718e-03,1.499775165816029698e+01
2.788153525908607273e-03,-2.276373714709998587e-03,1.499775154247436504e+01
2.782419816681601637e-03,-2.283665012006759563e-03,1.499775142702566022e+01
2.776667041542655624e-03,-2.290941272804638586e-03,1.499775131181497478e+01
2.770895239926221033e-03,-2.298202447256440274e-03,1.499775119684309388e+01
2.765104451397029563e-03,-2.305448485618399532e-03,1.499775108211080799e+01
2.759294715649822198e-03,-2.312679338250518083e-03,1.499775096761890580e+01
2.753466072509082926e-03,-2.319894955616908384e-03,1.499775085336817249e+01
2.747618561928759449e-03,-2.327095288286131023e-03,1.499775073935938963e+01
2.741752223991990832e-03,-2.334280286931530828e-03,1.499775062559333350e+01
2.735867098910831682e-03,-2.341449902331575565e-03,1.499775051207079457e+01
2.729963227025981095e-03,-2.348604085370195951e-03,1.499775039879253669e+01
2.724040648806501635e-03,-2.355742787037116981e-03,1.499775028575934854e+01
2.718099404849539606e-03,-2.362865958428193598e-03,1.499775017297200286e+01
2.712139535880054436e-03,-2.369973550745748531e-03,1.499775006043126879e+01
2.706161082750531584e-03,-2.377065515298902761e-03,1.499774994813791906e+01
2.700164086440708447e-03,-2.384141803503912055e-03,1.499774983609272461e+01
2.694148588057289004e-03,-2.391202366884494831e-03,1.499774972429645281e+01
2.688114628833663221e-03,-2.398247157072166524e-03,1.499774961274986751e+01
2.682062250129625593e-03,-2.405276125806570051e-03,1.499774950145373964e+01
2.675991493431092386e-03,-2.412289224935808447e-03,1.499774939040882593e+01
2.669902400349812369e-03,-2.419286406416767087e-03,1.499774927961589022e+01
2.663795012623086655e-03,-2.426267622315451521e-03,1.499774916907568922e+01
2.657669372113480744e-03,-2.433232824807307973e-03,1.499774905878898501e+01
2.651525520808537418e-03,-2.440181966177554229e-03,1.499774894875652542e+01
2.645363500820487480e-03,-2.447114998821504472e-03,1.499774883897907962e+01
2.639183354385963957e-03,-2.454031875244895838e-03,1.499774872945738302e+01
2.632985123865709803e-03,-2.460932548064214114e-03,1.499774862019219945e+01
2.626768851744288626e-03,-2.467816970007013361e-03,1.499774851118426966e+01
2.620534580629795430e-03,-2.474685093912245941e-03,1.499774840243434326e+01
2.614282353253559975e-03,-2.481536872730580844e-03,1.499774829394316811e+01
2.608012212469857944e-03,-2.488372259524723740e-03,1.499774818571148494e+01
2.601724201255614741e-03,-2.495191207469743978e-03,1.499774807774003627e+01
2.595418362710114057e-03,-2.501993669853392038e-03,1.499774797002956284e+01
2.589094740054698196e-03,-2.508779600076414817e-03,1.499774786258080184e+01
2.582753376632471870e-03,-2.515548951652879592e-03,1.499774775539449045e+01
2.576394315908010768e-03,-2.522301678210491904e-03,1.499774764847136055e+01
2.570017601467057544e-03,-2.529037733490909975e-03,1.499774754181214931e+01
2.563623277016226481e-03,-2.535757071350063473e-03,1.349774743541759037e+01
2.557853362854822267e-03,-2.541790142239069416e-03,1.214774733988523181e+01
2.552648299322552664e-03,-2.547208267093319274e-03,1.093274725408622494e+01
2.547953927863008151e-03,-2.552075130681215418e-03,9.839247177012570234e+00
2.543721058326741530e-03,-2.556447638856998439e-03,8.855097107763572950e+00
2.539905058601895325e-03,-2.560376672882057857e-03,7.969362045533889827e+00
2.536465468461308274e-03,-2.563907754216831168e-03,7.172200489603006268e+00
2.533365638504979887e-03,-2.567081631298500592e-03,6.454755089325962203e+00
2.530572394333922750e-03,-2.569934798213265297e-03,5.809054229125129254e+00
2.528055725554594242e-03,-2.572499953803799189e-03,5.227923454982952300e+00
2.525788498834935763e-03,-2.574806408586479984e-03,4.704905758285502948e+00
2.523746193976104165e-03,-2.576880445858244564e-03,4.234189831281772065e+00
2.521906661799351839e-03,-2.578745642523193413e-03,3.810545496997081560e+00
2.520249902552400018e-03,-2.580423154442161842e-03,3.429265596155226969e+00
2.518757863496627440e-03,-2.581931970485467579e-03,3.086113685408438556e+00
2.517414254331518022e-03,-2.583289138934283680e-03,2.777276965744380099e+00
2.516204379135710423e-03,-2.584509969415974169e-03,2.499323918052487326e+00
2.515114983546371669e-03,-2.585608213162128664e-03,2.249166175133684664e+00
2.514134115954265187e-03,-2.586596224035497219e-03,2.024024206509157153e+00
2.513251001556003356e-03,-2.587485102475391499e-03,1.821396434748256299e+00
2.512455928173982795e-03,-2.588284824253869309e-03,1.639031440163629894e+00
2.511740142825704975e-03,-2.589004355711242364e-03,1.474902945036848712e+00
2.511095758095520901e-03,-2.589651756944602590e-03,1.327187299421477951e+00
2.510515667431984736e-03,-2.590234274252759244e-03,1.194243218365850900e+00
2.509993468561832856e-03,-2.590758422992178039e-03,1.074593545413565776e+00
2.509523394276483039e-03,-2.591230061867854945e-03,9.669088397539430391e-01
2.509100249908445719e-03,-2.591654459568495331e-03,8.699926046574362193e-01
2.508719356872800808e-03,-2.592036354554391308e-03,7.827679930675067732e-01
2.508376501702985675e-03,-2.592380008717531936e-03,7.042658426333128219e-01
2.508067890060349751e-03,-2.592689255554883263e-03,6.336139072391321347e-01
2.507790105243481657e-03,-2.592967543426452984e-03,5.700271653808426375e-01
2.507540070766253043e-03,-2.593217974408146709e-03,5.127990977047574006e-01
2.507315016613010858e-03,-2.593443339195018391e-03,4.612938367925769612e-01
2.507112448815592039e-03,-2.593646148462066224e-03,4.149391019678464465e-01
2.506930122030009891e-03,-2.593828661046670807e-03,3.732198406217689945e-01
2.506766014820950138e-03,-2.593992909278578039e-03,3.356725054064371716e-01
2.506618307389878262e-03,-2.594140721749104914e-03,3.018799037087422921e-01
2.506485361507706285e-03,-2.594273743780966309e-03,2.714665621768930781e-01
2.506365702435874639e-03,-2.594393455832880082e-03,2.440945547942825478e-01
2.506258002640478905e-03,-2.594501190048969976e-03,2.194597481459686361e-01
2.506161067122979723e-03,-2.594598145141251058e-03,1.972884221585070874e-01
2.506073820208110352e-03,-2.594685399774187499e-03,1.773342287658007110e-01
2.505995293645109541e-03,-2.594763924602945353e-03,1.593754547083643947e-01
2.505924615892456912e-03,-2.594834593101443248e-03,1.432125580526633080e-01
2.505861002468964989e-03,-2.594898191302472991e-03,1.286659510585176358e-01
2.505803747265578432e-03,-2.594955426559603963e-03,1.155740047597666464e-01
2.505752214722599056e-03,-2.595006935429538045e-03,1.037912530868667499e-01
2.505705832786445271e-03,-2.595053290763477474e-03,9.318677657722951313e-02
2.505664086568522644e-03,-2.595095008087143322e-03,8.364274771452591406e-02
2.505626512636392484e-03,-2.595132551340982412e-03,7.505312173406036846e-02
2.505592693874368615e-03,-2.595166338044917892e-03,6.732245834760733350e-02
2.505562254856883234e-03,-2.595196743945421894e-03,6.036486129576409954e-02
2.505534857683543778e-03,-2.595224107196947641e-03,5.410302394506849577e-02
2.505510198229925385e-03,-2.595248732124418034e-03,4.846737032540482382e-02
2.505488002772643819e-03,-2.595270892608864208e-03,4.339528206366911889e-02
2.505468024951420548e-03,-2.595290835133978128e-03,3.883040262406796395e-02
2.505450043034524073e-03,-2.595308781527602346e-03,3.472201112438738635e-02
2.505433857457338691e-03,-2.595324931428726230e-03,3.102445877063494950e-02
2.505419288606803001e-03,-2.595339464507542566e-03,2.769666164821748752e-02
2.505406174827190871e-03,-2.595352542463238380e-03,2.470164423400122988e-02
