gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
1.750240610132302796e-02,5.398671348716720803e-02,1.499674395661559245e+01
-3.760851462192237038e-02,1.644059508563272543e-02,1.503423145739112599e+01
-3.596364991775659326e-02,-9.027044988271171189e-02,1.506026221265126352e+01
-3.708361464378007177e-02,5.140845128308929590e-02,1.499150395114967438e+01
1.922961602152407565e-02,9.707156712060176218e-03,1.503634163968211723e+01
-4.756498933689710571e-04,8.030545272684336960e-03,1.502478230001345771e+01
6.422257967322070327e-02,-4.660232410181384261e-02,1.506523305671520951e+01
1.329609999259611861e-02,-6.572504362095592072e-03,1.502723977116051834e+01
5.427729491084561098e-03,3.515540453452818681e-02,1.500142447068595430e+01
2.025080003753528858e-04,-2.061243506380996265e-02,1.499105092378347948e+01
-6.730635894287398391e-02,-2.653647851305714414e-02,1.493581703719718057e+01
-1.242652497046907584e-01,-1.577666810304047262e-02,1.497876733234718571e+01
4.473863861613298909e-02,-4.231194391120669807e-02,1.494812040513014750e+01
-5.387323387616571937e-03,1.130650636454982698e-02,1.493970008620162560e+01
-6.798757565341620457e-02,-4.698663009050772776e-02,1.499087398004529703e+01
1.879818446384600578e-02,-4.395572731825217461e-02,1.499990261759614718e+01
-6.588343062542215134e-02,2.288243993018046138e-02,1.504361726229318919e+01
-4.168351243722653865e-02,7.926040409714001089e-03,1.507428751804400768e+01
1.878583048442418468e-02,-2.774868141442785735e-02,1.503890501117680856e+01
-4.815159452843593979e-02,-4.341405052353081162e-02,1.496929624338121556e+01
2.453061607779470979e-02,4.734215883915569162e-02,1.503057119190841284e+01
2.491445656804279138e-02,-2.371102991958290440e-02,1.508028093621999233e+01
-1.344586499662835458e-02,-3.003421666984387381e-02,1.501682712811649445e+01
3.494313496536283897e-02,-4.939821507456370470e-02,1.499855649553322934e+01
2.914919538325071516e-02,4.122392844069146071e-03,1.501892590130762706e+01
-2.531771469691108251e-02,-1.350124497962076064e-01,1.493332339129973008e+01
-7.108176168205801448e-02,1.871962299700123677e-02,1.494721503676666075e+01
3.366923524036131987e-02,1.651277404537009616e-03,1.509393505672314717e+01
8.412436501807897538e-02,-4.146042299688523780e-02,1.491219433821521712e+01
1.604578471879566579e-02,6.413916698323575590e-03,1.503366655074976777e+01
-1.223322580939723188e-02,-7.909427509239838616e-02,1.496128697136454555e+01
9.499092629642229627e-03,-6.945182082061875095e-02,1.493386342097894648e+01
-3.152422916507551659e-02,-6.924820280682074738e-03,1.496865106488397501e+01
1.742025648298813761e-02,-3.359625703155848936e-02,1.500366699788312630e+01
3.646732954762343937e-02,-3.977364298765413003e-02,1.501687735675602120e+01
-4.491564494726758838e-02,-7.456756181729826127e-02,1.493826920202205244e+01
-2.320792490843185188e-02,3.488429474511495210e-02,1.502734569183458291e+01
3.387069777926093872e-02,-4.896196245637220168e-02,1.497778951270401393e+01
-2.742347703090065175e-02,-2.335291157862178640e-02,1.504673990372315906e+01
4.012266204782911558e-03,5.923560298942217792e-03,1.503056156320952752e+01
4.147009068938553589e-02,3.408991268020658549e-02,1.492089773639385264e+01
-3.836022640480399315e-02,-5.660449887644936062e-02,1.504275721700038027e+01
4.403748621099053129e-02,-5.066871312290775059e-02,1.495112068120545423e+01
-1.409226513649979202e-02,2.571681024932187531e-02,1.500377115291193419e+01
-7.749500073486791096e-02,3.769485623409580405e-02,1.491339203167404825e+01
7.539194437964140405e-02,7.794651407220509580e-03,1.503392455576198117e+01
6.443925300613141671e-02,5.669920564242939692e-02,1.503710450201869619e+01
-1.265170386909310720e-03,-4.999547473190455588e-02,1.502319483598800431e+01
3.093832104474356429e-02,-2.998254153150130275e-02,1.498396528350020596e+01
-6.947414251314129596e-02,4.520132431503669918e-02,1.498710858764303744e+01
-7.679639115877830158e-02,-2.112573761003471232e-02,1.494454991772989771e+01
-9.270058768754033118e-02,-5.085437685489812426e-02,1.504316625229789750e+01
2.260842381333060674e-02,3.754271358921235091e-02,1.498577520574845501e+01
-3.799139029060474154e-02,-8.739197196043656246e-02,1.498623295818056178e+01
5.008438298057714616e-05,4.865885710757437976e-02,1.505273663237284865e+01
1.482023081245333399e-02,-4.327578245879555585e-02,1.494863081082269574e+01
2.734228086799272983e-02,4.153874903554810594e-02,1.494836950649597007e+01
7.223532158912797374e-02,4.017946562895401835e-02,1.495356207843236263e+01
-2.181289683231604770e-02,-4.674136649522513814e-02,1.499892770195277514e+01
-8.729286930083836327e-02,4.364094515102374255e-02,1.499253972483039199e+01
4.259183055388432448e-02,-2.559404383359954044e-02,1.495373771162256560e+01
4.277270963154978373e-02,2.490284451345906036e-02,1.502361798974139084e+01
-4.491467318812512183e-02,1.075512598999872746e-03,1.492630538657318340e+01
3.466515606899234908e-02,-3.179434598098261622e-02,1.489545529654420086e+01
4.497767081463187322e-02,5.503069510962645822e-02,1.495909486193099625e+01
-6.498607081751794912e-02,6.817557862614172237e-02,1.505892967095789459e+01
-5.911510039768719943e-02,-8.851189570680753280e-03,1.501314026039713490e+01
1.677842762308942928e-02,4.995210592777619280e-02,1.497322115309682822e+01
-5.756248689097724636e-02,4.326538893756264742e-02,1.503020828543161791e+01
5.145085263445205864e-02,5.851713565973427900e-02,1.495034066335044720e+01
7.030631619859560588e-02,2.469167226444891200e-02,1.498741885588456135e+01
-7.141149371148924896e-02,-2.130625942198182202e-02,1.498023043164738510e+01
2.426618344696296337e-02,1.926076908110854052e-02,1.504947513507403478e+01
-3.281042273227191552e-02,9.207985621537554191e-03,1.504375029013476173e+01
-2.143355465591521847e-02,4.656627645430235635e-02,1.505791192086792307e+01
-3.160486484185802674e-03,-1.695828221159137450e-02,1.493434134685501036e+01
-4.190319775680069470e-02,-1.706331575596338815e-02,1.493831452334315379e+01
-2.769773192010464846e-02,8.828472337457099126e-03,1.496031276512490216e+01
4.679970477749700181e-02,-7.099047411061448765e-02,1.503336613917534414e+01
-3.122163033599428122e-02,2.147432621007430015e-02,1.499043642335064774e+01
-2.145838739767342782e-02,-1.882731020433668981e-02,1.496413484917897740e+01
8.406007500987353054e-02,-1.851334882417019628e-02,1.502874232565575419e+01
