gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
7.947145262450376613e-03,2.427916134981125684e-02,1.504757475878444950e+01
-3.075016540517029259e-02,1.833985393115504861e-02,1.501050447908028929e+01
-1.116993450464935991e-02,6.984570628659346470e-02,1.495269831198724653e+01
-6.224306322686593701e-02,1.532337626970332531e-02,1.500074167623610144e+01
7.548436660530988274e-02,3.108169604264372776e-02,1.502538100245798525e+01
9.961366512146897084e-04,-1.801077825476507174e-02,1.503167986949961943e+01
9.258517272397975839e-02,-1.530891344731629723e-02,1.493142178982693835e+01
-1.647901401297608565e-02,2.345505853203783131e-03,1.505695432148049484e+01
3.453419760397891895e-03,-2.661151736929459957e-02,1.501381860185386863e+01
-1.913548255747795149e-02,9.459451480331119294e-03,1.499237344357313617e+01
3.829650098088096112e-04,-4.403497528267047434e-02,1.495089667700143110e+01
-1.569090445083273777e-02,-2.474238084952660316e-02,1.495689795225659857e+01
1.466872057985864515e-02,-2.982331680231021728e-02,1.495847688244038309e+01
-3.459359549977308879e-02,-1.000941068902305719e-02,1.500576717580855757e+01
2.400718450424809552e-02,2.226359138423545520e-02,1.496377621051639650e+01
2.609917467255074702e-02,3.819040087651361798e-02,1.507361164251702590e+01
6.141050686837333517e-02,2.713894311749232013e-02,1.499020770275927283e+01
2.094693990721200466e-02,4.919494043891641140e-03,1.498995868298344725e+01
1.416599331698567554e-02,3.196590561823405702e-02,1.504071859573821079e+01
3.739616772645922710e-02,6.492801144597115659e-02,1.501350276478290269e+01
2.704376328632819397e-03,-7.864868821760491457e-02,1.500316191348124661e+01
-2.822253214832139145e-02,4.252791194734767714e-04,1.503806499935762098e+01
-2.228771085142209479e-02,7.581585544157262713e-02,1.498872899675786030e+01
-3.372183293182131735e-03,2.376272380849457286e-02,1.500468838597137555e+01
4.482017743464362242e-02,-7.385538752813743113e-02,1.495169951003071951e+01
-1.933017466921593819e-02,-3.118620485999233638e-02,1.493078338551085515e+01
4.403594508289698783e-02,5.268788083894129781e-02,1.494833611950871521e+01
-1.779354661272966598e-02,-7.735011689980626770e-02,1.493261402164510443e+01
-2.423044969889326730e-02,-7.806052052976407418e-02,1.495150693609025616e+01
2.513868562140871357e-02,8.343345487470528454e-02,1.500984519689458985e+01
-7.754929352115770384e-04,4.623016047554853042e-02,1.505881354866937727e+01
-2.165194802633712071e-02,-3.122882353143268883e-02,1.499318934058375064e+01
3.774111816487572130e-02,2.127789237902608446e-02,1.503603614416102907e+01
-2.839436355901259548e-02,8.357001558649404527e-02,1.504664629331632852e+01
-3.897992074644804957e-03,2.393650266752749001e-02,1.494042669739699214e+01
-2.347677650290106582e-02,-1.229198360832277825e-03,1.502971575000208304e+01
3.001524642653480290e-02,-7.471895140262069246e-02,1.498214912894943041e+01
-1.521602312723191811e-02,-3.530715734159442509e-02,1.496994056291183028e+01
-1.283714954568630252e-02,2.352252717511530214e-02,1.498862967920668332e+01
-2.737008499519063415e-02,-2.965335887341761373e-02,1.501292684718463377e+01
3.562131731598502243e-02,-3.232207790832638400e-02,1.490511922171383219e+01
3.103726249894344508e-02,6.520600552809854844e-02,1.505102829051287472e+01
-8.470290904203429949e-02,3.167202870319566627e-02,1.502192234478905597e+01
-3.037960651068661103e-02,-2.830901430493397430e-02,1.502122629730554948e+01
2.905517654612835288e-02,1.894230142994608734e-02,1.497853430037303646e+01
-6.151024913157703694e-02,-4.453235957986206167e-02,1.496444630796713504e+01
4.627866942955804336e-02,-1.723439586150812787e-03,1.503106677395331836e+01
-8.500783877367008856e-02,2.250945940225333210e-03,1.499263670931560988e+01
5.401471357468552031e-02,5.174659014335449697e-02,1.511071781515616230e+01
-9.478365813761572764e-03,-2.417584204736816789e-02,1.510193537398019004e+01
3.772195472740401401e-02,5.308522682289278788e-02,1.496590809677259415e+01
1.873753299095989519e-02,-1.585672230672121371e-03,1.500816850675420611e+01
5.135817766449602556e-02,5.226330918480920351e-02,1.502155182169913417e+01
-2.133372095100326965e-02,-1.300210880564579320e-02,1.507050764473953208e+01
6.467982901718005717e-02,1.994228840154992424e-02,1.495511816622736490e+01
-5.884451068259077822e-02,5.937529592853948426e-04,1.500363899086237929e+01
-3.654740817096045064e-02,-1.731662737951603082e-02,1.500546639950418104e+01
3.433211488866517308e-02,4.980431886378781231e-02,1.499260675897636297e+01
4.085387533629541816e-03,-8.413272010929609065e-03,1.501776466404659338e+01
3.652280537678561506e-02,2.265517241635472273e-02,1.497650858214611702e+01
-3.505713473815814940e-02,2.344416407179426148e-02,1.499405665128144882e+01
1.381623264995614220e-02,1.787883900571050205e-02,1.495625817130571100e+01
3.852191450531933931e-02,8.414448614380591607e-02,1.500953103013834244e+01
-1.466033924298747616e-03,-1.561945910759420311e-02,1.501770954182742024e+01
1.063043106939278171e-01,-2.572063799001200572e-03,1.504439354551201546e+01
3.291481054462894185e-02,1.140779899078747141e-02,1.500222018559738402e+01
-5.857922006960449360e-03,7.191999617468837480e-02,1.500997589252512121e+01
-9.117428494167160655e-03,-4.711303047386104607e-03,1.498205921016931619e+01
2.126284547177197809e-02,-2.326455221534867723e-02,1.506388786708977179e+01
3.473584239103814225e-02,-1.584793351463446506e-02,1.504829638291358229e+01
-3.531319713994350573e-02,-4.223774800546629959e-02,1.499602905264310060e+01
-9.280404319828489124e-03,-7.890967683699862123e-02,1.499714981829140825e+01
4.882311334064376451e-02,-7.878691185072870390e-03,1.497656750504972401e+01
2.344095421971823315e-02,1.750323654556475497e-02,1.501093819380038674e+01
-2.042147762831485538e-02,-7.944684112603568604e-02,1.495471570827963781e+01
-9.469565808608117197e-03,6.448076563510374282e-02,1.501785498641963379e+01
3.211515500220826769e-02,-2.671241356603440333e-03,1.504409779185437301e+01
6.312982555044298338e-02,1.334181643778349635e-02,1.495546746114026426e+01
2.510912956091628651e-02,-3.424700636905059908e-02,1.506246977043239532e+01
1.978872825575629657e-02,-8.675336249274735734e-02,1.503868001637282958e+01
3.487294118454289937e-02,-2.431801157377040321e-02,1.500353727387478564e+01
4.077184545226256868e-02,4.152024685184604186e-03,1.504629638306273520e+01
2.366062311916304270e-02,-1.164047007822224811e-02,1.500735879780652837e+01
-8.889939695309271445e-03,1.480804097295937947e-02,1.499627578180688126e+01
4.835817730032336732e-03,7.694785536680641413e-02,1.490881965966253020e+01
4.137927895543392492e-02,4.250693641541580109e-02,1.503423786411152818e+01
-1.113056112126316853e-02,-1.384322567690948920e-02,1.507613835487001630e+01
1.851693723399875161e-02,3.145641602813334381e-02,1.492142914734484016e+01
6.762595563099942086e-02,-4.533935765004550034e-02,1.495036258786617367e+01
6.675578039812378461e-02,-3.322399117226949253e-03,1.499635561432209485e+01
1.511579853716623484e-02,-4.866292875309317228e-02,1.505772588466784967e+01
1.566757093963452169e-02,1.172796082150948408e-03,1.499507105019101338e+01
-1.586735723930941463e-02,-2.282363420631966858e-02,1.501772464432940701e+01
-1.861663871719132848e-02,-3.014549455067534051e-02,1.499121705346631295e+01
-1.400160732901413810e-02,4.696047647066189240e-02,1.501904668521606112e+01
-7.449877875712102027e-02,-1.933551261030772711e-02,1.501390210690696847e+01
-5.787489271205581431e-02,2.972484921150708378e-02,1.500484842086406267e+01
-4.633913251665172292e-05,-2.787583791985626461e-02,1.498235074177644144e+01
1.505764263141892538e-02,2.301204985400214821e-03,1.500291160155977188e+01
-6.962258257677120775e-03,-8.104975823718386929e-02,1.501272863044380124e+01
3.056377999561509830e-03,1.442611288114000780e-02,1.492498284827309618e+01
-7.963537233466332771e-03,1.732020173761629825e-02,1.493489293580650745e+01
-4.110674825318037795e-02,2.420249144084486367e-02,1.500634103210311920e+01
-1.090676765382934538e-01,3.705437633250827870e-03,1.495997031771308805e+01
-4.133315609192089041e-02,-1.456109895159491373e-02,1.500756025158152873e+01
-3.921470328771622937e-02,6.234909834848199536e-03,1.499268650425265470e+01
-1.475933454605628768e-02,-2.886916808216545907e-02,1.499519089281170459e+01
-6.988797967145134529e-03,-7.349459200618503607e-02,1.505618688885007295e+01
1.534571617605924587e-02,3.612467093822105402e-02,1.500283067859711927e+01
3.544067030546026176e-02,-1.263281116041706578e-02,1.497174036822187837e+01
4.291324591034621078e-02,5.980777381521716618e-03,1.495995203212114610e+01
1.857876048924026954e-02,-1.786995956895503362e-02,1.501914347940897976e+01
5.057794821249880605e-03,-1.200629593998188069e-02,1.495424030913201641e+01
-2.621546534161173572e-02,1.421042667576371751e-02,1.501964827148161952e+01
-5.314361418795151421e-02,-3.375939020996747419e-03,1.499171504138282351e+01
-7.312898516372855207e-02,-3.071450429272161095e-02,1.498680573112501335e+01
8.121309509687332437e-03,6.163666286788528192e-04,1.499953244658158091e+01
4.731402665614641012e-02,5.794730928727141045e-02,1.494297441100799340e+01
3.585381310436785984e-02,9.234356542678647667e-03,1.501985527994053093e+01
2.999382985741604404e-02,2.695052158418331789e-02,1.502508279736921537e+01
2.455118752198089116e-02,3.587557504576029815e-02,1.495822306371380783e+01
-3.516803295368962912e-02,2.662667634349197483e-04,1.497769667556971385e+01
5.163401714752628019e-02,1.375000656500933137e-02,1.494622758383615135e+01
-5.367682566245646214e-02,-3.010787371090626469e-02,1.501130232258863373e+01
3.584809453744659813e-02,-3.364105749877006890e-02,1.491780634482989498e+01
-1.577485014562176116e-03,-7.308357604494999937e-02,1.502826215750524774e+01
1.361948175277076468e-03,3.040591836696897310e-02,1.492868304456489703e+01
-1.810864493489013419e-02,5.160307625981627733e-02,1.502149590275368851e+01
-1.228220205081368560e-02,6.665028856505381127e-02,1.505824394202122107e+01
-1.100515911552137072e-02,2.924708265454380521e-02,1.499164051947755638e+01
5.604311393489256471e-02,-4.156721431133456046e-02,1.492301103933382223e+01
-6.075127302187400408e-02,5.054646868866288084e-02,1.503354975706934660e+01
-6.887763653526701724e-02,-5.560648645953402552e-02,1.507259832602326100e+01
4.877047985007477993e-02,-4.020342624122662245e-02,1.499503380399007035e+01
2.106949838166907382e-02,7.680426192290815135e-02,1.500824672474627519e+01
-2.787711732982169760e-02,-8.442267458145849557e-02,1.502141311556325576e+01
-1.008391578366580514e-03,-5.212176628254894077e-03,1.500337354039114324e+01
9.690688742634645872e-03,4.707276215185296486e-02,1.496012477012266473e+01
-7.569606918793892088e-03,3.168164438283404410e-02,1.502233446349913493e+01
-5.445809710961696526e-02,-3.230422316271424482e-02,1.499521958384692333e+01
3.099091885151802200e-02,9.890223592415577081e-02,1.495333444800436240e+01
-3.938747205289471441e-03,2.678347525969783025e-02,1.501808273940607741e+01
2.224841688440798090e-02,-1.672054775273666000e-02,1.495787329160563495e+01
-7.805225655685528452e-02,-1.396381343857741250e-03,1.506102638300491137e+01
9.870266338641945150e-03,-3.862897855517388040e-02,1.502645960769076794e+01
1.980221585233721618e-02,4.672556969733120819e-02,1.501629805195276646e+01
5.364121667633039298e-02,3.950113363373638359e-02,1.496249311748127298e+01
6.135014658594319797e-02,-1.633975377142128302e-02,1.500155370783596354e+01
-3.399297930606044044e-02,1.886981240901819054e-02,1.502546989766488572e+01
6.171930296898799073e-02,-8.232496677926383344e-02,1.497775398215565978e+01
6.181892759380057389e-02,6.351151741708881138e-02,1.493968107098119091e+01
9.123639517237915053e-02,1.627650178122094088e-02,1.494415206888765191e+01
1.560716273476439597e-02,-2.904253256156493629e-02,1.499592897735655583e+01
1.625710498945572187e-03,-2.305152886515308280e-02,1.503454373152809431e+01
7.147048573073486177e-02,-7.369264563466990450e-03,1.497166536339796750e+01
5.507376931875152676e-02,2.446119480564108370e-02,1.499191802708558541e+01
8.763981348771637814e-02,7.774663745976841296e-03,1.500861623611235096e+01
-1.164933945998609596e-02,-2.583217150454901467e-02,1.497768960133494254e+01
2.649055397400641720e-02,1.450475328885664390e-02,1.498915824465563240e+01
5.458519393486215704e-02,-1.086329358915261254e-03,1.493872969913834581e+01
-3.771895991884616477e-04,-7.273789852835103875e-03,1.502134917012562454e+01
1.672932154604045776e-02,6.013798146726537924e-02,1.494988095888858126e+01
-2.144622213773619140e-02,3.945169981392580849e-02,1.503499760672944596e+01
-2.394232438423227541e-02,4.895321346228422889e-03,1.503577811437502731e+01
-1.960609578346120610e-02,2.642587516036119452e-02,1.496681129621505946e+01
-4.949063348087347908e-02,5.849545374315478358e-02,1.502782259541747401e+01
-1.854977481369116804e-02,7.496245488162563142e-02,1.496405733094021606e+01
1.340131427602934099e-02,-1.776879103303258961e-02,1.486834905479551772e+01
-4.169310892445323574e-02,2.289568994842909946e-02,1.492794036261420842e+01
-9.086230619926775887e-02,9.928882840659056241e-02,1.504540659077186682e+01
-9.627277048798237036e-02,8.095230711341612484e-03,1.504053825572344927e+01
-2.297329591348709274e-02,-4.068547801177524459e-02,1.503343629150217708e+01
3.191479208122903477e-02,-3.430185392241374975e-02,1.498006201199771681e+01
-3.376883283493676245e-03,4.337416602173906066e-02,1.493303668586997368e+01
-7.598188370915821138e-03,-2.753192534603198308e-02,1.499657729969107400e+01
-2.359721794058196320e-02,-3.129868297487503614e-02,1.499405777682054364e+01
1.576870266143072172e-02,-1.620272613760488298e-02,1.504636201172669274e+01
4.684861692265170768e-02,-3.127990161391527163e-02,1.499480546317722407e+01
-2.018468325694838458e-02,8.996432865157864139e-03,1.502919901486883347e+01
3.123379040448974811e-02,-1.889553856328018240e-03,1.492645078752370935e+01
4.358351498303095900e-02,8.697835760722133491e-02,1.500052482244178975e+01
-4.349134750289820189e-02,2.139008501489331367e-03,1.503017434866215396e+01
3.304675836360734982e-03,-3.778849211835502014e-02,1.499769026341354561e+01
-3.514216275347505775e-02,-2.449855821805518516e-02,1.505540363540200843e+01
-3.884848440055049812e-02,1.911168398906779378e-02,1.500979197425081679e+01
-1.122506351663649267e-02,2.063180393674510921e-02,1.496090056307554761e+01
-4.329786949113433210e-03,-1.490177843662444023e-03,1.501028518366707942e+01
2.107953870889452477e-02,1.192483934346407902e-04,1.506266935465875001e+01
7.264575647805014171e-03,3.925269655614270492e-02,1.506469214746026886e+01
1.879900361593903751e-02,6.417307901036846396e-03,1.507522137198403023e+01
9.471058763842328532e-02,1.058070838115311718e-01,1.505393867316121259e+01
1.692001275537273128e-02,2.129790360148045569e-02,1.508640915476599709e+01
5.869021056627965471e-02,-5.257052848687194385e-02,1.500530571263205637e+01
-1.674762970868763634e-02,1.991980349347342166e-02,1.498939710960476113e+01
-1.920036972640941017e-02,-1.972907915513534907e-02,1.501454620790714678e+01
2.245003270748999885e-02,1.688348044082692463e-03,1.503320786498550810e+01
-4.409689236476419666e-02,3.663547647772067567e-02,1.501610665597501537e+01
-3.612093943262839179e-03,3.878711290855526433e-02,1.495533111398007797e+01
-1.796916433523769105e-02,-3.990739043567925054e-02,1.500905094867976075e+01
-2.579853132116621123e-02,2.921018837683087444e-03,1.492526630548444899e+01
5.690206175762591023e-02,5.327444744877244537e-02,1.500565382439070738e+01
7.365118100179440797e-02,2.378484471915604664e-02,1.495917846589795630e+01
1.697795690974015712e-02,-5.553067396629506741e-02,1.500601460112548402e+01
-4.789409018953177943e-02,-5.708372206305695890e-02,1.492865552893448999e+01
-1.395508111484177957e-02,2.257935579619099395e-02,1.493170622609344811e+01
7.847966537809075716e-02,-3.430837283288104556e-02,1.499664092876045096e+01
3.105652029347584497e-02,7.149484816560191212e-03,1.499144162923315626e+01
-1.935444853392822087e-02,-3.135212721152028092e-02,1.492485477296948382e+01
-4.855958232882386094e-02,-1.001356791550401561e-02,1.499303881883665390e+01
1.994260588108530061e-02,4.462720304898027540e-02,1.494979068009681988e+01
8.228752692846695582e-03,-3.139922226616468498e-02,1.500883594188095671e+01
-3.383994550833838155e-02,4.843223275524886212e-02,1.505510572406372560e+01
2.148733598180682658e-02,7.089911642798796265e-02,1.500353728498792449e+01
-7.034725851940374503e-03,1.423400784706104968e-02,1.498606091229366299e+01
3.305749920346191112e-02,7.227558903890576869e-02,1.502283765599931087e+01
-2.239069053554700039e-02,7.195543670050062735e-02,1.501135827349268936e+01
-1.466837547063442118e-02,-5.273590387570253196e-02,1.498824624408149475e+01
5.340184246682288388e-02,1.386396154690362932e-02,1.497958444566459235e+01
3.302801687427239785e-02,-6.060104378415117482e-02,1.499313302789536806e+01
1.860980105782994790e-02,1.133414968675583272e-02,1.502466964862514942e+01
3.056622003755599462e-02,-3.508644803129714468e-02,1.503734271382757903e+01
5.095884618193403243e-02,-6.880350746031658679e-03,1.491559451706938333e+01
4.226711026934443921e-02,2.692369705024882671e-03,1.500392096705360423e+01
-7.816538974038289567e-02,1.210242794498256162e-02,1.500878162581015296e+01
-2.283788115396354415e-02,-3.016040069649268685e-02,1.499613994584030685e+01
-1.801050596879061674e-02,-1.164717643932324832e-02,1.488072395619312083e+01
-2.712523626720930725e-02,2.837988662201744797e-02,1.502427165456948543e+01
-3.881623638666664711e-02,-8.491915326626816793e-03,1.503433908339514957e+01
5.654733140470343672e-02,-8.901979513526144319e-03,1.498191645154151530e+01
6.772769801682672342e-02,1.148189375413171363e-02,1.496787838399317394e+01
6.020401774977215091e-03,4.215663015723903478e-02,1.506190413569282072e+01
8.566736955387838429e-03,-5.665304233143311427e-03,1.503947140481991340e+01
8.472269965032995509e-03,-4.707733447945609828e-02,1.494445750714975674e+01
3.036935134982291125e-03,-6.815537138953707552e-02,1.494147075659098078e+01
4.779532689547174445e-02,5.537783503048683553e-03,1.502439391922450085e+01
-4.449967370623603841e-02,6.131433956336305308e-02,1.505469421870109770e+01
-2.825732320871344322e-02,-2.724546985625693127e-02,1.502915648287910066e+01
1.285769777837905692e-02,-8.918883997741557101e-02,1.500623348962264458e+01
1.877913125887777437e-02,3.569921720772212259e-02,1.498810776131676725e+01
3.522158712472320263e-02,-9.302127125496925664e-02,1.499807736243533540e+01
3.669423500823923434e-02,-5.478786101487485849e-02,1.498489969405538247e+01
2.345920335122397143e-02,7.080311453101464925e-03,1.497164377395719903e+01
-1.436493293890847393e-02,2.481604361058200453e-02,1.494549766493432408e+01
1.105822062328760784e-02,3.304383185201933276e-02,1.499769582530673517e+01
-4.748415190079204734e-02,1.124902299476207568e-02,1.499451565571862588e+01
-4.538324778059221742e-02,1.132385178297944453e-02,1.497603283415036479e+01
2.143183186353148431e-02,-3.538661695026568826e-02,1.504477970734001246e+01
-5.547720064547620455e-02,4.661812595264770015e-02,1.495681807992985135e+01
-6.886383083029140595e-02,-3.325751598800393699e-02,1.501135932010096852e+01
-1.436527614317498203e-02,1.575127212104017460e-02,1.497905158970291417e+01
-4.621349829359511913e-02,4.000551514634537870e-02,1.494047331803907852e+01
2.516972972038394527e-02,9.468780686535890195e-03,1.502607980204061278e+01
7.185355722768153527e-03,3.638127499374075192e-03,1.499492689544803703e+01
-2.568965884031080074e-02,-6.265804336641586647e-02,1.496229573081811459e+01
2.111895180292484853e-03,7.373288414295342541e-02,1.493141526180166601e+01
-1.585693839802238339e-02,1.766468581639766069e-02,1.500201916237191035e+01
7.103992571651444876e-02,-1.185609506590824952e-01,1.507650981885925034e+01
-8.117044809542982298e-02,-1.013165940097874723e-01,1.505142712353439371e+01
2.923492675530584353e-02,5.113012889777302644e-02,1.504271620775320351e+01
4.163554088737617814e-02,3.342706947692563463e-02,1.507133057259220266e+01
6.068670955583841536e-02,-2.079749925372139860e-02,1.499358473117024282e+01
4.212641324321446910e-03,-5.388498029069643813e-02,1.512164738160748634e+01
2.519256803179912001e-03,1.492324024459097676e-02,1.503016750904711074e+01
7.220483402551275409e-02,-3.383209142834030236e-02,1.501874226606687657e+01
-2.589770966712754210e-02,4.484694970149692705e-02,1.511157155933387131e+01
3.817565633480270865e-02,-2.181069100175780928e-02,1.508300558800981150e+01
1.826087764988408579e-02,3.426883412945423008e-02,1.506118271403491349e+01
3.336683201866040560e-02,-8.143904710356744334e-03,1.501153771203427922e+01
-3.190464257795223163e-02,-8.514617406577223643e-03,1.503276831771298383e+01
-4.225572064692164481e-02,-3.419952669417218594e-02,1.504697256977209463e+01
-1.387629047852423705e-02,2.328515437916561445e-02,1.502189208088601724e+01
-1.121603227841260451e-02,1.772661275422143107e-02,1.503125139881515260e+01
5.427068122214053630e-02,6.020596164261302757e-02,1.493457058213191146e+01
-4.287540334118926377e-02,7.366344092995033045e-03,1.503501482871548767e+01
-6.089232675267818029e-02,-2.026929520333379739e-02,1.501512292862820175e+01
6.303314337682721161e-03,-4.838289783175479808e-02,1.495074408074281358e+01
-4.314860366551084955e-05,-1.411398964830976391e-02,1.499591184329879212e+01
2.655731899483932540e-02,-8.416696060694844883e-02,1.497747959646024896e+01
-4.503186060996898672e-03,4.998965117091046673e-04,1.502386096986223230e+01
5.045756012765575949e-02,4.624571231109507463e-03,1.492991759132682716e+01
3.176111929544504775e-02,8.402637642485126512e-02,1.497393435208392276e+01
4.762136947326378600e-02,-3.999754053145478105e-02,1.499040561535797345e+01
1.133770152800469763e-02,2.294532148434986693e-02,1.496854118244994680e+01
-1.811774873820582235e-02,5.484386522591321034e-02,1.506193663504991953e+01
2.373458631155162674e-02,3.601543879699677791e-02,1.499219073181751760e+01
-2.979337993560944933e-02,2.844116765751299528e-02,1.503726798103054030e+01
-6.420289473568897842e-02,-4.949691369524752971e-02,1.507721363664484393e+01
9.542845057647919571e-02,-5.908206380116533783e-03,1.499402052795145224e+01
5.893470807055367026e-04,3.198826649105496883e-03,1.494891787383668103e+01
2.406561271901536472e-02,2.977793550749401053e-02,1.499823083589561890e+01
-2.918579904569260433e-02,-7.707167876812001488e-03,1.498926923033281788e+01
4.375153114414291090e-03,-4.399895977508942041e-02,1.503935173828250527e+01
3.051492162665615099e-02,-7.161978422152062707e-02,1.493329809921558393e+01
1.324463613446604827e-02,2.760958776105378390e-02,1.495302646201928631e+01
2.931469418776309205e-02,7.218673188601222590e-02,1.499922599865376149e+01
-2.821005010581634914e-02,-3.005426464629352284e-02,1.498273477493289896e+01
5.396813032159791107e-02,-6.250453793845272069e-03,1.497533831377331026e+01
-5.983957362143444564e-02,-5.686456875096911751e-02,1.504562588261947020e+01
1.133501642847664637e-01,4.810195307509013835e-02,1.501545903700889006e+01
-4.611971434606512536e-03,-2.921555137075622019e-02,1.502929271636113029e+01
2.016739661352641520e-03,2.387334324203195177e-02,1.505465249671724948e+01
-1.646482483905375646e-02,8.201565559482936613e-03,1.494363242661296098e+01
6.688781797206130864e-02,-1.482172748219458616e-02,1.497896343277627729e+01
-4.290316505049141665e-02,1.218222746958093870e-02,1.502994858931288924e+01
-9.726036442776243157e-03,2.141062363516239159e-02,1.495788851194019209e+01
1.814123190586732284e-02,-9.132077800144591806e-02,1.495577743519353930e+01
8.081294181016761247e-05,-2.558591949971228408e-02,1.500898821464547517e+01
1.647556638336833065e-02,-3.796691436978131412e-02,1.499475656545262581e+01
5.523543411828751339e-03,-6.097213733772029881e-02,1.498819865173232557e+01
3.737594401711817355e-03,-4.618394552898333338e-02,1.501850359826547177e+01
4.790017600435929855e-03,6.657351224068176754e-02,1.496233794277138252e+01
5.102455393281172397e-02,-2.075882595533196096e-02,1.500535821117282254e+01
-7.270277589953370867e-02,3.247593132730831195e-02,1.502257374983227045e+01
-1.447177921756762509e-03,4.656097875599960606e-02,1.497923674399805449e+01
-1.335630543373765057e-02,-3.192070895411440457e-02,1.500194606869850489e+01
-3.980512655095478497e-02,3.578753789423190067e-03,1.495661002001832252e+01
-2.691004959010634412e-02,3.357089291590434343e-02,1.498730237447615288e+01
-9.083637644910577680e-02,2.050331122122368843e-02,1.497618422133703575e+01
5.159150241883199602e-03,-4.668039966481891956e-02,1.499210256437885924e+01
-2.936814832987471799e-02,1.830757480010384436e-02,1.503704583189219157e+01
-2.528184091643060835e-02,-2.255626972380513941e-03,1.503882994025840780e+01
-4.540785329020900762e-02,-4.993343270112259730e-02,1.496613233352248606e+01
7.155488281127610206e-02,-5.382016530383770423e-04,1.500329756856474717e+01
3.116423396218257272e-02,-2.830292434034834687e-02,1.497495631203485189e+01
5.128487921005783073e-02,-1.347216900722158876e-02,1.495698115952441043e+01
-2.454045589494518662e-02,-6.917231231505345523e-02,1.500621472048808691e+01
4.831666649752400233e-02,-3.774419588324736535e-02,1.358688826104825154e+01
-1.339105567667085994e-01,-1.827341505826942086e-03,1.224319123639889462e+01
3.924071958372849639e-02,-2.648440582870804569e-02,1.092213253756309932e+01
-1.559746420844548842e-02,2.624675545441331956e-02,9.863311500782678820e+00
-4.498419726433877663e-02,-2.311611392356881234e-02,8.812440649513488822e+00
4.688330168849133561e-03,6.546157704241842290e-02,8.030426956329769439e+00
5.698459745178741098e-02,5.953438841388932617e-02,7.161221640753463014e+00
1.512074685389067953e-02,-5.759445046787169120e-02,6.530830727984398010e+00
1.170018622977942041e-01,-1.079471970537567577e-02,5.757989437144803269e+00
-2.450974824274120001e-02,3.046019954052338330e-02,5.278740604099349198e+00
-3.730842950380214296e-02,2.730449842748075215e-02,4.686385985272425003e+00
6.800830017879939959e-02,3.337328881220847504e-02,4.236573437474648429e+00
-4.270530950028386674e-02,-6.660851944090921510e-03,3.791859960778486638e+00
-6.084309248708974494e-02,-8.858970885511309110e-03,3.341128123218316759e+00
-1.270781925067401494e-02,-3.671430795517472475e-03,3.101245788141811843e+00
4.169128880592001471e-03,-8.446867187239855135e-02,2.730632701564007725e+00
9.236552451043126763e-03,-8.786214790167795607e-02,2.478525066228665530e+00
2.905932234013759718e-02,-7.517510578556788059e-02,2.284782948802874802e+00
-5.932281072815009243e-02,1.677270730709418123e-02,2.033577051227214660e+00
-7.093716911354031041e-02,-1.452147913175671004e-02,1.867567441486186697e+00
1.228260507753709124e-01,-5.526873807113059922e-02,1.605238037698330178e+00
3.032903600683088327e-02,3.624661455799940701e-02,1.470989876916315886e+00
-2.558445274198797512e-02,-3.358509456860914871e-02,1.325900251987403911e+00
1.158976912054772955e-02,-3.459319110374420303e-02,1.171164427301681021e+00
-2.145367654712210595e-02,1.157205992350843985e-03,1.136980017286480349e+00
-1.119799218626497603e-02,1.571490618961694091e-02,9.507477945370164107e-01
5.496306066785771466e-02,-4.865288108591375726e-02,7.931842278400270674e-01
-3.419892597072416579e-02,-2.179151807888106418e-02,8.525171953000898473e-01
-2.086812350957300069e-02,1.142622083159579825e-02,7.333559917386919258e-01
1.580850391750377934e-02,5.523061218562655417e-02,6.200177339860811765e-01
-2.718929155073430276e-02,2.561907842357509166e-02,5.759381641218460635e-01
-4.070959130178806312e-02,9.750867665170821069e-03,4.794211202531453719e-01
-4.265588594285243257e-02,-4.027608008326847427e-02,4.730731058646107101e-01
1.506966484554027319e-02,-1.042395101500851948e-02,4.234686748831009151e-01
2.621255590035288796e-02,7.153044142879095603e-03,4.232083924573167844e-01
2.233768005528450826e-02,4.343644035619174948e-02,3.584795115412956479e-01
2.493259845364246760e-02,-2.608571523491113806e-02,3.256594074980533882e-01
7.682211774028742564e-03,8.641890917578778919e-02,2.240450298151958064e-01
1.634370659470881990e-02,-6.762020099211460758e-03,2.664498237313880913e-01
-1.947005785875843484e-02,2.790827083423173469e-02,2.082270838838050364e-01
-9.537547925426551748e-03,2.050865443071947861e-02,1.778111818473999961e-01
-4.692964727119271207e-02,3.100740479177589715e-02,2.118444598085652830e-01
3.101938873258719073e-03,-4.767439779958591861e-02,1.971501294828762185e-01
3.618307695209150437e-02,1.602164226286117293e-02,2.483173180715484152e-01
7.619129595598461702e-02,1.591201258332286192e-02,1.418984642449955536e-01
2.038015703794593143e-03,-3.567681670836034963e-02,1.212246388483287918e-01
1.125972081192635685e-02,-2.180477673616581721e-02,6.343062416243260004e-02
-1.641017837007451713e-02,5.605778507814643957e-02,1.436991862687240218e-01
1.871694461115084619e-04,7.776556815964640913e-03,4.730445021091363167e-02
-4.054784959711692921e-02,-3.040691709044689509e-02,7.687169337758426035e-02
2.563022100638227829e-02,2.907355190733292710e-02,4.187354216475591695e-02
-6.424815970392989961e-02,-2.754065049973697041e-02,4.117294866350433569e-02
