mag_x (uT),mag_y (uT),mag_z (uT)
3.273262166697432463e+01,-1.389220735513026384e+00,3.754321939649344131e+01
3.275026714294950381e+01,-1.485462447378719020e+00,3.751840739483331078e+01
3.272710659203017514e+01,-1.570371173738883019e+00,3.752006476940009350e+01
3.274630854264798074e+01,-1.650158956007919508e+00,3.752911969691949423e+01
3.273836124738082276e+01,-1.744478478194277704e+00,3.752452631657797610e+01
3.271342015393474156e+01,-1.822933154587283777e+00,3.752692852920954181e+01
3.271627883543393267e+01,-1.887078710414201277e+00,3.752579791661285213e+01
3.272067883115164477e+01,-1.997158421417607466e+00,3.753795114810303346e+01
3.272556391586494584e+01,-2.090074172736855029e+00,3.754581833769263710e+01
3.270191972149212489e+01,-2.178790609979574189e+00,3.752940500190435813e+01
3.271085182681848380e+01,-2.252848911494731432e+00,3.752345917632505490e+01
3.269322203892755851e+01,-2.335384731308619344e+00,3.752937089625264377e+01
3.269430064363272237e+01,-2.422334776860554317e+00,3.751037586133583090e+01
3.269226128183680657e+01,-2.498401148199958399e+00,3.754675531243418618e+01
3.265773793951671422e+01,-2.616005646646876404e+00,3.754271013148949265e+01
3.267347563113793285e+01,-2.702326144343881076e+00,3.752466562855016718e+01
3.265708224897113610e+01,-2.769102433444331712e+00,3.752423517598069935e+01
3.263925157872817806e+01,-2.866594011704292289e+00,3.751572287147278928e+01
3.265245162680128743e+01,-2.930006854700167640e+00,3.752449555821727500e+01
3.263255544452600532e+01,-3.038502691086693464e+00,3.753540200601673149e+01
3.263213937999255165e+01,-3.107207747907943851e+00,3.753085304872424643e+01
3.262363566694317996e+01,-3.184803021622944375e+00,3.752917076308968092e+01
3.262557048815753546e+01,-3.261479617521565455e+00,3.752136584453612045e+01
3.258213492758651597e+01,-3.360945994292820149e+00,3.751794775679901761e+01
3.258763034815491011e+01,-3.463596100154602286e+00,3.754505568609451416e+01
3.257864027541752705e+01,-3.520624022028392641e+00,3.753539505411904287e+01
3.256863839176835995e+01,-3.619203667018402903e+00,3.752747629366853488e+01
3.256644545850557648e+01,-3.691357296831819568e+00,3.751897321241928296e+01
3.255953067777698351e+01,-3.800657332347451955e+00,3.753831694097192440e+01
3.254538482836477442e+01,-3.880671537581056096e+00,3.753677680836455011e+01
3.253247310013726690e+01,-3.985232393629851710e+00,3.755218008612042269e+01
3.252321195924105979e+01,-4.042921218490408641e+00,3.753001761610893539e+01
3.250258365772469205e+01,-4.123834199815459733e+00,3.752905686539097729e+01
3.249098001783606549e+01,-4.216922933515000693e+00,3.754241398667505081e+01
3.248827545778235049e+01,-4.301469977933641609e+00,3.753973749280812200e+01
3.246585758686418188e+01,-4.378528384668400442e+00,3.752699182012705847e+01
3.247613614171452667e+01,-4.449785585627163087e+00,3.751789311491130974e+01
3.247112900595882934e+01,-4.558221868413949274e+00,3.754509729046232991e+01
3.244907909098040477e+01,-4.634702669229420202e+00,3.751993987593781554e+01
3.242576589013641097e+01,-4.727367778217484329e+00,3.753414903966293537e+01
3.241921265533063234e+01,-4.820246715364111090e+00,3.752299407633810802e+01
3.241109641543377506e+01,-4.898018515948738383e+00,3.753750759997322461e+01
3.239445719570010596e+01,-4.972080406726148816e+00,3.752961090204458827e+01
3.238233726589397321e+01,-5.060386633403449075e+00,3.752712966497617231e+01
3.237285154598353643e+01,-5.166402261979957444e+00,3.754458134893328491e+01
3.235501502654940964e+01,-5.234679963488226839e+00,3.752979122811429846e+01
3.236123254999079535e+01,-5.311385237024611961e+00,3.752440168471027704e+01
3.233205914439547968e+01,-5.407020791463790665e+00,3.752949299696761898e+01
3.231325116883898829e+01,-5.479957399986096434e+00,3.753313489617147525e+01
3.229308488820782230e+01,-5.587428058422124977e+00,3.754133947265827231e+01
3.227417173835727482e+01,-5.656990665360313919e+00,3.753982205868097566e+01
3.225965269831915094e+01,-5.730250883093616743e+00,3.752485852971003055e+01
3.222464056889187844e+01,-5.832355721178049457e+00,3.754511984358239829e+01
3.224272445338085902e+01,-5.914443361458001647e+00,3.750310317600744270e+01
3.220409035789494823e+01,-5.987666853495319685e+00,3.753832379375158013e+01
3.219911178701507737e+01,-6.065311239581447467e+00,3.753993934815063938e+01
3.218196165738870462e+01,-6.156066771269350646e+00,3.752195592642762989e+01
3.218845118667661609e+01,-6.265954797948641186e+00,3.752479402608525305e+01
3.214731771754674128e+01,-6.350204387402996531e+00,3.751944724708829426e+01
3.215232530603457661e+01,-6.447239786941764805e+00,3.752672636356312807e+01
3.212917858841583296e+01,-6.489672472135705306e+00,3.754301183583054780e+01
3.208114719910849999e+01,-6.599183491794985201e+00,3.753352550547796085e+01
3.209738106575891692e+01,-6.670541854849202146e+00,3.751717806878172468e+01
3.208147148124601244e+01,-6.751396879335188395e+00,3.753299256145504614e+01
3.203815498688032903e+01,-6.844837724701918091e+00,3.751790561723723272e+01
3.202944495123777813e+01,-6.911016192468295571e+00,3.751874896724312691e+01
3.201555800498307747e+01,-7.013209013786797286e+00,3.753696103400405804e+01
3.199834458059959630e+01,-7.084032770355578990e+00,3.754001376213163610e+01
3.197832680310087028e+01,-7.165176232931426803e+00,3.752779009606987159e+01
3.195542961715927177e+01,-7.242335636236473917e+00,3.752557398257409460e+01
3.194115774935821150e+01,-7.343164485707196931e+00,3.754381782655887179e+01
3.191418028530761575e+01,-7.405855495489832130e+00,3.754146957368089943e+01
3.189513342552992015e+01,-7.499527360932652265e+00,3.754770417720093434e+01
3.188650599176470735e+01,-7.603779689647449658e+00,3.752840705215862727e+01
3.186665111564969877e+01,-7.672918919830298279e+00,3.752316945042402097e+01
3.182835296272879688e+01,-7.745721568086866071e+00,3.752793941226202890e+01
3.183225512954605207e+01,-7.844314445605504282e+00,3.752181508247460329e+01
3.179770747418830368e+01,-7.937951690000907945e+00,3.753042510533413179e+01
3.178344384808827527e+01,-8.011508235168248504e+00,3.752574632548692790e+01
3.175494541556534145e+01,-8.094982074253708859e+00,3.753275247521139590e+01
3.174004094987766322e+01,-8.179349608618993628e+00,3.753896783986964891e+01
3.172328861081749452e+01,-8.256696843260403540e+00,3.752869420831297731e+01
3.170468682882029654e+01,-8.346975256395035458e+00,3.755244646890787408e+01
3.168028892757409665e+01,-8.423669739667522194e+00,3.753095244816547194e+01
3.164164454647056957e+01,-8.502692241651006455e+00,3.753303512291545729e+01
3.164271881371934825e+01,-8.582785575559883640e+00,3.753266251372511420e+01
3.161595118880067545e+01,-8.681921683067933770e+00,3.753189357594887099e+01
3.159332965229695844e+01,-8.742697832248685685e+00,3.751936377008519941e+01
3.156764007918726378e+01,-8.826021715973686455e+00,3.752320644078515244e+01
3.156254735218974261e+01,-8.929265148381844597e+00,3.753695378117411252e+01
3.150323308574971293e+01,-8.988483872695294252e+00,3.754719431702800847e+01
3.149547130683274432e+01,-9.095276696515922410e+00,3.752378940159371723e+01
3.147147289001929593e+01,-9.158234790659825819e+00,3.752971470854989633e+01
3.145169247151505587e+01,-9.251382080401238994e+00,3.753968213932506615e+01
3.140896012661862713e+01,-9.325597500686674479e+00,3.752442670328483132e+01
3.141094154651155179e+01,-9.422169848569824424e+00,3.751217852387367202e+01
3.137382828457738171e+01,-9.509853474538019213e+00,3.753019839942047753e+01
3.134785129984663499e+01,-9.594662016899951240e+00,3.752346792954767807e+01
3.132760252954252422e+01,-9.669414764674543861e+00,3.755263121257128489e+01
3.129137203935069778e+01,-9.749744838514738277e+00,3.752442839454095491e+01
3.127141440133787498e+01,-9.828398633607907442e+00,3.753068946880100043e+01
3.126284633298229210e+01,-9.916036908101029113e+00,3.754017860452575661e+01
3.120711607067453386e+01,-9.970654104133281237e+00,3.752554419539936248e+01
3.119366630475778734e+01,-1.005910959223423262e+01,3.752568395851184846e+01
3.116993431816809235e+01,-1.016284722556457609e+01,3.754236196711181606e+01
3.116526438586164716e+01,-1.022970028761896266e+01,3.753186194429966349e+01
3.112313124563728906e+01,-1.031675845586362072e+01,3.753739409163195972e+01
3.107223379772888805e+01,-1.038919052676736143e+01,3.752194424171116793e+01
3.107033063291471819e+01,-1.048163985102750040e+01,3.751345581120533268e+01
3.103142947130247009e+01,-1.055673738770141945e+01,3.753764228634804567e+01
3.099650241472613743e+01,-1.065380591324902149e+01,3.752742937345018248e+01
3.096479470501207842e+01,-1.071055798700951200e+01,3.753935051535216161e+01
3.095317617672248289e+01,-1.079283246827676379e+01,3.751756841943509357e+01
3.091553702873723708e+01,-1.088452898706245620e+01,3.752254287065943572e+01
3.090243576705770678e+01,-1.097063599801460576e+01,3.752091281317461124e+01
3.084473165045912069e+01,-1.103600891669183248e+01,3.752156177930032044e+01
3.083816751531898248e+01,-1.112552067163634462e+01,3.753840281272763946e+01
3.083079640818296241e+01,-1.120407313306844976e+01,3.752939750746528347e+01
3.076476616987449475e+01,-1.128652858030280015e+01,3.753859673380948436e+01
3.074050510138711090e+01,-1.135241275654940907e+01,3.752995088500875909e+01
3.070986515200593558e+01,-1.144948007348250307e+01,3.753819459624945409e+01
3.067710898882805282e+01,-1.152153148666493188e+01,3.752898474423222552e+01
3.063267565285794092e+01,-1.160844749383810104e+01,3.752265200850903426e+01
3.063370036486966796e+01,-1.169788272061229861e+01,3.752218914232515345e+01
3.058349429899326921e+01,-1.176149973349333067e+01,3.751199079785723711e+01
3.056050597089289056e+01,-1.184735606874710889e+01,3.753410796479201395e+01
3.052765208990292223e+01,-1.193224233407176982e+01,3.753764590578458638e+01
3.049390455709900749e+01,-1.200620737664051241e+01,3.751040906194450031e+01
3.048343530512672572e+01,-1.209074896050396930e+01,3.751383141515414366e+01
3.041806806979862543e+01,-1.217320764304119152e+01,3.753586115574243820e+01
3.040091635680003890e+01,-1.223886332458287818e+01,3.751895759652360596e+01
3.036405027866264916e+01,-1.231795118808742551e+01,3.752642760309661440e+01
3.033625426843965300e+01,-1.240865656902130887e+01,3.752489713275036110e+01
3.030410959251187819e+01,-1.249599956513939425e+01,3.752207254997471608e+01
3.026097986525613948e+01,-1.255885039945927417e+01,3.752184099482354895e+01
3.022675342971436407e+01,-1.266144672647152269e+01,3.752492823226933183e+01
3.021394208071068377e+01,-1.270583722953972483e+01,3.753271415914040432e+01
3.018438683066479555e+01,-1.279134522243800909e+01,3.754449663267593706e+01
3.014549534931473929e+01,-1.288841627748021956e+01,3.754343656710628352e+01
3.009212606522115863e+01,-1.295890173510487919e+01,3.754653885249425826e+01
3.006804291545342167e+01,-1.304141785273194820e+01,3.751828227020273232e+01
3.004605952516354606e+01,-1.312694116816068224e+01,3.753140200152436989e+01
2.999733174293598026e+01,-1.318845402088919272e+01,3.754464409043694673e+01
2.996343456254929194e+01,-1.326800501090257889e+01,3.753221565742668986e+01
2.992013406082069338e+01,-1.335707314066440965e+01,3.752390733013545798e+01
2.989406221708374289e+01,-1.342596075357965368e+01,3.751899478489178819e+01
2.985930351063436206e+01,-1.351518634542979136e+01,3.755396939827812730e+01
2.983651071147781053e+01,-1.358385936726329746e+01,3.752756402432179783e+01
2.979122079499243725e+01,-1.366887627782984715e+01,3.752968117355485589e+01
2.974413234421037444e+01,-1.374588638039930188e+01,3.752518040253829668e+01
2.972335576833924975e+01,-1.381131867678017144e+01,3.751022372087184209e+01
2.967627801841962309e+01,-1.389104101011534986e+01,3.752687760755157598e+01
2.963204901008164072e+01,-1.397894091330881849e+01,3.752208779391300197e+01
2.960180283451767380e+01,-1.405163832020222081e+01,3.752423628630123886e+01
2.958307227653750360e+01,-1.412263765934400617e+01,3.751765214906598800e+01
2.952510720514580456e+01,-1.422413315600107175e+01,3.751689420352939663e+01
2.951241744109734455e+01,-1.428510265458927542e+01,3.753113309680123422e+01
2.946637550465781175e+01,-1.435837570290433263e+01,3.754661607363867404e+01
2.941041690049529223e+01,-1.443484163280341903e+01,3.753328000243692486e+01
2.938084660957440164e+01,-1.451938531009277433e+01,3.754728764566329602e+01
2.933515961938133287e+01,-1.458282055980350478e+01,3.754761344432657211e+01
2.931593873872662570e+01,-1.466484459576585309e+01,3.752351353862183458e+01
2.927236459629992638e+01,-1.475707684965648170e+01,3.753424377148363789e+01
2.922717006387302874e+01,-1.480281312412978423e+01,3.753005798077634125e+01
2.919069177639767432e+01,-1.489150833847643085e+01,3.753347082171529792e+01
2.915789144206975436e+01,-1.497080072743904289e+01,3.750331540049627677e+01
2.911294293301157410e+01,-1.505509450430080953e+01,3.755282014416460612e+01
2.907862495092668809e+01,-1.513801865500645327e+01,3.753140249653885263e+01
2.904183287928997714e+01,-1.520084457315932269e+01,3.752971159224733810e+01
2.900322561452673753e+01,-1.527520635416654571e+01,3.754057161590557001e+01
2.893973739052930583e+01,-1.536537368440608198e+01,3.752533608457600423e+01
2.891965707121974205e+01,-1.540933835402684160e+01,3.753317363999114775e+01
2.888389722736608078e+01,-1.548228019827641511e+01,3.751293660102248850e+01
2.883918857711630324e+01,-1.558025132503548527e+01,3.754845190621623630e+01
2.878055430148599214e+01,-1.566093037174998059e+01,3.752071783691216211e+01
2.875221393440697781e+01,-1.574049796519269329e+01,3.751770310544093689e+01
2.871339409436745882e+01,-1.581693768332214489e+01,3.754428115328478555e+01
2.866310179787319257e+01,-1.588705452354247960e+01,3.753417177296125118e+01
2.861515371237606686e+01,-1.594823705567074867e+01,3.751960874044819150e+01
2.860554157550952681e+01,-1.603913876061610821e+01,3.753605636593061945e+01
2.855218763613252619e+01,-1.611271564108200849e+01,3.751785620532572096e+01
2.849548347640129364e+01,-1.617951570770905079e+01,3.753704221738068014e+01
2.844400528982928833e+01,-1.625995790878438285e+01,3.753172006864554078e+01
2.840849234812773716e+01,-1.631174535224308286e+01,3.754033293801711579e+01
2.836574735701840311e+01,-1.641557269615362813e+01,3.751810595623492617e+01
2.832360649742037495e+01,-1.647654507913212285e+01,3.752999823699911985e+01
2.828041372205663251e+01,-1.656354559327587950e+01,3.752811009314926594e+01
2.823139933335911778e+01,-1.663817592264655332e+01,3.754110093912554902e+01
2.818688599255055749e+01,-1.671014956261632278e+01,3.754543849367127706e+01
2.818364303049023789e+01,-1.676332962625224710e+01,3.753031237691675415e+01
2.811150382453843832e+01,-1.684551646447915729e+01,3.752985878812295795e+01
2.807088356899776116e+01,-1.693342592116172796e+01,3.754711218221574853e+01
2.803437279398576010e+01,-1.698492238703854795e+01,3.752522339425605225e+01
2.798258389508262667e+01,-1.707908729594080199e+01,3.754378002030856720e+01
2.795105866885225865e+01,-1.712639677316561659e+01,3.754110723446747500e+01
2.788828088084312995e+01,-1.722175266065416466e+01,3.753491576702869281e+01
2.785063629055860090e+01,-1.727681629179672740e+01,3.751463540936737218e+01
2.780079078745806953e+01,-1.734515646076640394e+01,3.750874325539061971e+01
2.773797489978961295e+01,-1.743245845454358900e+01,3.752659373990683633e+01
2.770505808756561450e+01,-1.750357462427604105e+01,3.752847949480874234e+01
2.766954214724675865e+01,-1.757509069866531703e+01,3.754184592304083878e+01
2.761423882631259374e+01,-1.765674679293734783e+01,3.751978522863729637e+01
2.756611216969028533e+01,-1.771915911834947721e+01,3.751649010269785833e+01
2.751715570234519248e+01,-1.780362137255558608e+01,3.752195542708961540e+01
2.748619595715238262e+01,-1.785398475071569280e+01,3.753214700516270597e+01
2.743824363795395982e+01,-1.795395641396604702e+01,3.753515888240556109e+01
2.737672652708525334e+01,-1.799588311693119635e+01,3.754744770580984436e+01
2.733744880689190992e+01,-1.808318139976331551e+01,3.752897695473530604e+01
2.729897332412954469e+01,-1.816587105181023176e+01,3.752539084697074401e+01
2.725120750363823419e+01,-1.824360378911829983e+01,3.753078395202656026e+01
2.719797501023079178e+01,-1.830457492142293319e+01,3.750499775302721872e+01
2.713896998984270681e+01,-1.837892701707695409e+01,3.752677588894096061e+01
2.710334047296232995e+01,-1.843683618706352334e+01,3.752430006021119624e+01
2.704745651801368211e+01,-1.852485331733713281e+01,3.752843908855128774e+01
2.699194421893967188e+01,-1.859556922421075598e+01,3.753023780441184698e+01
2.694881796306415112e+01,-1.865753277057397952e+01,3.751901759163385464e+01
2.690457568094964458e+01,-1.872701659796514306e+01,3.750005105389109161e+01
2.685778844433101042e+01,-1.879220760491507747e+01,3.752862097443338740e+01
2.679874812611019053e+01,-1.886913913024532619e+01,3.752611724090394318e+01
2.674105329785865237e+01,-1.895002065113465051e+01,3.753616135149096777e+01
2.669285263322010948e+01,-1.899128844077909761e+01,3.750649073798518174e+01
2.665678388278866251e+01,-1.906338893133390755e+01,3.752739260861840620e+01
2.660252935167244814e+01,-1.914555191120883748e+01,3.751950317444432415e+01
2.655398035751647612e+01,-1.921941385283011883e+01,3.754566802814272819e+01
2.649021676383166835e+01,-1.928423372685919901e+01,3.754223870179312428e+01
2.648341224601308852e+01,-1.935014985921362651e+01,3.752211234775604254e+01
2.638864560089945854e+01,-1.942527037739950657e+01,3.751163086703713390e+01
2.635679037871600983e+01,-1.948526156949526111e+01,3.753265889539059685e+01
2.631034297675380174e+01,-1.956705768330979467e+01,3.753595624867653413e+01
2.623680103086756432e+01,-1.962673719421006524e+01,3.752480522158371201e+01
2.618573802606475098e+01,-1.968727749505040947e+01,3.752313794898270771e+01
2.612970419518000043e+01,-1.976359626575965223e+01,3.753485110090941390e+01
2.608741271120863203e+01,-1.983443285832208858e+01,3.751498942252275270e+01
2.605222459079311292e+01,-1.991810321143815088e+01,3.754617061606233364e+01
2.598858244838200449e+01,-1.998700151753106979e+01,3.753133701055796934e+01
2.591136690875204351e+01,-2.003111746061642506e+01,3.753446177988566745e+01
2.588796598282231542e+01,-2.010197480701535255e+01,3.753752428195059565e+01
2.582819597274008316e+01,-2.018765592059942904e+01,3.753132063816657649e+01
2.578222575484786105e+01,-2.025507977394949677e+01,3.754587324610395171e+01
2.572493923766064228e+01,-2.030114757513611679e+01,3.753273972657910207e+01
2.565300815883976426e+01,-2.037067367568094767e+01,3.753996976222767046e+01
2.561967835387841674e+01,-2.044528852141777264e+01,3.752563307814589422e+01
2.556826380154715395e+01,-2.049793689278407882e+01,3.752809045681420486e+01
2.552563049946752827e+01,-2.058568932236945415e+01,3.753499908034914512e+01
2.546239420050396873e+01,-2.062846184589691489e+01,3.752577556364438749e+01
2.538581617142001434e+01,-2.071512933750863539e+01,3.753115996218092931e+01
2.535410538352904908e+01,-2.079147678950390699e+01,3.753008681320956441e+01
2.530781460797052773e+01,-2.084326263363092480e+01,3.753476108670557920e+01
2.524828503237661081e+01,-2.091197811664669359e+01,3.752408040814247414e+01
2.518782401271342763e+01,-2.097428082830860063e+01,3.752011389849671019e+01
2.513079712435725810e+01,-2.103815013501573006e+01,3.753387595067219706e+01
2.506656869880834648e+01,-2.110298051958519139e+01,3.753627818904982405e+01
2.502286153700035598e+01,-2.116864032262552797e+01,3.752754587249216200e+01
2.497869703270971442e+01,-2.124620249620647172e+01,3.753032258119086606e+01
2.491678510133021618e+01,-2.131559238312440741e+01,3.750834983789683008e+01
2.484100044388215878e+01,-2.135814167778386974e+01,3.753309680311617313e+01
2.480271087749750336e+01,-2.143009486191080271e+01,3.753029716001367433e+01
2.473204584360150804e+01,-2.149024496026192210e+01,3.753964770220107283e+01
2.470312347217332061e+01,-2.155584002604129523e+01,3.753578306287656119e+01
2.463046046818165991e+01,-2.161684282852037597e+01,3.751776539297114255e+01
2.455748218976584241e+01,-2.169581593713358458e+01,3.752582981988392419e+01
2.450983699591290943e+01,-2.174482003602371449e+01,3.752421649157798811e+01
2.446045962399671581e+01,-2.180917249279695014e+01,3.753912816303723332e+01
2.440977858749080553e+01,-2.189661688898732805e+01,3.754828130971104372e+01
2.433957784253877321e+01,-2.193837067025943455e+01,3.753272945490819268e+01
2.428407102539139117e+01,-2.202065601778591741e+01,3.752646940497557182e+01
2.422377340402120183e+01,-2.208259082066386370e+01,3.753658283837814480e+01
2.416940486943227384e+01,-2.213072592154782825e+01,3.752566673234832706e+01
2.411057221061238565e+01,-2.221896224531456099e+01,3.752067088904423997e+01
2.404695612457392073e+01,-2.225179238924653191e+01,3.752179965765697744e+01
2.398998872605715249e+01,-2.233288124014213949e+01,3.753481983025245938e+01
2.394947180787449170e+01,-2.238719885018442213e+01,3.753359379565508647e+01
2.387634403362957869e+01,-2.245493382810359861e+01,3.753399674176743872e+01
2.380282685746247395e+01,-2.253500484390627889e+01,3.753450269635408887e+01
2.375909766315377425e+01,-2.257460814023335871e+01,3.753080547732704275e+01
2.369948627021117815e+01,-2.264316922180010749e+01,3.752581178444295062e+01
2.366239461191855753e+01,-2.269174791126178192e+01,3.753954341189080424e+01
2.355825508367134091e+01,-2.275632968528964994e+01,3.753031593453094672e+01
2.353614180223037167e+01,-2.283376738047162391e+01,3.750557787900401507e+01
2.346456999656165721e+01,-2.289920603947919275e+01,3.753793062765824118e+01
2.339884703814852074e+01,-2.294604894826843733e+01,3.753954796676732286e+01
2.335675200115749561e+01,-2.303345209859269005e+01,3.754286457112776532e+01
2.328017367723463238e+01,-2.306231697772742351e+01,3.753307917954774808e+01
2.324113252994125034e+01,-2.314261548130456347e+01,3.751121143112899148e+01
2.315325437932289177e+01,-2.318983358137109363e+01,3.751542809323603933e+01
2.310996558842774462e+01,-2.325923420934897834e+01,3.751572533611289373e+01
2.304151444142152982e+01,-2.333438062758162346e+01,3.752218292303746239e+01
2.298195083592052512e+01,-2.336830205658007387e+01,3.752576234055010218e+01
2.289862292843323743e+01,-2.342415515616063360e+01,3.752522353350570228e+01
2.285056080664358547e+01,-2.348915787864484983e+01,3.751830286891998867e+01
2.278548892217176558e+01,-2.354582808673630367e+01,3.753430717852882026e+01
2.272258475548583334e+01,-2.359906100485038749e+01,3.751621927046645055e+01
2.267379876616501022e+01,-2.367002377582814887e+01,3.752415288017347450e+01
2.259266598665999837e+01,-2.372223350937506936e+01,3.751543297078193007e+01
2.253974591362360158e+01,-2.378935345079531771e+01,3.754671709449517181e+01
2.247085013601823533e+01,-2.384536069159049987e+01,3.752413689975256261e+01
2.243124498482929141e+01,-2.391423979591747795e+01,3.753058155986254718e+01
2.235589127162450751e+01,-2.396873535613454109e+01,3.752790532911501487e+01
2.230420880374870052e+01,-2.401843559700400377e+01,3.751272476893881702e+01
2.225024081136037069e+01,-2.407417489528453203e+01,3.752063286495800298e+01
2.217104983650072825e+01,-2.415984176283228635e+01,3.752907590149359862e+01
2.211483985847204536e+01,-2.420653138028996665e+01,3.753685999579467847e+01
2.204866031870662724e+01,-2.425516701308054834e+01,3.751774288667724022e+01
2.198994031876023314e+01,-2.432608989560950619e+01,3.752385708168208112e+01
2.191781376054547437e+01,-2.436948624497485127e+01,3.753613572788588471e+01
2.185559955545247135e+01,-2.442437313687267064e+01,3.753802695747769036e+01
2.178643047234508501e+01,-2.450693534347949765e+01,3.753053375157335836e+01
2.171467039956286982e+01,-2.454573816599775071e+01,3.753983933149088870e+01
2.164397634098797951e+01,-2.459424700320157342e+01,3.753559883445338130e+01
2.159185494363372015e+01,-2.465712304574095981e+01,3.754585142537214182e+01
2.151460000456540200e+01,-2.469486725874277511e+01,3.753430116295947272e+01
2.145007543704966224e+01,-2.477922996065703742e+01,3.752790665826510264e+01
2.139937496063861744e+01,-2.484544159182561174e+01,3.753430923226041926e+01
2.134968543048535494e+01,-2.487633594383645885e+01,3.752209688161341461e+01
2.126593437723918711e+01,-2.494472311216755145e+01,3.753607295212702155e+01
2.121273896369544332e+01,-2.500530398798068887e+01,3.754518404043469815e+01
2.113734571008850338e+01,-2.504235887387116577e+01,3.753351104982915842e+01
2.107361323127482322e+01,-2.509185528669822318e+01,3.753263498508197671e+01
2.103372239926676102e+01,-2.514195038284376693e+01,3.753459816758237366e+01
2.095930959584366349e+01,-2.516677554771718661e+01,3.753136672133154406e+01
2.093496054105924742e+01,-2.522441368041796750e+01,3.751820157639122044e+01
2.088376784947332254e+01,-2.524340323770985961e+01,3.752003246799356617e+01
2.085150913951543217e+01,-2.529473665583712716e+01,3.754991452949622754e+01
2.085063528222828566e+01,-2.530908868547331991e+01,3.752779216306559107e+01
2.079907812773019060e+01,-2.532342286343286375e+01,3.752983155484756850e+01
2.076998865032613750e+01,-2.535522652204200611e+01,3.754013433728822946e+01
2.076746817519524058e+01,-2.536044633488102207e+01,3.753465758817628739e+01
2.071775565370304761e+01,-2.538496355532221926e+01,3.752827395957385903e+01
2.070618272797035431e+01,-2.539070471761130321e+01,3.752308480127234702e+01
2.069101502451723462e+01,-2.540089590553407817e+01,3.752633678046036891e+01
2.066861326647656583e+01,-2.543272100554092674e+01,3.752201733404079675e+01
2.066435121677253761e+01,-2.544129904101930251e+01,3.753137917717439365e+01
2.064845125070172926e+01,-2.543621029698478608e+01,3.753722503669773403e+01
2.064883551765048963e+01,-2.546272367483464194e+01,3.754982417980443898e+01
2.063197845013425180e+01,-2.547747546055503065e+01,3.754002634229105695e+01
2.063590533866423016e+01,-2.546000972730014311e+01,3.751078205867868576e+01
2.061642464982742950e+01,-2.547221104238586165e+01,3.751984720378656135e+01
2.060087901360196128e+01,-2.546060766340795212e+01,3.754092555681967269e+01
2.060839548911237173e+01,-2.550980308517848982e+01,3.754105353625693198e+01
2.060773888112512964e+01,-2.548392323194866194e+01,3.754147675341705082e+01
2.059544607125672400e+01,-2.549887991912057927e+01,3.753555716812283549e+01
2.058804415761719753e+01,-2.549670470473647299e+01,3.753308530569429990e+01
2.057094485394442174e+01,-2.551397779123988840e+01,3.752789355545612437e+01
2.056300568384287075e+01,-2.551936088010218739e+01,3.753029426181397099e+01
2.056372821763393333e+01,-2.551032155862238682e+01,3.751175365238896120e+01
2.058435781530880604e+01,-2.551829651334707449e+01,3.752904514101822997e+01
2.058062191860223678e+01,-2.553354940272122775e+01,3.751468838734385258e+01
2.056892777751886570e+01,-2.551865398767323612e+01,3.752946063527171816e+01
2.056817763751780603e+01,-2.551579765088354534e+01,3.754232048061906823e+01
2.056438056432599026e+01,-2.552633458074213735e+01,3.753355732141798740e+01
2.054473934043286221e+01,-2.552535109885491238e+01,3.752208783860496055e+01
2.054740800961934610e+01,-2.552854466008467682e+01,3.753095736302450547e+01
2.054889486714455060e+01,-2.552901248730355022e+01,3.753900030826674339e+01
2.055607913723231661e+01,-2.551261027334819076e+01,3.752315951877261568e+01
2.055690079040908103e+01,-2.552394125305549366e+01,3.752240561124360596e+01
2.055197356427306588e+01,-2.553375795614929089e+01,3.753437354867875086e+01
2.054845036674193182e+01,-2.552913078842230732e+01,3.751287473223341351e+01
2.054503371219172081e+01,-2.551772766635471612e+01,3.753479650635615172e+01
2.055852987243256536e+01,-2.554749459676892087e+01,3.753997928740218271e+01
2.054885244822689927e+01,-2.552220912606680869e+01,3.751553370144434041e+01
2.057271129114283781e+01,-2.553289250930245302e+01,3.752470014062321724e+01
2.055573008339856500e+01,-2.552444014487952373e+01,3.752588686240606819e+01
2.055637210507140011e+01,-2.554033206652470867e+01,3.753240318867690206e+01
2.055185418720853008e+01,-2.555061664047898162e+01,3.752098494856107891e+01
2.054660763444593030e+01,-2.553487354935888831e+01,3.753233953451449878e+01
2.054405617216962554e+01,-2.554440062021602387e+01,3.753008427328777685e+01
2.053788193038494470e+01,-2.553808846235538965e+01,3.753865178723992102e+01
2.055215737928617870e+01,-2.554265795594154653e+01,3.754162671680340679e+01
2.055337470522989562e+01,-2.555069493646598744e+01,3.753843750182743122e+01
2.055794685809087952e+01,-2.552045509917680377e+01,3.753170595113800800e+01
2.056635383036852360e+01,-2.551700649439863611e+01,3.752806817293060959e+01
2.055448107790299872e+01,-2.553665579493410931e+01,3.753073436791309803e+01
2.053582984889394325e+01,-2.554127626389181671e+01,3.754210209842543833e+01
2.052853294950477903e+01,-2.554658023292462943e+01,3.753028413954593390e+01
2.056491072047967350e+01,-2.553498397166384493e+01,3.753588132351359974e+01
2.053087193105093178e+01,-2.552627711443549785e+01,3.753353358755891378e+01
2.054224759319733451e+01,-2.554394399320941034e+01,3.753306811761304829e+01
