gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.199994201414107664e+01,1.200000970038240951e+02,-1.624501028622621490e+01,-2.745168544867549604e-03,-4.035499695376889434e-02,2.443400581165691698e-02
3.200002019020119803e+01,1.200000466052621135e+02,1.170057540899232862e+01,-7.440132847882283129e-02,7.030681775127477218e-02,7.535811395911641911e-03
3.200009082648027459e+01,1.199999811617631309e+02,-2.395724798395494348e-01,3.724550709422815714e-02,2.828483589566828729e-02,8.483323576563768509e-02
3.199999469989198175e+01,1.200001190760215479e+02,-4.790035306545543214e+00,6.638959212946697608e-02,-1.449730566051125880e-02,-2.657867921252289947e-02
3.199995791658847821e+01,1.200000654147477377e+02,9.321672412536923247e+00,-1.019169207311395875e-01,-5.299923475644418430e-02,-1.346326896778875064e-02
3.199999885534430533e+01,1.200001003249102496e+02,5.589462056534626022e+00,-3.424547028041729363e-02,6.584360070303554857e-02,-3.687631459173833920e-02
3.199999010104088271e+01,1.199998527343034027e+02,9.265468442045131425e+00,-5.502493707086979907e-02,-1.028100184235409371e-03,-8.747737569645862299e-02
3.200007332438100605e+01,1.199999624448740008e+02,-5.704395678807227199e+00,2.448466135460002427e-02,-1.099273105700968728e-02,1.950925642721047099e-02
3.199999941541079806e+01,1.200000173593163026e+02,3.173663151439511054e+00,-9.946146445257550428e-02,-1.526347401317120281e-02,8.711764044194603152e-02
3.200006470202497155e+01,1.200000118086986305e+02,-9.282545428399149756e+00,-2.603050136296016989e-02,2.549341072204692332e-02,-2.706104679462593282e-02
3.200005209402644368e+01,1.199999051392686198e+02,-1.616775609643606559e+00,-8.791449734416111050e-02,-2.275187001830666217e-02,3.646616689522040600e-02
3.200000011010657630e+01,1.200000072462778178e+02,-9.162280092919250052e+00,6.789470052972336467e-02,-1.749620854392761049e-02,-8.203373930433932593e-02
3.200003488072206181e+01,1.199999297838775334e+02,-2.389395923412737321e+00,2.075518375291349193e-02,-1.258846464631354668e-02,-1.163979527610033843e-01
3.200005854750321532e+01,1.200000314233318335e+02,-1.205153935021344047e+01,-4.019933812472985951e-02,6.405755161987757018e-02,-3.840695221741816101e-02
3.199995419387949269e+01,1.200000003896720528e+02,1.754443294477440185e+00,2.523659948476463313e-02,2.420323328072341088e-02,-1.272009007019765658e-02
3.200002772500824477e+01,1.200000588546339344e+02,-3.906525929255837415e-01,6.305397974670177985e-02,-9.695901280875776629e-02,9.626215773557078581e-02
3.200002608397906556e+01,1.199999663880660563e+02,-3.810015043729492845e+00,-4.904520260393171321e-02,1.740228175954568884e-02,8.048307367848550609e-02
3.199997971732201663e+01,1.199999621829935137e+02,-4.908438921667862331e+00,-5.539829740242270539e-02,-7.346766015729467442e-03,-1.227536815231631412e-02
3.199990851152442417e+01,1.199999833103821629e+02,9.314076499688345168e-02,-5.610214811950460512e-02,3.668912434672710193e-02,1.103337810808237198e-03
3.199995297379612325e+01,1.199999866075938684e+02,7.793020198648373809e-01,6.380785620279963606e-03,2.910873999504892326e-02,1.963904024447104754e-02
3.200005756223738729e+01,1.200000430140593863e+02,1.634834048457213695e+00,-1.052865673585149653e-01,2.040843241304114708e-02,9.181054854504090701e-02
3.199999186818609687e+01,1.199999835396695431e+02,7.170378990224803850e+00,8.803210140767926684e-02,5.704223480641609431e-04,4.369400497412156970e-02
3.199997158681346576e+01,1.200000519248524427e+02,-8.915935471136872792e+00,9.175834701815475947e-02,-4.095697499629791238e-02,4.665234639271793188e-02
3.199990901657765718e+01,1.199999251916300267e+02,-6.068456560521243937e+00,-2.763367567042755713e-02,9.242116476643885692e-03,3.001195995615265136e-02
3.200005770653881854e+01,1.199999736060797630e+02,-1.405986534460456383e+01,-9.973782207249520110e-03,-8.538644293785313533e-02,-6.898195655307864937e-02
3.200003017478742606e+01,1.199999618243333543e+02,6.075645133206586834e+00,-2.642584962213935865e-02,-1.246994997887347634e-02,-6.321543788284204879e-02
3.200002413707202464e+01,1.200000080606973398e+02,-5.576763612431498984e+00,-1.949495221782019273e-03,-6.252834064617555920e-02,-1.728984288602277916e-02
3.200001221767529103e+01,1.199999909846366251e+02,-6.748695255609653110e+00,-6.089933957516215079e-02,-2.494742812991479486e-02,-6.679100819863159622e-02
3.200004509117859897e+01,1.200000813797959154e+02,1.590010642860865886e+01,-1.300133008963020448e-02,5.112814183813637302e-03,-8.916803757498498184e-02
3.200002821908007178e+01,1.199999445255127455e+02,1.571543524283096627e+00,-6.872837048973973184e-02,2.843026606132987438e-02,6.257614339577973264e-03
3.199992236460674633e+01,1.199998902259664391e+02,-1.123985894488180204e+00,-7.208863052530138649e-02,-1.093032392366483606e-02,-6.543892166321231552e-02
3.200003709514049888e+01,1.200000640874881697e+02,-5.878643145662210578e+00,3.218039335063298950e-02,3.089985112257324917e-02,2.273571920985159936e-02
3.200001369874072310e+01,1.199999495227304607e+02,8.416837618295607726e+00,-6.083158121549746972e-02,4.265582051681664905e-02,-3.709064659210805498e-02
3.199990520197002652e+01,1.200000354580044046e+02,7.060831993631573766e+00,1.997497490125850483e-02,8.933567438886009029e-03,-1.554725248562570557e-03
3.200003326397249026e+01,1.199999741234524606e+02,7.362182002000965397e-01,3.282277826485193589e-02,3.503534540640976247e-02,1.257096336773344016e-02
3.199998820312642778e+01,1.200000742408541470e+02,-1.227039443694236454e+01,-2.054547658358240464e-02,-3.400944581126633115e-02,-1.656577767225221251e-02
3.200002115267007241e+01,1.200000442285975453e+02,-9.341315132561724965e+00,5.785857658264122183e-03,2.111003499377468728e-02,8.136525219955746679e-02
3.199997373211968466e+01,1.199999823715090059e+02,-5.445668676771340699e+00,-4.384513029885450663e-02,6.438624772027928822e-02,4.917471990717667274e-03
3.200004581410968996e+01,1.200000042983346873e+02,3.786919875787229994e+00,1.698015620154864902e-02,-2.530834178189620212e-03,2.185028784663967452e-02
3.199996891445713487e+01,1.200000247074128481e+02,-2.472022014027820624e+00,-4.927126809326062840e-02,-6.225405239870882707e-02,-3.186662682270170743e-02
3.199990299404657890e+01,1.199999313163854140e+02,9.969122756844949862e+00,-5.193214703107332936e-02,8.318052909003487150e-02,7.028453665041645496e-03
3.200000915389748002e+01,1.200000328945930050e+02,1.009779539612235544e+00,3.691276262898803007e-02,-2.408611780736420391e-02,4.276166591064166356e-02
3.199996948859730495e+01,1.199999732200822109e+02,2.187360249033361903e+00,-4.029372703625540286e-02,-1.907045620224606317e-02,7.016294343275766843e-02
3.200000338314040960e+01,1.199999602790280164e+02,4.302403270829434412e+00,2.525946814727059175e-02,-9.493084351594860415e-02,-2.594884321577351632e-02
3.199995725972659244e+01,1.199999777105723524e+02,1.439216077122621407e+01,1.074009099522996169e-01,1.408077813334565088e-02,4.742715257299200127e-02
3.199998131356381492e+01,1.199999331561982387e+02,-1.501721686584789106e+00,-8.547498200053654793e-02,-3.263386875936204884e-02,7.070887008180691893e-03
3.200002313205921212e+01,1.199999529038371122e+02,-4.133316962813442075e+00,5.655584456644915936e-02,-2.063207904080486751e-03,-5.121284558657333147e-02
3.199991138979671845e+01,1.200000193855635473e+02,6.075984846369077985e+00,-1.896787868535732696e-02,-7.514515010636636794e-02,3.348071192011317643e-03
3.200001420966202659e+01,1.200000550623666413e+02,-1.155171975788172212e+00,1.007596948383348290e-01,3.578310525780849238e-02,3.437928763343322397e-02
3.199994459755857434e+01,1.200000330610241974e+02,-5.148693164843298753e-01,4.330536788997489672e-02,-4.248837865873737046e-02,-4.420456058016478812e-02
3.199996795837967767e+01,1.200000328564173202e+02,5.498844707532192011e+00,8.459246608509124465e-02,5.532128705735089164e-02,5.648441811019119796e-02
3.199998579731248327e+01,1.200000615370870207e+02,-8.563770579600937793e-01,-1.974147973279867518e-02,-4.568504567698312979e-02,-4.013025805911013544e-02
3.200001751441082831e+01,1.200000327610847677e+02,-3.664503956080145120e+00,-3.381989171530428578e-02,1.093380846579362041e-02,-8.419881859765594593e-04
3.199998976968700148e+01,1.200000586018196174e+02,2.909757964141490572e+00,1.633034955192616197e-02,-3.533748488060375892e-02,-5.146972923149004120e-02
3.200005031692831636e+01,1.199999802198132102e+02,-5.805147025809075378e-01,-1.552391246617231338e-02,-3.722856840312779164e-02,1.934824239260542894e-02
3.199999138385263109e+01,1.200000040434109394e+02,8.788381033356051475e+00,1.257941461383435371e-02,4.171062412754735632e-02,5.291568900226029104e-03
3.200004222484591310e+01,1.199999828051720669e+02,3.582957814886818859e+00,-8.735730426529053627e-02,4.558507976087001340e-02,-4.613877130643807140e-02
3.200009278155857828e+01,1.199999753738504893e+02,-3.348589866020953987e-01,-4.002659474137077594e-02,4.445085380663917757e-02,1.986328665921950967e-02
3.199995824285669599e+01,1.199999612511621621e+02,1.128496308078707422e+01,1.382789709536757887e-02,-1.061201656183284603e-02,-6.191586940002337391e-02
3.199997560532128915e+01,1.200000295956260601e+02,4.284662224031960065e+00,-1.112702342760484714e-02,5.458188505691387304e-02,9.316284472523089777e-02
3.199994618510375588e+01,1.200000116089677107e+02,-1.166335741078667532e+01,3.353410577041114615e-02,-1.194535443853377288e-01,-1.281746299800317623e-01
3.200004042178325392e+01,1.199999804277941848e+02,-7.240833748908555911e+00,-1.416670671786282587e-02,1.081624362393710376e-01,4.589689840540250171e-02
3.199994041229860287e+01,1.199999295051064507e+02,-2.742621539858014490e-01,2.456627680661517196e-02,-1.338826383941656151e-02,-5.225127804470189319e-02
3.200000849547339499e+01,1.200000639660131156e+02,1.596010002526416827e+01,-8.910963331337201643e-02,6.496868641691867785e-02,1.587669647267491921e-02
3.200000448035146405e+01,1.200000748974575799e+02,-8.701435179637762474e+00,1.412295185947308462e-02,-3.887560707488557643e-02,-1.240194915904981564e-02
3.199998311817734731e+01,1.200000121295022240e+02,-1.915599390739563646e+00,-5.325332307683649374e-02,-1.942403914807837653e-02,-4.934250189765942290e-02
3.199992940486419002e+01,1.199999904865879046e+02,-3.202730292513825128e-01,6.757230526770982570e-02,-2.113025338186816718e-02,5.219451616075731354e-02
3.199994970394500626e+01,1.199999827689974836e+02,-3.271453385257249713e-01,-1.123966908149118399e-01,9.323239438554569922e-03,-4.448129852994926053e-02
3.199998186197624150e+01,1.199999471041397641e+02,-6.994085486449563405e+00,-2.723311673365450165e-03,-9.206856342917905944e-02,5.666523016662525225e-02
3.199999156777174747e+01,1.199999921514329628e+02,-1.401926410040119819e+01,-1.523010376151061026e-03,3.604111622526102315e-02,2.471329039358358126e-02
3.199998899357872162e+01,1.199999927158857957e+02,2.389803552640660023e+00,1.963631052053036938e-02,-5.162231522982287102e-02,-6.616120110891030026e-02
3.199993723095608544e+01,1.199999755045601120e+02,-4.538881327880400995e+00,7.911156333595213697e-02,-3.135976869910421516e-02,-1.102346490979934715e-02
3.199999992689763673e+01,1.200000154919013227e+02,5.393712427820807065e+00,9.256513512853867948e-03,5.134953683922767464e-02,7.007433025140970446e-03
3.200005061635557269e+01,1.200000246254074341e+02,8.942873448694410143e+00,-5.515126682071801872e-02,-5.224833690693647149e-03,4.974484793086753065e-02
3.199998231534371484e+01,1.199999520371236628e+02,6.201656378707877337e+00,-1.438758219343436000e-02,4.766993987214931949e-02,1.745355483347379999e-02
3.199995595462227982e+01,1.200000028187481576e+02,1.890943342557795059e+00,5.099777497507412827e-02,5.053570079935766624e-03,8.646616092579637036e-02
3.200002462390314406e+01,1.200000463574588139e+02,-1.624045997973893041e+00,6.702834684502052831e-02,-3.611795913407225139e-02,4.414620525296798076e-02
3.200003460194021443e+01,1.200000659899340576e+02,-1.070610030188348105e+01,5.900488062442343223e-02,-6.058112052608968789e-02,-1.113758906138578308e-01
3.199993931369522215e+01,1.200000513017416779e+02,-7.887676414815366854e+00,-1.486808447467935501e-02,3.864736294325323007e-02,-3.559122807616781070e-02
3.200003988980981973e+01,1.200000414013652659e+02,8.411840427994638603e+00,3.464447602165410950e-02,-3.657148572760170885e-02,-2.990408340680366164e-02
3.200001116991214190e+01,1.200000999091759581e+02,1.379929901126077274e+00,1.603876948063138672e-02,4.360271730796710932e-02,-3.789648650191852243e-03
3.200000749751340834e+01,1.200000854748968635e+02,-9.502110707434647807e+00,3.076030680884363558e-02,2.672628034984145251e-02,-2.028626137675804478e-02
3.199997813288442217e+01,1.200000258653079754e+02,-2.441563278207253163e+00,9.581901826196259284e-03,-1.606173220992578726e-02,1.119735933114980250e-02
3.199999556791750166e+01,1.200001548897009798e+02,8.483316782196096639e+00,3.409414032511551545e-03,3.367937337283580246e-02,-1.393288088216204125e-02
3.199998526874243510e+01,1.199999471442326637e+02,-1.336529929066892386e+01,6.511200568123780286e-02,2.825851505830795739e-05,5.588751429452783193e-02
3.200003496614366583e+01,1.200000042854083802e+02,-6.330064342952648193e-01,7.665989057955667485e-02,1.125694528573635556e-02,-7.401562161153014963e-03
3.200010354541822721e+01,1.199999474600016782e+02,1.246274387348689316e+01,4.265880668225358052e-02,4.128701765408744617e-02,1.603350456932708598e-03
3.200001129177483250e+01,1.199999857644779553e+02,-3.132878705653804996e+00,-4.778560809070994675e-02,-2.641366090119339968e-02,-7.160173503713239407e-02
3.199994681297925680e+01,1.199999578846042567e+02,8.992228809826128710e+00,-4.109510016639628810e-02,7.612602207710837676e-03,-2.667667718961024004e-02
3.199995948929418788e+01,1.200000472031315439e+02,-2.288872007139132858e+00,5.476100227183226116e-02,-2.105559978304470323e-02,4.345965587014522652e-02
3.199998938195780696e+01,1.199999781204027016e+02,-2.822339972878054493e+00,-5.976240270499664359e-02,1.218659367733052404e-02,9.175101576128144934e-03
3.200001614309687170e+01,1.200000785942755925e+02,-5.694252845247286032e+00,1.971029955741317174e-02,6.888128558473959051e-02,5.365289536087028410e-02
3.200002559762133814e+01,1.199999467033166951e+02,1.085886665564053821e+01,2.671461554688993670e-02,2.970891990934115823e-02,-2.370409413656855702e-02
3.199997217538916772e+01,1.200000338497387702e+02,-1.160317242817833261e+01,6.087609335424834511e-02,-2.690743921827652013e-02,2.839172883999072777e-03
3.199998517853730462e+01,1.199999928029810690e+02,5.524429171242805303e+00,-1.728251141329862489e-02,1.064700051343214771e-01,-7.939833098290395227e-03
3.200002092333733827e+01,1.200000301811864887e+02,-2.832084311398939125e+00,-2.530285380206391890e-02,-4.747130352533671105e-02,-1.882009541096419172e-02
3.200007539048292671e+01,1.200000743072969271e+02,1.239436520478718151e+01,-1.389587800684590792e-02,4.777099914569853112e-02,-2.155195882790098688e-02
3.200005631733880307e+01,1.199999529253402812e+02,-1.497580052527455230e+01,-4.388106027755164784e-02,-3.292568944470626591e-02,5.235624193775259561e-02
3.199994201363810475e+01,1.200000785633489784e+02,-7.127581681211585252e-02,-6.385121601252539969e-02,-1.308644067453846628e-02,2.947160628087629533e-02
3.200000380204600248e+01,1.200000241356914472e+02,3.328989196604889234e+00,7.666857150988609648e-02,-8.811589879646258491e-03,-3.454544764047835781e-02
3.199999499877491260e+01,1.199999869671202504e+02,3.627174283471524596e+00,-2.219216225331986994e-02,-1.025715857525320018e-01,3.596220663586360139e-03
3.200000197547366554e+01,1.200000084121672899e+02,-1.862715202561377736e-01,4.713341281962754592e-02,-2.479967545720461464e-02,-1.350318120482561259e-02
3.199999415778368217e+01,1.199999904893560227e+02,1.130612962331749927e+01,-2.149211901687252037e-03,-5.809305721379594278e-02,-8.407263153902241881e-02
3.199999660791709033e+01,1.200000108861933228e+02,6.470080511502152021e+00,-2.554128794289846696e-02,-1.403929105506658559e-02,-8.822648116540631955e-03
3.199997928545692716e+01,1.199999800369048302e+02,4.205507318442598397e+00,3.592087683431973572e-02,4.088372197400868407e-02,-1.514074127491218426e-02
3.200001656066032041e+01,1.199999457339755367e+02,-4.836897568478280895e+00,-9.111039668230890010e-02,3.162113849609323596e-02,1.362712765570760513e-03
3.200003544048687587e+01,1.200000132001061388e+02,1.087117723107076905e+01,4.105915387877686479e-02,-1.244981734617240376e-01,3.081359239621466253e-02
3.199996718693996911e+01,1.200000115298099104e+02,-1.507160191280123485e+01,-2.798199333339493333e-02,-3.200145355951746623e-02,1.531555711570942169e-02
3.199996739703287574e+01,1.199999733896459730e+02,-7.825698851196614569e+00,6.548340293472196261e-02,3.204016295357473010e-02,4.811517245646994290e-02
3.200002485847588218e+01,1.199999787281418975e+02,1.797511574655266564e+00,6.358175782525551933e-03,4.305116917098067431e-02,5.124011805989443780e-02
3.199997405929080685e+01,1.200000486584676480e+02,9.674514018613132649e+00,-3.672039970939840886e-02,-4.584050728370901717e-02,1.864870320655174010e-02
3.199989662283981318e+01,1.199999058371546141e+02,8.485272198766184104e+00,4.772599094099993361e-02,-5.373756205404406350e-02,-5.940084003118849786e-03
3.199999504903694003e+01,1.200000441351793370e+02,-9.409659663287152753e+00,7.887621808987362385e-03,5.158383651988534407e-02,3.227541246949799242e-02
3.200008046545618612e+01,1.199999481267819164e+02,3.066707234773503821e+00,-7.444879465275590358e-02,-2.136424122929820105e-02,-2.880344248678671365e-02
3.199992808953913581e+01,1.199999215285280769e+02,-7.306236956801653193e+00,-6.653054042704227566e-03,-9.068274197816184046e-02,7.910576581667250196e-02
3.199996148272501628e+01,1.200000081061803172e+02,-9.347846100416241200e+00,-5.844389516851659222e-02,5.915914433856774013e-02,8.135858626173175789e-02
3.199993896681517569e+01,1.200000405303158857e+02,-9.606681237235714654e-01,1.887805445372214494e-02,3.378036805861069081e-02,-2.122378062562275958e-02
3.199997957136922722e+01,1.199999528196570111e+02,-9.551133892174010764e-01,3.975887709974870732e-02,6.701900862319555563e-02,2.466223313264016490e-02
3.200003676411395759e+01,1.200000499533584986e+02,-1.078813405797466807e+01,1.801342423261487885e-02,3.286205923384134114e-02,-6.149568504503263866e-02
3.199989902039729373e+01,1.200000698681443225e+02,1.415834876084400618e+00,-3.494458830921180151e-03,5.521950460609216516e-02,3.307591626284314690e-02
3.200005538965302776e+01,1.199999826300059453e+02,6.672173564143034641e-01,7.765241090463861906e-02,-1.120676417529590796e-01,-5.826017072957207724e-04
3.200000779495628933e+01,1.200000416709265636e+02,-4.230570256839437882e+00,4.517791063130512097e-02,6.605071655370726991e-03,1.199486746920753327e-01
3.200006075448363418e+01,1.199998673453799682e+02,-6.206111719265908988e+00,-5.514392300058828383e-02,2.181373830638365027e-02,-1.371416538300333082e-02
3.200000223481631423e+01,1.200000012445127453e+02,3.915214481815658676e+00,-3.532720918592585722e-03,6.123717664049244114e-02,1.133028518121321632e-01
3.199996702571893437e+01,1.200000524924145822e+02,-4.649498404671459362e+00,4.519855153717312890e-02,4.698735219501175286e-02,-4.041055326610891452e-02
3.200005385016459769e+01,1.200000403095142190e+02,-6.429283025492698478e+00,7.360211047153223350e-03,5.135055987289669638e-02,4.632912533674402727e-02
3.200009412697399824e+01,1.199999698379437945e+02,1.564780923573994542e+01,-8.191570329088133061e-04,-9.798039744158016165e-03,-2.421867815189444884e-02
3.199996134128872427e+01,1.200000316290359450e+02,-1.250187050117549425e+01,-1.370446093070069697e-02,8.061520768813277768e-03,2.486324174573088797e-02
3.199994836641466023e+01,1.199999642119224177e+02,-2.246947300323267616e+00,-7.378532539105324417e-02,7.050544316719402349e-02,-7.725696010895188870e-02
3.199990043740629275e+01,1.199999556335297370e+02,-3.246691462510246318e+00,1.081816851126532822e-02,-1.197038831718980068e-02,-1.183861725962447389e-02
3.200002531048358634e+01,1.200000879760489028e+02,5.104720768977305312e+00,2.053727580899722752e-02,5.766871508963124227e-02,8.809237204674151903e-03
3.200002146005914483e+01,1.200000390625149436e+02,3.627857437754237413e+00,-1.124264542220178714e-01,-4.740707558681245964e-02,-2.384217058827704967e-03
3.199997958122777320e+01,1.200000572460314316e+02,8.095003825155494326e+00,-7.943663473734446923e-02,-5.840810323769893980e-02,-1.512234215166504726e-02
3.200001160535385480e+01,1.200000178729342082e+02,-1.188740447696049785e+01,4.851879913985583659e-02,4.786845445780475716e-02,-2.294984044807731396e-02
3.199998893290588953e+01,1.200000363401021701e+02,1.178833465285175208e+01,-3.401930389095302737e-02,7.692613847652851611e-02,-9.724276674551921712e-03
3.199997945771727004e+01,1.199999443816912361e+02,3.361219246520168014e+00,2.081205220324280555e-02,5.973691172715631104e-02,-9.581452744568161317e-02
3.199999187111040655e+01,1.199998714001228564e+02,3.318171539026837813e+00,-2.436928235218983885e-02,6.136902416767168328e-02,-3.463021184202646346e-02
3.199999999491560487e+01,1.199999254953935832e+02,-5.217317133088169356e+00,-1.357637894995626128e-02,3.397479359352029160e-02,3.919817987225489297e-02
3.199994856616986283e+01,1.199998704909767184e+02,-6.720877717052249345e+00,-6.448026382372983034e-02,-6.242739030842746513e-03,1.957668071487599082e-02
3.199999775084269871e+01,1.200000671629745170e+02,-2.469582654628166729e+00,6.807971576994246987e-03,-1.165296628020842662e-02,-1.794445322387182296e-02
3.200001504972207300e+01,1.199999761225903825e+02,-1.171384904658248871e+01,-4.978530387986379591e-02,7.685850046661156509e-02,-1.613210940544679631e-02
3.200001298610239076e+01,1.199999800082725301e+02,-1.289407084343478616e+00,-2.444116792973717936e-02,-6.911769436123543775e-02,-4.154547045057202515e-02
3.199998250612410899e+01,1.200000263834668459e+02,1.473348487064741086e+00,-7.736346028056623192e-02,5.948849444617874266e-02,-4.649598385566258013e-02
3.199993330451252405e+01,1.200001553639908707e+02,-8.048465672273330540e+00,3.830979795349493539e-02,1.006960780382101517e-01,3.124473461468249211e-02
