time (sec),ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.28490E+02,8.1841684679618500E+00,2.3378942596098100E+00,-5.2491558291693100E+00
2.28500E+02,8.1862168818593600E+00,2.3854784170463900E+00,-5.2244947971039600E+00
2.28510E+02,8.1877276184661400E+00,2.4335172980169800E+00,-5.1999144229553100E+00
2.28520E+02,8.1886942631999000E+00,2.4820075454169400E+00,-5.1754154237442800E+00
2.28530E+02,8.1891103798632700E+00,2.5309456865927800E+00,-5.1509984583508400E+00
2.28540E+02,8.1889695083958000E+00,2.5803281317004200E+00,-5.1266641320959400E+00
2.28550E+02,8.1882651630329600E+00,2.6301511720728500E+00,-5.1024130009148000E+00
2.28560E+02,8.1869908308360000E+00,2.6804109785971300E+00,-5.0782455751591000E+00
2.28570E+02,8.1851399705601100E+00,2.7311036001002800E+00,-5.0541623230618800E+00
2.28580E+02,8.1827060118314400E+00,2.7822249617440300E+00,-5.0301636738962800E+00
2.28590E+02,8.1796823546067100E+00,2.8337708634281600E+00,-5.0062500208560300E+00
2.28600E+02,8.1760806984563800E+00,2.8856850451320300E+00,-4.9824217236832000E+00
2.28610E+02,8.1719167147816600E+00,2.9379037901447100E+00,-4.9586791110663000E+00
2.28620E+02,8.1672054691098500E+00,2.9903691944817800E+00,-4.9350224828298800E+00
2.28630E+02,8.1619614595913900E+00,3.0430286367891300E+00,-4.9114521119345000E+00
2.28640E+02,8.1561986508078700E+00,3.0958342965472300E+00,-4.8879682463045400E+00
2.28650E+02,8.1499305038631000E+00,3.1487427162432500E+00,-4.8645711104995200E+00
2.28660E+02,8.1431700035096500E+00,3.2017144035562000E+00,-4.8412609072431900E+00
2.28670E+02,8.1359296828900100E+00,3.2547134699472300E+00,-4.8180378188234400E+00
2.28680E+02,8.1282216463361900E+00,3.3077073023646300E+00,-4.7949020083746600E+00
2.28690E+02,8.1200575905655900E+00,3.3606662650638000E+00,-4.7718536210533600E+00
2.28700E+02,8.1114488245298100E+00,3.4135634288086500E+00,-4.7488927851167400E+00
2.28710E+02,8.1024062881093500E+00,3.4663743249637600E+00,-4.7260196129129500E+00
2.28720E+02,8.0929405697996100E+00,3.5190767222091100E+00,-4.7032342017910700E+00
2.28730E+02,8.0830619234969700E+00,3.5716504238118700E+00,-4.6805366349381100E+00
2.28740E+02,8.0727802844662600E+00,3.6240770835752800E+00,-4.6579269821495800E+00
2.28750E+02,8.0621052845510900E+00,3.6763400387534600E+00,-4.6354053005396700E+00
2.28760E+02,8.0510462666733600E+00,3.7284241583755800E+00,-4.6129716351963400E+00
2.28770E+02,8.0396122986579800E+00,3.7803157055630500E+00,-4.5906260197864600E+00
2.28780E+02,8.0278121864113800E+00,3.8320022125521100E+00,-4.5683684771152600E+00
2.28790E+02,8.0156544864773200E+00,3.8834723672507700E+00,-4.5461990196443700E+00
2.28800E+02,8.0031475179903300E+00,3.9347159102656200E+00,-4.5241176499719300E+00
2.28810E+02,7.9902993740451200E+00,3.9857235414310800E+00,-4.5021243612783400E+00
2.28820E+02,7.9771179324993000E+00,4.0364868349620300E+00,-4.4802191377404800E+00
2.28830E+02,7.9636108662261400E+00,4.0869981624309900E+00,-4.4584019549173000E+00
2.28840E+02,7.9497856528342500E+00,4.1372506228445500E+00,-4.4366727801093100E+00
2.28850E+02,7.9356495838711700E+00,4.1872379791598800E+00,-4.4150315726941400E+00
2.28860E+02,7.9212097735281900E+00,4.2369546006433800E+00,-4.3934782844402600E+00
2.28870E+02,7.9064731668640400E+00,4.2863954105278600E+00,-4.3720128598009000E+00
2.28880E+02,7.8914465475656700E+00,4.3355558384755200E+00,-4.3506352361896000E+00
2.28890E+02,7.8761365452643000E+00,4.3844317773990200E+00,-4.3293453442391800E+00
2.28900E+02,7.8605496424254300E+00,4.4330195442345400E+00,-4.3081431080454800E+00
2.28910E+02,7.8446921808313900E+00,4.4813158442983600E+00,-4.2870284453970100E+00
2.28920E+02,7.8285703676752700E+00,4.5293177388927100E+00,-4.2660012679918800E+00
2.28930E+02,7.8121902812847800E+00,4.5770226158574900E+00,-4.2450614816429200E+00
2.28940E+02,7.7955578764944800E+00,4.6244281627930400E+00,-4.2242089864720400E+00
2.28950E+02,7.7786789896845900E+00,4.6715323427043400E+00,-4.2034436770945900E+00
2.28960E+02,7.7615593435042200E+00,4.7183333718406100E+00,-4.1827654427946800E+00
2.28970E+02,7.7442045512964600E+00,4.7648296995251100E+00,-4.1621741676919600E+00
2.28980E+02,7.7266201212422900E+00,4.8110199897894200E+00,-4.1416697309008200E+00
2.28990E+02,7.7088114602396200E+00,4.8569031046435200E+00,-4.1212520066822200E+00
2.29000E+02,7.6907838775334800E+00,4.9024780888290400E+00,-4.1009208645890600E+00
2.29010E+02,7.6725425881125800E+00,4.9477441559172300E+00,-4.0806761696053900E+00
2.29020E+02,7.6540927158867800E+00,4.9927006756261200E+00,-4.0605177822798800E+00
2.29030E+02,7.6354392966596400E+00,5.0373471622434200E+00,-4.0404455588540700E+00
2.29040E+02,7.6165872809092700E+00,5.0816832640519200E+00,-4.0204593513857800E+00
2.29050E+02,7.5975415363903800E+00,5.1257087536642100E+00,-4.0005590078678700E+00
2.29060E+02,7.5783068505693700E+00,5.1694235191822200E+00,-3.9807443723427900E+00
2.29070E+02,7.5588879329041700E+00,5.2128275561049200E+00,-3.9610152850132500E+00
2.29080E+02,7.5392894169794600E+00,5.2559209599149000E+00,-3.9413715823490300E+00
2.29090E+02,7.5195158625075400E+00,5.2987039192808500E+00,-3.9218130971905200E+00
2.29100E+02,7.4995717572045100E+00,5.3411767098193100E+00,-3.9023396588487800E+00
2.29110E+02,7.4794615185507600E+00,5.3833396883638600E+00,-3.8829510932027700E+00
2.29120E+02,7.4591894954442500E+00,5.4251932876952400E+00,-3.8636472227935700E+00
2.29130E+02,7.4387599697545400E+00,5.4667380116901400E+00,-3.8444278669158700E+00
2.29140E+02,7.4181771577850700E+00,5.5079744308502700E+00,-3.8252928417070400E+00
2.29150E+02,7.3974452116505800E+00,5.5489031781771600E+00,-3.8062419602336100E+00
2.29160E+02,7.3765682205761500E+00,5.5895249453612100E+00,-3.7872750325755900E+00
2.29170E+02,7.3555502121240200E+00,5.6298404792566500E+00,-3.7683918659084900E+00
2.29180E+02,7.3343951533536400E+00,5.6698505786165800E+00,-3.7495922645833900E+00
2.29190E+02,7.3131069519204300E+00,5.7095560910647900E+00,-3.7308760302049500E+00
2.29200E+02,7.2916894571178300E+00,5.7489579102833300E+00,-3.7122429617075500E+00
2.29210E+02,7.2701464608673900E+00,5.7880569733965900E+00,-3.6936928554296600E+00
2.29220E+02,7.2484816986609600E+00,5.8268542585346900E+00,-3.6752255051864500E+00
2.29230E+02,7.2266988504588200E+00,5.8653507825603000E+00,-3.6568407023407600E+00
2.29240E+02,7.2048015415474200E+00,5.9035475989450000E+00,-3.6385382358725300E+00
2.29250E+02,7.1827933433599600E+00,5.9414457957819200E+00,-3.6203178924466000E+00
2.29260E+02,7.1606777742629000E+00,5.9790464939233200E+00,-3.6021794564791200E+00
2.29270E+02,7.1384583003111700E+00,6.0163508452324000E+00,-3.5841227102025600E+00
2.29280E+02,7.1161383359746400E+00,6.0533600309396900E+00,-3.5661474337292500E+00
2.29290E+02,7.0937212448383500E+00,6.0900752600955200E+00,-3.5482534051137200E+00
2.29300E+02,7.0712103402785600E+00,6.1264977681105900E+00,-3.5304404004136900E+00
2.29310E+02,7.0486088861166300E+00,6.1626288153774400E+00,-3.5127081937498100E+00
2.29320E+02,7.0259200972526700E+00,6.1984696859665300E+00,-3.4950565573642300E+00
2.29330E+02,7.0031471402806000E+00,6.2340216863908700E+00,-3.4774852616779900E+00
2.29340E+02,6.9802931340860400E+00,6.2692861444340400E+00,-3.4599940753472900E+00
2.29350E+02,6.9573611504286800E+00,6.3042644080365600E+00,-3.4425827653186300E+00
2.29360E+02,6.9343542145101800E+00,6.3389578442364900E+00,-3.4252510968828700E+00
2.29370E+02,6.9112753055289700E+00,6.3733678381599600E+00,-3.4079988337282800E+00
2.29380E+02,6.8881273572228800E+00,6.4074957920583000E+00,-3.3908257379925400E+00
2.29390E+02,6.8649132584006300E+00,6.4413431243882300E+00,-3.3737315703137300E+00
2.29400E+02,6.8416358534630800E+00,6.4749112689322800E+00,-3.3567160898804000E+00
2.29410E+02,6.8182979429150700E+00,6.5082016739566700E+00,-3.3397790544806300E+00
2.29420E+02,6.7949022838684700E+00,6.5412158014040100E+00,-3.3229202205501700E+00
2.29430E+02,6.7714515905372500E+00,6.5739551261188900E+00,-3.3061393432197300E+00
2.29440E+02,6.7479485347250100E+00,6.6064211351039300E+00,-3.2894361763612900E+00
2.29450E+02,6.7243957463057000E+00,6.6386153268046300E+00,-3.2728104726335900E+00
2.29460E+02,6.7007958136978400E+00,6.6705392104212500E+00,-3.2562619835268000E+00
2.29470E+02,6.6771512843327500E+00,6.7021943052461200E+00,-3.2397904594062300E+00
2.29480E+02,6.6534646651172700E+00,6.7335821400249500E+00,-3.2233956495554000E+00
2.29490E+02,6.6297384228911200E+00,6.7647042523408200E+00,-3.2070773022181500E+00
2.29500E+02,6.6059749848794700E+00,6.7955621880197200E+00,-3.1908351646400000E+00
2.29510E+02,6.5821767391407500E+00,6.8261575005562900E+00,-3.1746689831088300E+00
2.29520E+02,6.5583460350102000E+00,6.8564917505591500E+00,-3.1585785029946600E+00
2.29530E+02,6.5344851835391700E+00,6.8865665052144100E+00,-3.1425634687888000E+00
2.29540E+02,6.5105964579304800E+00,6.9163833377668500E+00,-3.1266236241421600E+00
2.29550E+02,6.4866820939700500E+00,6.9459438270178800E+00,-3.1107587119029800E+00
2.29560E+02,6.4627442904548400E+00,6.9752495568393600E+00,-3.0949684741537200E+00
2.29570E+02,6.4387852096173000E+00,7.0043021157029600E+00,-3.0792526522473200E+00
2.29580E+02,6.4148069775465600E+00,7.0331030962240200E+00,-3.0636109868427900E+00
2.29590E+02,6.3908116846061600E+00,7.0616540947196300E+00,-3.0480432179401000E+00
2.29600E+02,6.3668013858487800E+00,7.0899567107802900E+00,-3.0325490849144200E+00
2.29610E+02,6.3427781014278000E+00,7.1180125468545600E+00,-3.0171283265497200E+00
2.29620E+02,6.3187438170058000E+00,7.1458232078463200E+00,-3.0017806810717600E+00
2.29630E+02,6.2947004841601300E+00,7.1733903007242000E+00,-2.9865058861803600E+00
2.29640E+02,6.2706500207855300E+00,7.2007154341426900E+00,-2.9713036790812000E+00
2.29650E+02,6.2465943114938600E+00,7.2278002180746100E+00,-2.9561737965168700E+00
2.29660E+02,6.2225352080109700E+00,7.2546462634545400E+00,-2.9411159747974500E+00
2.29670E+02,6.1984745295707700E+00,7.2812551818328500E+00,-2.9261299498304000E+00
2.29680E+02,6.1744140633064000E+00,7.3076285850400900E+00,-2.9112154571499600E+00
2.29690E+02,6.1503555646387100E+00,7.3337680848612800E+00,-2.8963722319459400E+00
2.29700E+02,6.1263007576619000E+00,7.3596752927199300E+00,-2.8816000090919500E+00
2.29710E+02,6.1022513355263400E+00,7.3853518193715400E+00,-2.8668985231731300E+00
2.29720E+02,6.0782089608187000E+00,7.4107992746061200E+00,-2.8522675085132600E+00
2.29730E+02,6.0541752659392600E+00,7.4360192669597300E+00,-2.8377066992014300E+00
2.29740E+02,6.0301518534764300E+00,7.4610134034346400E+00,-2.8232158291181500E+00
2.29750E+02,6.0061402965784900E+00,7.4857832892278800E+00,-2.8087946319609100E+00
2.29760E+02,5.9821421393226100E+00,7.5103305274680800E+00,-2.7944428412693300E+00
2.29770E+02,5.9581588970810100E+00,7.5346567189602500E+00,-2.7801601904497000E+00
2.29780E+02,5.9341920568843400E+00,7.5587634619383400E+00,-2.7659464127991400E+00
2.29790E+02,5.9102430777822400E+00,7.5826523518255200E+00,-2.7518012415292100E+00
2.29800E+02,5.8863133912011600E+00,7.6063249810017100E+00,-2.7377244097890800E+00
2.29810E+02,5.8624044012992300E+00,7.6297829385784700E+00,-2.7237156506882200E+00
2.29820E+02,5.8385174853184400E+00,7.6530278101809000E+00,-2.7097746973186300E+00
2.29830E+02,5.8146539939338200E+00,7.6760611777364300E+00,-2.6959012827766700E+00
2.29840E+02,5.7908152515999300E+00,7.6988846192703100E+00,-2.6820951401843600E+00
2.29850E+02,5.7670025568943400E+00,7.7214997087077300E+00,-2.6683560027103400E+00
2.29860E+02,5.7432171828583600E+00,7.7439080156823100E+00,-2.6546836035903500E+00
2.29870E+02,5.7194603773348100E+00,7.7661111053508300E+00,-2.6410776761472500E+00
2.29880E+02,5.6957333633029100E+00,7.7881105382141200E+00,-2.6275379538107600E+00
2.29890E+02,5.6720373392103300E+00,7.8099078699438800E+00,-2.6140641701366300E+00
2.29900E+02,5.6483734793022700E+00,7.8315046512154100E+00,-2.6006560588255300E+00
2.29910E+02,5.6247429339476600E+00,7.8529024275459200E+00,-2.5873133537415000E+00
2.29920E+02,5.6011468299624400E+00,7.8741027391385300E+00,-2.5740357889300000E+00
2.29930E+02,5.5775862709299500E+00,7.8951071207316600E+00,-2.5608230986356100E+00
2.29940E+02,5.5540623375183100E+00,7.9159171014537200E+00,-2.5476750173193300E+00
2.29950E+02,5.5305760877949400E+00,7.9365342046830000E+00,-2.5345912796755400E+00
2.29960E+02,5.5071285575381600E+00,7.9569599479127100E+00,-2.5215716206485800E+00
2.29970E+02,5.4837207605458000E+00,7.9771958426208600E+00,-2.5086157754489400E+00
2.29980E+02,5.4603536889408700E+00,7.9972433941450500E+00,-2.4957234795691900E+00
2.29990E+02,5.4370283134743800E+00,8.0171041015620300E+00,-2.4828944687994500E+00
2.30000E+02,5.4137455838251100E+00,8.0367794575718200E+00,-2.4701284792426200E+00
2.30010E+02,5.3905064288965200E+00,8.0562709483863500E+00,-2.4574252473292200E+00
2.30020E+02,5.3673117571107000E+00,8.0755800536225800E+00,-2.4447845098319200E+00
2.30030E+02,5.3441624566993800E+00,8.0947082461998500E+00,-2.4322060038797500E+00
2.30040E+02,5.3210593959920100E+00,8.1136569922415200E+00,-2.4196894669719800E+00
2.30050E+02,5.2980034237009600E+00,8.1324277509806400E+00,-2.4072346369917000E+00
2.30060E+02,5.2749953692037300E+00,8.1510219746697200E+00,-2.3948412522191000E+00
2.30070E+02,5.2520360428222800E+00,8.1694411084943500E+00,-2.3825090513444100E+00
2.30080E+02,5.2291262360994800E+00,8.1876865904907200E+00,-2.3702377734806100E+00
2.30090E+02,5.2062667220726000E+00,8.2057598514668200E+00,-2.3580271581757600E+00
2.30100E+02,5.1834582555439400E+00,8.2236623149273300E+00,-2.3458769454251400E+00
2.30110E+02,5.1607015733485900E+00,8.2413953970020600E+00,-2.3337868756830300E+00
2.30120E+02,5.1379973946192500E+00,8.2589605063778800E+00,-2.3217566898742800E+00
2.30130E+02,5.1153464210482700E+00,8.2763590442340300E+00,-2.3097861294055000E+00
2.30140E+02,5.0927493371467600E+00,8.2935924041807400E+00,-2.2978749361761500E+00
2.30150E+02,5.0702068105009200E+00,8.3106619722011300E+00,-2.2860228525891600E+00
2.30160E+02,5.0477194920254300E+00,8.3275691265962200E+00,-2.2742296215615200E+00
2.30170E+02,5.0252880162141500E+00,8.3443152379330100E+00,-2.2624949865343700E+00
2.30180E+02,5.0029130013879200E+00,8.3609016689956300E+00,-2.2508186914830800E+00
2.30190E+02,4.9805950499395800E+00,8.3773297747393100E+00,-2.2392004809268900E+00
2.30200E+02,4.9583347485762300E+00,8.3936009022473500E+00,-2.2276400999384100E+00
2.30210E+02,4.9361326685587000E+00,8.4097163906907100E+00,-2.2161372941528900E+00
2.30220E+02,4.9139893659382500E+00,8.4256775712904500E+00,-2.2046918097771800E+00
2.30230E+02,4.8919053817905700E+00,8.4414857672827600E+00,-2.1933033935985200E+00
2.30240E+02,4.8698812424470500E+00,8.4571422938865400E+00,-2.1819717929931300E+00
2.30250E+02,4.8479174597232800E+00,8.4726484582735700E+00,-2.1706967559344700E+00
2.30260E+02,4.8260145311449300E+00,8.4880055595410600E+00,-2.1594780310013900E+00
2.30270E+02,4.8041729401709300E+00,8.5032148886866300E+00,-2.1483153673860500E+00
2.30280E+02,4.7823931564139700E+00,8.5182777285855600E+00,-2.1372085149015600E+00
2.30290E+02,4.7606756358583700E+00,8.5331953539703800E+00,-2.1261572239894600E+00
2.30300E+02,4.7390208210753500E+00,8.5479690314125800E+00,-2.1151612457270400E+00
2.30310E+02,4.7174291414356400E+00,8.5626000193065400E+00,-2.1042203318343700E+00
2.30320E+02,4.6959010133195700E+00,8.5770895678555000E+00,-2.0933342346812000E+00
2.30330E+02,4.6744368403245100E+00,8.5914389190595600E+00,-2.0825027072936500E+00
2.30340E+02,4.6530370134698100E+00,8.6056493067057200E+00,-2.0717255033606900E+00
2.30350E+02,4.6317019113992300E+00,8.6197219563597100E+00,-2.0610023772404500E+00
2.30360E+02,4.6104319005807600E+00,8.6336580853598800E+00,-2.0503330839663800E+00
2.30370E+02,4.5892273355040400E+00,8.6474589028127100E+00,-2.0397173792531600E+00
2.30380E+02,4.5680885588752900E+00,8.6611256095902700E+00,-2.0291550195024800E+00
2.30390E+02,4.5470159018097000E+00,8.6746593983292100E+00,-2.0186457618086600E+00
2.30400E+02,4.5260096840215200E+00,8.6880614534316500E+00,-2.0081893639640500E+00
2.30410E+02,4.5050702140116200E+00,8.7013329510674200E+00,-1.9977855844642900E+00
2.30420E+02,4.4841977892526900E+00,8.7144750591781600E+00,-1.9874341825134300E+00
2.30430E+02,4.4633926963720900E+00,8.7274889374827100E+00,-1.9771349180288500E+00
2.30440E+02,4.4426552113323200E+00,8.7403757374841400E+00,-1.9668875516460100E+00
2.30450E+02,4.4219855996091400E+00,8.7531366024781700E+00,-1.9566918447231300E+00
2.30460E+02,4.4013841163674300E+00,8.7657726675629700E+00,-1.9465475593455900E+00
2.30470E+02,4.3808510066346800E+00,8.7782850596503400E+00,-1.9364544583302900E+00
2.30480E+02,4.3603865054722700E+00,8.7906748974782500E+00,-1.9264123052298100E+00
2.30490E+02,4.3399908381444800E+00,8.8029432916245600E+00,-1.9164208643364100E+00
2.30500E+02,4.3196642202852200E+00,8.8150913445220700E+00,-1.9064799006859600E+00
2.30510E+02,4.2994068580626800E+00,8.8271201504747000E+00,-1.8965891800616300E+00
2.30520E+02,4.2792189483416000E+00,8.8390307956749100E+00,-1.8867484689975300E+00
2.30530E+02,4.2591006788435300E+00,8.8508243582221700E+00,-1.8769575347821600E+00
2.30540E+02,4.2390522283048800E+00,8.8625019081425400E+00,-1.8672161454617600E+00
2.30550E+02,4.2190737666328600E+00,8.8740645074093400E+00,-1.8575240698435200E+00
2.30560E+02,4.1991654550592400E+00,8.8855132099648200E+00,-1.8478810774986700E+00
2.30570E+02,4.1793274462921800E+00,8.8968490617427700E+00,-1.8382869387653800E+00
2.30580E+02,4.1595598846658100E+00,8.9080731006921900E+00,-1.8287414247516900E+00
2.30590E+02,4.1398629062879400E+00,8.9191863568017600E+00,-1.8192443073381300E+00
2.30600E+02,4.1202366391856000E+00,8.9301898521252900E+00,-1.8097953591803700E+00
2.30610E+02,4.1006812034486800E+00,8.9410846008079700E+00,-1.8003943537116900E+00
2.30620E+02,4.0811967113715400E+00,8.9518716091135300E+00,-1.7910410651453300E+00
2.30630E+02,4.0617832675926900E+00,8.9625518754520900E+00,-1.7817352684767600E+00
2.30640E+02,4.0424409692324900E+00,8.9731263904088800E+00,-1.7724767394858100E+00
2.30650E+02,4.0231699060289600E+00,8.9835961367736200E+00,-1.7632652547387000E+00
2.30660E+02,4.0039701604717000E+00,8.9939620895707300E+00,-1.7541005915900200E+00
2.30670E+02,3.9848418079339100E+00,9.0042252160900900E+00,-1.7449825281844900E+00
2.30680E+02,3.9657849168025500E+00,9.0143864759185700E+00,-1.7359108434587300E+00
2.30690E+02,3.9467995486066900E+00,9.0244468209721400E+00,-1.7268853171428700E+00
2.30700E+02,3.9278857581440000E+00,9.0344071955286500E+00,-1.7179057297620800E+00
2.30710E+02,3.9090435936055200E+00,9.0442685362611300E+00,-1.7089718626380200E+00
2.30720E+02,3.8902730966985300E+00,9.0540317722716800E+00,-1.7000834978901300E+00
2.30730E+02,3.8715743027678100E+00,9.0636978251259500E+00,-1.6912404184369500E+00
2.30740E+02,3.8529472409150200E+00,9.0732676088880800E+00,-1.6824424079972100E+00
2.30750E+02,3.8343919341164900E+00,9.0827420301561400E+00,-1.6736892510909400E+00
2.30760E+02,3.8159083993392200E+00,9.0921219880980600E+00,-1.6649807330404200E+00
2.30770E+02,3.7974966476552400E+00,9.1014083744880800E+00,-1.6563166399711100E+00
2.30780E+02,3.7791566843543200E+00,9.1106020737434700E+00,-1.6476967588124200E+00
2.30790E+02,3.7608885090550100E+00,9.1197039629618500E+00,-1.6391208772984700E+00
2.30800E+02,3.7426921158140900E+00,9.1287149119587500E+00,-1.6305887839687500E+00
2.30810E+02,3.7245674932344100E+00,9.1376357833056800E+00,-1.6221002681686500E+00
2.30820E+02,3.7065146245711200E+00,9.1464674323684400E+00,-1.6136551200500000E+00
2.30830E+02,3.6885334878364000E+00,9.1552107073458300E+00,-1.6052531305714300E+00
2.30840E+02,3.6706240559025800E+00,9.1638664493086800E+00,-1.5968940914988000E+00
2.30850E+02,3.6527862966037500E+00,9.1724354922391600E+00,-1.5885777954053800E+00
2.30860E+02,3.6350201728359100E+00,9.1809186630703900E+00,-1.5803040356721200E+00
2.30870E+02,3.6173256426555600E+00,9.1893167817263300E+00,-1.5720726064877300E+00
2.30880E+02,3.5997026593768600E+00,9.1976306611619100E+00,-1.5638833028488000E+00
2.30890E+02,3.5821511716673600E+00,9.2058611074033800E+00,-1.5557359205597200E+00
2.30900E+02,3.5646711236422000E+00,9.2140089195889300E+00,-1.5476302562326900E+00
2.30910E+02,3.5472624549570100E+00,9.2220748900094900E+00,-1.5395661072875300E+00
2.30920E+02,3.5299251008993400E+00,9.2300598041497300E+00,-1.5315432719515100E+00
2.30930E+02,3.5126589924787200E+00,9.2379644407292100E+00,-1.5235615492590800E+00
2.30940E+02,3.4954640565153400E+00,9.2457895717437700E+00,-1.5156207390515600E+00
2.30950E+02,3.4783402157274500E+00,9.2535359625069800E+00,-1.5077206419767600E+00
2.30960E+02,3.4612873888173100E+00,9.2612043716918300E+00,-1.4998610594885400E+00
2.30970E+02,3.4443054905559700E+00,9.2687955513724500E+00,-1.4920417938463100E+00
2.30980E+02,3.4273944318665800E+00,9.2763102470660000E+00,-1.4842626481145300E+00
2.30990E+02,3.4105541199066300E+00,9.2837491977747000E+00,-1.4765234261620400E+00
2.31000E+02,3.3937844581487100E+00,9.2911131360278300E+00,-1.4688239326614600E+00
2.31010E+02,3.3770853464601700E+00,9.2984027879239600E+00,-1.4611639730884600E+00
2.31020E+02,3.3604566811814900E+00,9.3056188731731300E+00,-1.4535433537210100E+00
2.31030E+02,3.3438983552034600E+00,9.3127621051391400E+00,-1.4459618816385500E+00
2.31040E+02,3.3274102580431100E+00,9.3198331908819200E+00,-1.4384193647212000E+00
2.31050E+02,3.3109922759185100E+00,9.3268328311998600E+00,-1.4309156116487900E+00
2.31060E+02,3.2946442918223500E+00,9.3337617206722200E+00,-1.4234504318999200E+00
2.31070E+02,3.2783661855944500E+00,9.3406205477015900E+00,-1.4160236357510300E+00
2.31080E+02,3.2621578339930300E+00,9.3474099945562500E+00,-1.4086350342752600E+00
2.31090E+02,3.2460191107648800E+00,9.3541307374126700E+00,-1.4012844393414600E+00
2.31100E+02,3.2299498867145000E+00,9.3607834463978800E+00,-1.3939716636130300E+00
2.31110E+02,3.2139500297720600E+00,9.3673687856319300E+00,-1.3866965205467300E+00
2.31120E+02,3.1980194050603000E+00,9.3738874132702200E+00,-1.3794588243915100E+00
2.31130E+02,3.1821578749603800E+00,9.3803399815458700E+00,-1.3722583901872500E+00
2.31140E+02,3.1663652991766800E+00,9.3867271368120500E+00,-1.3650950337634900E+00
2.31150E+02,3.1506415348005300E+00,9.3930495195842100E+00,-1.3579685717380900E+00
2.31160E+02,3.1349864363729900E+00,9.3993077645823000E+00,-1.3508788215158500E+00
2.31170E+02,3.1193998559465100E+00,9.4055025007729300E+00,-1.3438256012871900E+00
2.31180E+02,3.1038816431457100E+00,9.4116343514114200E+00,-1.3368087300266300E+00
2.31190E+02,3.0884316452271200E+00,9.4177039340838100E+00,-1.3298280274914000E+00
2.31200E+02,3.0730497071379300E+00,9.4237118607488100E+00,-1.3228833142198900E+00
2.31210E+02,3.0577356715738300E+00,9.4296587377795700E+00,-1.3159744115301500E+00
2.31220E+02,3.0424893790359000E+00,9.4355451660054600E+00,-1.3091011415183200E+00
2.31230E+02,3.0273106678865600E+00,9.4413717407536900E+00,-1.3022633270570300E+00
2.31240E+02,3.0121993744046000E+00,9.4471390518908600E+00,-1.2954607917937800E+00
2.31250E+02,2.9971553328393100E+00,9.4528476838643600E+00,-1.2886933601492900E+00
2.31260E+02,2.9821783754637300E+00,9.4584982157436800E+00,-1.2819608573158300E+00
2.31270E+02,2.9672683326270200E+00,9.4640912212615900E+00,-1.2752631092554700E+00
2.31280E+02,2.9524250328059400E+00,9.4696272688552100E+00,-1.2685999426983900E+00
2.31290E+02,2.9376483026555300E+00,9.4751069217069200E+00,-1.2619711851410900E+00
2.31300E+02,2.9229379670588500E+00,9.4805307377851600E+00,-1.2553766648445900E+00
2.31310E+02,2.9082938491760100E+00,9.4858992698850800E+00,-1.2488162108326600E+00
2.31320E+02,2.8937157704923200E+00,9.4912130656690300E+00,-1.2422896528899300E+00
2.31330E+02,2.8792035508655800E+00,9.4964726677069400E+00,-1.2357968215600400E+00
2.31340E+02,2.8647570085726900E+00,9.5016786135165200E+00,-1.2293375481437600E+00
2.31350E+02,2.8503759603554100E+00,9.5068314356033200E+00,-1.2229116646971100E+00
2.31360E+02,2.8360602214653100E+00,9.5119316615005900E+00,-1.2165190040293400E+00
2.31370E+02,2.8218096057080600E+00,9.5169798138090300E+00,-1.2101593997010900E+00
2.31380E+02,2.8076239254868400E+00,9.5219764102363700E+00,-1.2038326860223200E+00
2.31390E+02,2.7935029918451700E+00,9.5269219636367200E+00,-1.1975386980503800E+00
2.31400E+02,2.7794466145088400E+00,9.5318169820498100E+00,-1.1912772715879400E+00
2.31410E+02,2.7654546019272400E+00,9.5366619687400500E+00,-1.1850482431810200E+00
2.31420E+02,2.7515267613139300E+00,9.5414574222353600E+00,-1.1788514501168800E+00
2.31430E+02,2.7376628986865300E+00,9.5462038363659100E+00,-1.1726867304220000E+00
2.31440E+02,2.7238628189059200E+00,9.5509017003025300E+00,-1.1665539228599300E+00
2.31450E+02,2.7101263257147300E+00,9.5555514985951200E+00,-1.1604528669292600E+00
2.31460E+02,2.6964532217752300E+00,9.5601537112107000E+00,-1.1543834028614500E+00
2.31470E+02,2.6828433087064600E+00,9.5647088135714100E+00,-1.1483453716187000E+00
2.31480E+02,2.6692963871208500E+00,9.5692172765921900E+00,-1.1423386148918200E+00
2.31490E+02,2.6558122566600200E+00,9.5736795667183500E+00,-1.1363629750980200E+00
2.31500E+02,2.6423907160301600E+00,9.5780961459629500E+00,-1.1304182953787800E+00
2.31510E+02,2.6290315630365800E+00,9.5824674719438800E+00,-1.1245044195976300E+00
2.31520E+02,2.6157345946178000E+00,9.5867939979208800E+00,-1.1186211923379200E+00
2.31530E+02,2.6024996068789700E+00,9.5910761728322400E+00,-1.1127684589006600E+00
2.31540E+02,2.5893263951247300E+00,9.5953144413313600E+00,-1.1069460653022000E+00
2.31550E+02,2.5762147538914100E+00,9.5995092438230700E+00,-1.1011538582720600E+00
2.31560E+02,2.5631644769787700E+00,9.6036610164997800E+00,-1.0953916852506400E+00
2.31570E+02,2.5501753574810700E+00,9.6077701913774100E+00,-1.0896593943869300E+00
2.31580E+02,2.5372471878176400E+00,9.6118371963310600E+00,-1.0839568345362900E+00
