time (sec),ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.10650E+02,7.0960112222109000E+00,0.0000000000000000E+00,-7.0460361008340600E+00
2.10660E+02,7.0958805177115500E+00,0.0000000000000000E+00,-7.0461677299338700E+00
2.10670E+02,7.0957504968975700E+00,0.0000000000000000E+00,-7.0462986656667900E+00
2.10680E+02,7.0956211562054900E+00,0.0000000000000000E+00,-7.0464289116976700E+00
2.10690E+02,7.0954924920902800E+00,0.0000000000000000E+00,-7.0465584716718400E+00
2.10700E+02,7.0953645010252700E+00,0.0000000000000000E+00,-7.0466873492152400E+00
2.10710E+02,7.0952371795020300E+00,0.0000000000000000E+00,-7.0468155479345300E+00
2.10720E+02,7.0951105240302800E+00,0.0000000000000000E+00,-7.0469430714171700E+00
2.10730E+02,7.0949845311378300E+00,0.0000000000000000E+00,-7.0470699232315400E+00
2.10740E+02,7.0948591973704400E+00,0.0000000000000000E+00,-7.0471961069270500E+00
2.10750E+02,7.0947345192917700E+00,0.0000000000000000E+00,-7.0473216260342100E+00
2.10760E+02,7.0946104934832600E+00,0.0000000000000000E+00,-7.0474464840647800E+00
2.10770E+02,7.0944871165440400E+00,0.0000000000000000E+00,-7.0475706845118200E+00
2.10780E+02,7.0943643850908800E+00,0.0000000000000000E+00,-7.0476942308498200E+00
2.10790E+02,7.0942422957580400E+00,0.0000000000000000E+00,-7.0478171265348100E+00
2.10800E+02,7.0941208451972300E+00,0.0000000000000000E+00,-7.0479393750044400E+00
2.10810E+02,7.0940000300774800E+00,0.0000000000000000E+00,-7.0480609796780600E+00
2.10820E+02,7.0938798470851000E+00,0.0000000000000000E+00,-7.0481819439568700E+00
2.10830E+02,7.0937602929235400E+00,0.0000000000000000E+00,-7.0483022712239800E+00
2.10840E+02,7.0936413643133500E+00,0.0000000000000000E+00,-7.0484219648445000E+00
2.10850E+02,7.0935230579920400E+00,0.0000000000000000E+00,-7.0485410281656900E+00
2.10860E+02,7.0934053707140500E+00,0.0000000000000000E+00,-7.0486594645169800E+00
2.10870E+02,7.0932882992506300E+00,0.0000000000000000E+00,-7.0487772772101300E+00
2.10880E+02,7.0931718403897500E+00,0.0000000000000000E+00,-7.0488944695393000E+00
2.10890E+02,7.0930559909360200E+00,0.0000000000000000E+00,-7.0490110447811300E+00
2.10900E+02,7.0929407477106500E+00,0.0000000000000000E+00,-7.0491270061948600E+00
2.10910E+02,7.0928261075512700E+00,0.0000000000000000E+00,-7.0492423570224100E+00
2.10920E+02,7.0927120673119400E+00,0.0000000000000000E+00,-7.0493571004884800E+00
2.10930E+02,7.0925986238630200E+00,0.0000000000000000E+00,-7.0494712398006300E+00
2.10940E+02,7.0924857740910700E+00,0.0000000000000000E+00,-7.0495847781493900E+00
2.10950E+02,7.0923735148988200E+00,0.0000000000000000E+00,-7.0496977187083300E+00
2.10960E+02,7.0922618432050500E+00,0.0000000000000000E+00,-7.0498100646341800E+00
2.10970E+02,7.0921507559445100E+00,0.0000000000000000E+00,-7.0499218190668900E+00
2.10980E+02,7.0920402500678400E+00,0.0000000000000000E+00,-7.0500329851297400E+00
2.10990E+02,7.0919303225415100E+00,0.0000000000000000E+00,-7.0501435659294200E+00
2.11000E+02,7.0918209703477000E+00,0.0000000000000000E+00,-7.0502535645561300E+00
2.11010E+02,7.0917121904842600E+00,0.0000000000000000E+00,-7.0503629840836400E+00
2.11020E+02,7.0916039799646000E+00,0.0000000000000000E+00,-7.0504718275694200E+00
2.11030E+02,7.0914963358176200E+00,0.0000000000000000E+00,-7.0505800980547000E+00
2.11040E+02,7.0913892550876500E+00,0.0000000000000000E+00,-7.0506877985645600E+00
2.11050E+02,7.0912827348343300E+00,0.0000000000000000E+00,-7.0507949321080300E+00
2.11060E+02,7.0911767721325600E+00,0.0000000000000000E+00,-7.0509015016781700E+00
2.11070E+02,7.0910713640724300E+00,0.0000000000000000E+00,-7.0510075102521200E+00
2.11080E+02,7.0909665077591000E+00,0.0000000000000000E+00,-7.0511129607912600E+00
2.11090E+02,7.0908622003127900E+00,0.0000000000000000E+00,-7.0512178562412200E+00
2.11100E+02,7.0907584388686300E+00,0.0000000000000000E+00,-7.0513221995320100E+00
2.11110E+02,7.0906552205766400E+00,0.0000000000000000E+00,-7.0514259935781100E+00
2.11120E+02,7.0905525426016100E+00,0.0000000000000000E+00,-7.0515292412784900E+00
2.11130E+02,7.0904504021230700E+00,0.0000000000000000E+00,-7.0516319455167600E+00
2.11140E+02,7.0903487963351700E+00,0.0000000000000000E+00,-7.0517341091612500E+00
2.11150E+02,7.0902477224466200E+00,0.0000000000000000E+00,-7.0518357350650400E+00
2.11160E+02,7.0901471776806500E+00,0.0000000000000000E+00,-7.0519368260660800E+00
2.11170E+02,7.0900471592748700E+00,0.0000000000000000E+00,-7.0520373849872700E+00
2.11180E+02,7.0899476644812600E+00,0.0000000000000000E+00,-7.0521374146365300E+00
2.11190E+02,7.0898486905660500E+00,0.0000000000000000E+00,-7.0522369178069000E+00
2.11200E+02,7.0897502348096800E+00,0.0000000000000000E+00,-7.0523358972765800E+00
2.11210E+02,7.0896522945066900E+00,0.0000000000000000E+00,-7.0524343558090500E+00
2.11220E+02,7.0895548669656900E+00,0.0000000000000000E+00,-7.0525322961531300E+00
2.11230E+02,7.0894579495092500E+00,0.0000000000000000E+00,-7.0526297210430600E+00
2.11240E+02,7.0893615394738600E+00,0.0000000000000000E+00,-7.0527266331985800E+00
2.11250E+02,7.0892656342098400E+00,0.0000000000000000E+00,-7.0528230353250100E+00
2.11260E+02,7.0891702310812700E+00,0.0000000000000000E+00,-7.0529189301133200E+00
2.11270E+02,7.0890753274659300E+00,0.0000000000000000E+00,-7.0530143202402200E+00
2.11280E+02,7.0889809207552000E+00,0.0000000000000000E+00,-7.0531092083682100E+00
2.11290E+02,7.0888870083540400E+00,0.0000000000000000E+00,-7.0532035971457000E+00
2.11300E+02,7.0887935876808700E+00,0.0000000000000000E+00,-7.0532974892070300E+00
2.11310E+02,7.0887006561675500E+00,0.0000000000000000E+00,-7.0533908871726100E+00
2.11320E+02,7.0886082112592400E+00,0.0000000000000000E+00,-7.0534837936489100E+00
2.11330E+02,7.0885162504144200E+00,0.0000000000000000E+00,-7.0535762112286300E+00
2.11340E+02,7.0884247711047500E+00,0.0000000000000000E+00,-7.0536681424907100E+00
2.11350E+02,7.0883337708150400E+00,0.0000000000000000E+00,-7.0537595900004100E+00
2.11360E+02,7.0882432470431700E+00,0.0000000000000000E+00,-7.0538505563094200E+00
2.11370E+02,7.0881531973000200E+00,0.0000000000000000E+00,-7.0539410439558700E+00
2.11380E+02,7.0880636191094100E+00,0.0000000000000000E+00,-7.0540310554644800E+00
2.11390E+02,7.0879745100080500E+00,0.0000000000000000E+00,-7.0541205933465600E+00
2.11400E+02,7.0878858675454000E+00,0.0000000000000000E+00,-7.0542096601001200E+00
2.11410E+02,7.0877976892837300E+00,0.0000000000000000E+00,-7.0542982582099500E+00
2.11420E+02,7.0877099727979300E+00,0.0000000000000000E+00,-7.0543863901476600E+00
2.11430E+02,7.0876227156755200E+00,0.0000000000000000E+00,-7.0544740583717600E+00
2.11440E+02,7.0875359155165600E+00,0.0000000000000000E+00,-7.0545612653277500E+00
2.11450E+02,7.0874495699335800E+00,0.0000000000000000E+00,-7.0546480134481600E+00
2.11460E+02,7.0873636765515400E+00,0.0000000000000000E+00,-7.0547343051526400E+00
2.11470E+02,7.0872782330077400E+00,0.0000000000000000E+00,-7.0548201428480400E+00
2.11480E+02,7.0871932369517800E+00,0.0000000000000000E+00,-7.0549055289284200E+00
2.11490E+02,7.0871086860454500E+00,0.0000000000000000E+00,-7.0549904657752000E+00
2.11500E+02,7.0870245779627300E+00,0.0000000000000000E+00,-7.0550749557571600E+00
2.11510E+02,7.0869409103897000E+00,0.0000000000000000E+00,-7.0551590012305500E+00
2.11520E+02,7.0868576810244600E+00,0.0000000000000000E+00,-7.0552426045391500E+00
2.11530E+02,7.0867748875770900E+00,0.0000000000000000E+00,-7.0553257680142900E+00
2.11540E+02,7.0866925277695800E+00,0.0000000000000000E+00,-7.0554084939750000E+00
2.11550E+02,7.0866105993357700E+00,0.0000000000000000E+00,-7.0554907847279900E+00
2.11560E+02,7.0865291000213000E+00,0.0000000000000000E+00,-7.0555726425677900E+00
2.11570E+02,7.0864480275835200E+00,0.0000000000000000E+00,-7.0556540697767700E+00
2.11580E+02,7.0863673797914500E+00,0.0000000000000000E+00,-7.0557350686251900E+00
2.11590E+02,7.0862871544257400E+00,0.0000000000000000E+00,-7.0558156413713400E+00
2.11600E+02,7.0862073492785800E+00,0.0000000000000000E+00,-7.0558957902615100E+00
2.11610E+02,7.0861279621536200E+00,0.0000000000000000E+00,-7.0559755175301200E+00
2.11620E+02,7.0860489908659700E+00,0.0000000000000000E+00,-7.0560548253997500E+00
2.11630E+02,7.0859704332421100E+00,0.0000000000000000E+00,-7.0561337160812400E+00
2.11640E+02,7.0858922871198100E+00,0.0000000000000000E+00,-7.0562121917737000E+00
2.11650E+02,7.0858145503481100E+00,0.0000000000000000E+00,-7.0562902546646100E+00
2.11660E+02,7.0857372207872500E+00,0.0000000000000000E+00,-7.0563679069298700E+00
2.11670E+02,7.0856602963086000E+00,0.0000000000000000E+00,-7.0564451507338800E+00
2.11680E+02,7.0855837747946000E+00,0.0000000000000000E+00,-7.0565219882295600E+00
2.11690E+02,7.0855076541387200E+00,0.0000000000000000E+00,-7.0565984215584600E+00
2.11700E+02,7.0854319322454100E+00,0.0000000000000000E+00,-7.0566744528507800E+00
2.11710E+02,7.0853566070300100E+00,0.0000000000000000E+00,-7.0567500842254500E+00
2.11720E+02,7.0852816764187300E+00,0.0000000000000000E+00,-7.0568253177902000E+00
2.11730E+02,7.0852071383485500E+00,0.0000000000000000E+00,-7.0569001556416000E+00
2.11740E+02,7.0851329907672200E+00,0.0000000000000000E+00,-7.0569745998651300E+00
2.11750E+02,7.0850592316331700E+00,0.0000000000000000E+00,-7.0570486525352300E+00
2.11760E+02,7.0849858589154500E+00,0.0000000000000000E+00,-7.0571223157153700E+00
2.11770E+02,7.0849128705936900E+00,0.0000000000000000E+00,-7.0571955914581000E+00
2.11780E+02,7.0848402646580400E+00,0.0000000000000000E+00,-7.0572684818051200E+00
2.11790E+02,7.0847680391091200E+00,0.0000000000000000E+00,-7.0573409887873200E+00
2.11800E+02,7.0846961919579700E+00,0.0000000000000000E+00,-7.0574131144248600E+00
2.11810E+02,7.0846247212259700E+00,0.0000000000000000E+00,-7.0574848607271900E+00
2.11820E+02,7.0845536249448300E+00,0.0000000000000000E+00,-7.0575562296931700E+00
2.11830E+02,7.0844829011564800E+00,0.0000000000000000E+00,-7.0576272233110500E+00
2.11840E+02,7.0844125479130800E+00,0.0000000000000000E+00,-7.0576978435585800E+00
2.11850E+02,7.0843425632769300E+00,0.0000000000000000E+00,-7.0577680924030600E+00
2.11860E+02,7.0842729453204000E+00,0.0000000000000000E+00,-7.0578379718013700E+00
2.11870E+02,7.0842036921259300E+00,0.0000000000000000E+00,-7.0579074837000500E+00
2.11880E+02,7.0841348017859400E+00,0.0000000000000000E+00,-7.0579766300353400E+00
2.11890E+02,7.0840662724027900E+00,0.0000000000000000E+00,-7.0580454127332600E+00
2.11900E+02,7.0839981020887200E+00,0.0000000000000000E+00,-7.0581138337096300E+00
2.11910E+02,7.0839302889658100E+00,0.0000000000000000E+00,-7.0581818948701300E+00
2.11920E+02,7.0838628311659400E+00,0.0000000000000000E+00,-7.0582495981103900E+00
2.11930E+02,7.0837957268306900E+00,0.0000000000000000E+00,-7.0583169453160000E+00
2.11940E+02,7.0837289741113600E+00,0.0000000000000000E+00,-7.0583839383625900E+00
2.11950E+02,7.0836625711688600E+00,0.0000000000000000E+00,-7.0584505791158700E+00
2.11960E+02,7.0835965161736900E+00,0.0000000000000000E+00,-7.0585168694316900E+00
2.11970E+02,7.0835308073059000E+00,0.0000000000000000E+00,-7.0585828111560700E+00
2.11980E+02,7.0834654427550000E+00,0.0000000000000000E+00,-7.0586484061253200E+00
2.11990E+02,7.0834004207199500E+00,0.0000000000000000E+00,-7.0587136561659800E+00
2.12000E+02,7.0833357394091000E+00,0.0000000000000000E+00,-7.0587785630950000E+00
2.12010E+02,7.0832713970401400E+00,0.0000000000000000E+00,-7.0588431287196700E+00
2.12020E+02,7.0832073918400200E+00,0.0000000000000000E+00,-7.0589073548377600E+00
2.12030E+02,7.0831437220449800E+00,0.0000000000000000E+00,-7.0589712432375400E+00
2.12040E+02,7.0830803859004300E+00,0.0000000000000000E+00,-7.0590347956978100E+00
2.12050E+02,7.0830173816609200E+00,0.0000000000000000E+00,-7.0590980139879800E+00
2.12060E+02,7.0829547075901100E+00,0.0000000000000000E+00,-7.0591608998681200E+00
2.12070E+02,7.0828923619607100E+00,0.0000000000000000E+00,-7.0592234550889800E+00
2.12080E+02,7.0828303430544300E+00,0.0000000000000000E+00,-7.0592856813920800E+00
2.12090E+02,7.0827686491619600E+00,0.0000000000000000E+00,-7.0593475805097100E+00
2.12100E+02,7.0827072785828800E+00,0.0000000000000000E+00,-7.0594091541650200E+00
2.12110E+02,7.0826462296256300E+00,0.0000000000000000E+00,-7.0594704040720800E+00
2.12120E+02,7.0825855006075100E+00,0.0000000000000000E+00,-7.0595313319358600E+00
2.12130E+02,7.0825250898545500E+00,0.0000000000000000E+00,-7.0595919394523500E+00
2.12140E+02,7.0824649957015300E+00,0.0000000000000000E+00,-7.0596522283085800E+00
2.12150E+02,7.0824052164919200E+00,0.0000000000000000E+00,-7.0597122001826500E+00
2.12160E+02,7.0823457505778200E+00,0.0000000000000000E+00,-7.0597718567438200E+00
2.12170E+02,7.0822865963199200E+00,0.0000000000000000E+00,-7.0598311996525000E+00
2.12180E+02,7.0822277520874700E+00,0.0000000000000000E+00,-7.0598902305603700E+00
2.12190E+02,7.0821692162582300E+00,0.0000000000000000E+00,-7.0599489511103500E+00
2.12200E+02,7.0821109872183900E+00,0.0000000000000000E+00,-7.0600073629366900E+00
2.12210E+02,7.0820530633626000E+00,0.0000000000000000E+00,-7.0600654676650200E+00
2.12220E+02,7.0819954430938600E+00,0.0000000000000000E+00,-7.0601232669123800E+00
2.12230E+02,7.0819381248235100E+00,0.0000000000000000E+00,-7.0601807622872600E+00
2.12240E+02,7.0818811069711600E+00,0.0000000000000000E+00,-7.0602379553896600E+00
2.12250E+02,7.0818243879646800E+00,0.0000000000000000E+00,-7.0602948478111300E+00
2.12260E+02,7.0817679662401500E+00,0.0000000000000000E+00,-7.0603514411348300E+00
2.12270E+02,7.0817118402417800E+00,0.0000000000000000E+00,-7.0604077369355300E+00
2.12280E+02,7.0816560084219300E+00,0.0000000000000000E+00,-7.0604637367797100E+00
2.12290E+02,7.0816004692410200E+00,0.0000000000000000E+00,-7.0605194422255600E+00
2.12300E+02,7.0815452211674900E+00,0.0000000000000000E+00,-7.0605748548230600E+00
2.12310E+02,7.0814902626778000E+00,0.0000000000000000E+00,-7.0606299761139800E+00
2.12320E+02,7.0814355922563300E+00,0.0000000000000000E+00,-7.0606848076319800E+00
2.12330E+02,7.0813812083953800E+00,0.0000000000000000E+00,-7.0607393509026000E+00
2.12340E+02,7.0813271095951400E+00,0.0000000000000000E+00,-7.0607936074433400E+00
2.12350E+02,7.0812732943635900E+00,0.0000000000000000E+00,-7.0608475787636700E+00
2.12360E+02,7.0812197612165200E+00,0.0000000000000000E+00,-7.0609012663651100E+00
2.12370E+02,7.0811665086774500E+00,0.0000000000000000E+00,-7.0609546717412500E+00
2.12380E+02,7.0811135352776200E+00,0.0000000000000000E+00,-7.0610077963777800E+00
2.12390E+02,7.0810608395559400E+00,0.0000000000000000E+00,-7.0610606417525600E+00
2.12400E+02,7.0810084200589200E+00,0.0000000000000000E+00,-7.0611132093356500E+00
2.12410E+02,7.0809562753406900E+00,0.0000000000000000E+00,-7.0611655005893400E+00
2.12420E+02,7.0809044039628900E+00,0.0000000000000000E+00,-7.0612175169682100E+00
2.12430E+02,7.0808528044946900E+00,0.0000000000000000E+00,-7.0612692599191700E+00
2.12440E+02,7.0808014755127400E+00,0.0000000000000000E+00,-7.0613207308814700E+00
2.12450E+02,7.0807504156011000E+00,0.0000000000000000E+00,-7.0613719312867700E+00
2.12460E+02,7.0806996233512100E+00,0.0000000000000000E+00,-7.0614228625592000E+00
2.12470E+02,7.0806490973619100E+00,0.0000000000000000E+00,-7.0614735261153400E+00
2.12480E+02,7.0805988362393000E+00,0.0000000000000000E+00,-7.0615239233643100E+00
2.12490E+02,7.0805488385968000E+00,0.0000000000000000E+00,-7.0615740557077900E+00
2.12500E+02,7.0804991030550300E+00,0.0000000000000000E+00,-7.0616239245400600E+00
2.12510E+02,7.0804496282418600E+00,0.0000000000000000E+00,-7.0616735312480600E+00
2.12520E+02,7.0804004127922800E+00,0.0000000000000000E+00,-7.0617228772113900E+00
2.12530E+02,7.0803514553484300E+00,0.0000000000000000E+00,-7.0617719638023700E+00
2.12540E+02,7.0803027545595300E+00,0.0000000000000000E+00,-7.0618207923860900E+00
2.12550E+02,7.0802543090818600E+00,0.0000000000000000E+00,-7.0618693643204300E+00
2.12560E+02,7.0802061175787200E+00,0.0000000000000000E+00,-7.0619176809561200E+00
2.12570E+02,7.0801581787203700E+00,0.0000000000000000E+00,-7.0619657436367400E+00
2.12580E+02,7.0801104911840400E+00,0.0000000000000000E+00,-7.0620135536988000E+00
2.12590E+02,7.0800630536538400E+00,0.0000000000000000E+00,-7.0620611124717400E+00
2.12600E+02,7.0800158648207900E+00,0.0000000000000000E+00,-7.0621084212780000E+00
2.12610E+02,7.0799689233827100E+00,0.0000000000000000E+00,-7.0621554814330500E+00
2.12620E+02,7.0799222280442400E+00,0.0000000000000000E+00,-7.0622022942453900E+00
2.12630E+02,7.0798757775167700E+00,0.0000000000000000E+00,-7.0622488610166600E+00
2.12640E+02,7.0798295705184400E+00,0.0000000000000000E+00,-7.0622951830415900E+00
2.12650E+02,7.0797836057740600E+00,0.0000000000000000E+00,-7.0623412616081200E+00
2.12660E+02,7.0797378820151400E+00,0.0000000000000000E+00,-7.0623870979973600E+00
2.12670E+02,7.0796923979797700E+00,0.0000000000000000E+00,-7.0624326934836800E+00
2.12680E+02,7.0796471524126700E+00,0.0000000000000000E+00,-7.0624780493347400E+00
2.12690E+02,7.0796021440650800E+00,0.0000000000000000E+00,-7.0625231668114800E+00
2.12700E+02,7.0795573716948000E+00,0.0000000000000000E+00,-7.0625680471682300E+00
2.12710E+02,7.0795128340660900E+00,0.0000000000000000E+00,-7.0626126916526700E+00
2.12720E+02,7.0794685299496800E+00,0.0000000000000000E+00,-7.0626571015059100E+00
2.12730E+02,7.0794244581227200E+00,0.0000000000000000E+00,-7.0627012779625300E+00
2.12740E+02,7.0793806173687500E+00,0.0000000000000000E+00,-7.0627452222505800E+00
2.12750E+02,7.0793370064776700E+00,0.0000000000000000E+00,-7.0627889355916300E+00
2.12760E+02,7.0792936242456800E+00,0.0000000000000000E+00,-7.0628324192008300E+00
2.12770E+02,7.0792504694752900E+00,0.0000000000000000E+00,-7.0628756742869000E+00
2.12780E+02,7.0792075409752600E+00,0.0000000000000000E+00,-7.0629187020522100E+00
2.12790E+02,7.0791648375605700E+00,0.0000000000000000E+00,-7.0629615036927500E+00
2.12800E+02,7.0791223580524100E+00,0.0000000000000000E+00,-7.0630040803982400E+00
2.12810E+02,7.0790801012781100E+00,0.0000000000000000E+00,-7.0630464333521100E+00
2.12820E+02,7.0790380660711400E+00,0.0000000000000000E+00,-7.0630885637315600E+00
2.12830E+02,7.0789962512710400E+00,0.0000000000000000E+00,-7.0631304727075700E+00
2.12840E+02,7.0789546557234500E+00,0.0000000000000000E+00,-7.0631721614449600E+00
2.12850E+02,7.0789132782800200E+00,0.0000000000000000E+00,-7.0632136311023900E+00
2.12860E+02,7.0788721177984100E+00,0.0000000000000000E+00,-7.0632548828324200E+00
2.12870E+02,7.0788311731422400E+00,0.0000000000000000E+00,-7.0632959177815400E+00
2.12880E+02,7.0787904431810800E+00,0.0000000000000000E+00,-7.0633367370902000E+00
2.12890E+02,7.0787499267904000E+00,0.0000000000000000E+00,-7.0633773418928000E+00
2.12900E+02,7.0787096228515600E+00,0.0000000000000000E+00,-7.0634177333178100E+00
2.12910E+02,7.0786695302517400E+00,0.0000000000000000E+00,-7.0634579124877200E+00
2.12920E+02,7.0786296478839600E+00,0.0000000000000000E+00,-7.0634978805191100E+00
2.12930E+02,7.0785899746470200E+00,0.0000000000000000E+00,-7.0635376385226700E+00
2.12940E+02,7.0785505094454800E+00,0.0000000000000000E+00,-7.0635771876032400E+00
2.12950E+02,7.0785112511896000E+00,0.0000000000000000E+00,-7.0636165288598400E+00
2.12960E+02,7.0784721987953700E+00,0.0000000000000000E+00,-7.0636556633856900E+00
2.12970E+02,7.0784333511844400E+00,0.0000000000000000E+00,-7.0636945922682400E+00
2.12980E+02,7.0783947072840700E+00,0.0000000000000000E+00,-7.0637333165892200E+00
2.12990E+02,7.0783562660271600E+00,0.0000000000000000E+00,-7.0637718374246600E+00
2.13000E+02,7.0783180263521700E+00,0.0000000000000000E+00,-7.0638101558449100E+00
2.13010E+02,7.0782799872031100E+00,0.0000000000000000E+00,-7.0638482729146800E+00
2.13020E+02,7.0782421475295200E+00,0.0000000000000000E+00,-7.0638861896930600E+00
2.13030E+02,7.0782045062864300E+00,0.0000000000000000E+00,-7.0639239072335900E+00
2.13040E+02,7.0781670624343100E+00,0.0000000000000000E+00,-7.0639614265842200E+00
2.13050E+02,7.0781298149391100E+00,0.0000000000000000E+00,-7.0639987487873900E+00
2.13060E+02,7.0780927627721300E+00,0.0000000000000000E+00,-7.0640358748800600E+00
2.13070E+02,7.0780559049101100E+00,0.0000000000000000E+00,-7.0640728058937000E+00
2.13080E+02,7.0780192403350800E+00,0.0000000000000000E+00,-7.0641095428543700E+00
2.13090E+02,7.0779827680344400E+00,0.0000000000000000E+00,-7.0641460867827000E+00
2.13100E+02,7.0779464870008500E+00,0.0000000000000000E+00,-7.0641824386939600E+00
2.13110E+02,7.0779103962322600E+00,0.0000000000000000E+00,-7.0642185995980500E+00
2.13120E+02,7.0778744947318500E+00,0.0000000000000000E+00,-7.0642545704995700E+00
2.13130E+02,7.0778387815080100E+00,0.0000000000000000E+00,-7.0642903523978200E+00
2.13140E+02,7.0778032555743300E+00,0.0000000000000000E+00,-7.0643259462868200E+00
2.13150E+02,7.0777679159495400E+00,0.0000000000000000E+00,-7.0643613531553700E+00
2.13160E+02,7.0777327616575000E+00,0.0000000000000000E+00,-7.0643965739870400E+00
2.13170E+02,7.0776977917271900E+00,0.0000000000000000E+00,-7.0644316097602500E+00
2.13180E+02,7.0776630051926700E+00,0.0000000000000000E+00,-7.0644664614482300E+00
2.13190E+02,7.0776284010930300E+00,0.0000000000000000E+00,-7.0645011300191000E+00
2.13200E+02,7.0775939784723900E+00,0.0000000000000000E+00,-7.0645356164358800E+00
2.13210E+02,7.0775597363799000E+00,0.0000000000000000E+00,-7.0645699216565100E+00
2.13220E+02,7.0775256738696400E+00,0.0000000000000000E+00,-7.0646040466338900E+00
2.13230E+02,7.0774917900006600E+00,0.0000000000000000E+00,-7.0646379923158800E+00
2.13240E+02,7.0774580838369300E+00,0.0000000000000000E+00,-7.0646717596453900E+00
2.13250E+02,7.0774245544473100E+00,0.0000000000000000E+00,-7.0647053495603100E+00
2.13260E+02,7.0773912009055400E+00,0.0000000000000000E+00,-7.0647387629936200E+00
2.13270E+02,7.0773580222901900E+00,0.0000000000000000E+00,-7.0647720008733800E+00
2.13280E+02,7.0773250176846600E+00,0.0000000000000000E+00,-7.0648050641227600E+00
2.13290E+02,7.0772921861771500E+00,0.0000000000000000E+00,-7.0648379536600600E+00
2.13300E+02,7.0772595268606000E+00,0.0000000000000000E+00,-7.0648706703987600E+00
2.13310E+02,7.0772270388327400E+00,0.0000000000000000E+00,-7.0649032152475000E+00
2.13320E+02,7.0771947211959800E+00,0.0000000000000000E+00,-7.0649355891101800E+00
2.13330E+02,7.0771625730574400E+00,0.0000000000000000E+00,-7.0649677928858800E+00
2.13340E+02,7.0771305935289200E+00,0.0000000000000000E+00,-7.0649998274689800E+00
2.13350E+02,7.0770987817268500E+00,0.0000000000000000E+00,-7.0650316937491600E+00
2.13360E+02,7.0770671367723000E+00,0.0000000000000000E+00,-7.0650633926113700E+00
2.13370E+02,7.0770356577909100E+00,0.0000000000000000E+00,-7.0650949249359500E+00
2.13380E+02,7.0770043439129300E+00,0.0000000000000000E+00,-7.0651262915985700E+00
2.13390E+02,7.0769731942731300E+00,0.0000000000000000E+00,-7.0651574934702900E+00
2.13400E+02,7.0769422080108200E+00,0.0000000000000000E+00,-7.0651885314175900E+00
2.13410E+02,7.0769113842698200E+00,0.0000000000000000E+00,-7.0652194063024000E+00
2.13420E+02,7.0768807221984100E+00,0.0000000000000000E+00,-7.0652501189820800E+00
2.13430E+02,7.0768502209493400E+00,0.0000000000000000E+00,-7.0652806703094900E+00
2.13440E+02,7.0768198796798000E+00,0.0000000000000000E+00,-7.0653110611330200E+00
2.13450E+02,7.0767896975513600E+00,0.0000000000000000E+00,-7.0653412922965500E+00
2.13460E+02,7.0767596737300100E+00,0.0000000000000000E+00,-7.0653713646395400E+00
2.13470E+02,7.0767298073860900E+00,0.0000000000000000E+00,-7.0654012789970400E+00
2.13480E+02,7.0767000976942700E+00,0.0000000000000000E+00,-7.0654310361996700E+00
2.13490E+02,7.0766705438335700E+00,0.0000000000000000E+00,-7.0654606370737100E+00
2.13500E+02,7.0766411449872600E+00,0.0000000000000000E+00,-7.0654900824410700E+00
2.13510E+02,7.0766119003429300E+00,0.0000000000000000E+00,-7.0655193731193300E+00
2.13520E+02,7.0765828090923800E+00,0.0000000000000000E+00,-7.0655485099217800E+00
2.13530E+02,7.0765538704316800E+00,0.0000000000000000E+00,-7.0655774936574100E+00
2.13540E+02,7.0765250835610700E+00,0.0000000000000000E+00,-7.0656063251309700E+00
2.13550E+02,7.0764964476850000E+00,0.0000000000000000E+00,-7.0656350051429400E+00
2.13560E+02,7.0764679620120700E+00,0.0000000000000000E+00,-7.0656635344896300E+00
2.13570E+02,7.0764396257550300E+00,0.0000000000000000E+00,-7.0656919139631100E+00
2.13580E+02,7.0764114381307400E+00,0.0000000000000000E+00,-7.0657201443513300E+00
2.13590E+02,7.0763833983601700E+00,0.0000000000000000E+00,-7.0657482264380400E+00
2.13600E+02,7.0763555056683600E+00,0.0000000000000000E+00,-7.0657761610029000E+00
2.13610E+02,7.0763277592844000E+00,0.0000000000000000E+00,-7.0658039488214500E+00
2.13620E+02,7.0763001584414300E+00,0.0000000000000000E+00,-7.0658315906651400E+00
2.13630E+02,7.0762727023765900E+00,0.0000000000000000E+00,-7.0658590873013900E+00
2.13640E+02,7.0762453903310200E+00,0.0000000000000000E+00,-7.0658864394935400E+00
2.13650E+02,7.0762182215498300E+00,0.0000000000000000E+00,-7.0659136480009400E+00
2.13660E+02,7.0761911952820800E+00,0.0000000000000000E+00,-7.0659407135789200E+00
2.13670E+02,7.0761643107807500E+00,0.0000000000000000E+00,-7.0659676369788500E+00
2.13680E+02,7.0761375673027600E+00,0.0000000000000000E+00,-7.0659944189481500E+00
2.13690E+02,7.0761109641088800E+00,0.0000000000000000E+00,-7.0660210602302800E+00
2.13700E+02,7.0760845004637900E+00,0.0000000000000000E+00,-7.0660475615648000E+00
2.13710E+02,7.0760581756359800E+00,0.0000000000000000E+00,-7.0660739236873900E+00
2.13720E+02,7.0760319888977900E+00,0.0000000000000000E+00,-7.0661001473298500E+00
2.13730E+02,7.0760059395253800E+00,0.0000000000000000E+00,-7.0661262332201000E+00
2.13740E+02,7.0759800267986700E+00,0.0000000000000000E+00,-7.0661521820822700E+00
