time (sec),ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
2.14260E+02,3.2000609132227400E+01,1.1999999999999900E+02,6.2770531544981600E+01
2.14270E+02,3.2000609770241400E+01,1.1999999999999900E+02,6.2841204839242600E+01
2.14280E+02,3.2000610408253600E+01,1.1999999999999900E+02,6.2911878329794400E+01
2.14290E+02,3.2000611046264100E+01,1.1999999999999900E+02,6.2982552015606100E+01
2.14300E+02,3.2000611684272800E+01,1.1999999999999900E+02,6.3053225895652300E+01
2.14310E+02,3.2000612322279700E+01,1.1999999999999900E+02,6.3123899968912700E+01
2.14320E+02,3.2000612960285000E+01,1.1999999999999900E+02,6.3194574234372700E+01
2.14330E+02,3.2000613598288400E+01,1.1999999999999900E+02,6.3265248691022700E+01
2.14340E+02,3.2000614236290200E+01,1.1999999999999900E+02,6.3335923337858700E+01
2.14350E+02,3.2000614874290200E+01,1.1999999999999900E+02,6.3406598173881900E+01
2.14360E+02,3.2000615512288600E+01,1.1999999999999900E+02,6.3477273198098500E+01
2.14370E+02,3.2000616150285300E+01,1.1999999999999900E+02,6.3547948409520200E+01
2.14380E+02,3.2000616788280200E+01,1.1999999999999900E+02,6.3618623807163900E+01
2.14390E+02,3.2000617426273500E+01,1.1999999999999900E+02,6.3689299390051500E+01
2.14400E+02,3.2000618064265100E+01,1.1999999999999900E+02,6.3759975157210100E+01
2.14410E+02,3.2000618702255100E+01,1.1999999999999900E+02,6.3830651107672000E+01
2.14420E+02,3.2000619340243400E+01,1.1999999999999900E+02,6.3901327240474400E+01
2.14430E+02,3.2000619978230100E+01,1.1999999999999900E+02,6.3972003554659800E+01
2.14440E+02,3.2000620616215100E+01,1.1999999999999900E+02,6.4042680049275600E+01
2.14450E+02,3.2000621254198600E+01,1.1999999999999900E+02,6.4113356723374100E+01
2.14460E+02,3.2000621892180400E+01,1.1999999999999900E+02,6.4184033576012800E+01
2.14470E+02,3.2000622530160600E+01,1.1999999999999900E+02,6.4254710606253900E+01
2.14480E+02,3.2000623168139200E+01,1.1999999999999900E+02,6.4325387813164900E+01
2.14490E+02,3.2000623806116200E+01,1.1999999999999900E+02,6.4396065195817700E+01
2.14500E+02,3.2000624444091600E+01,1.1999999999999900E+02,6.4466742753289500E+01
2.14510E+02,3.2000625082065400E+01,1.1999999999999900E+02,6.4537420484662200E+01
2.14520E+02,3.2000625720037700E+01,1.1999999999999900E+02,6.4608098389022500E+01
2.14530E+02,3.2000626358008400E+01,1.1999999999999900E+02,6.4678776465461900E+01
2.14540E+02,3.2000626995977600E+01,1.1999999999999900E+02,6.4749454713076700E+01
2.14550E+02,3.2000627633945300E+01,1.1999999999999900E+02,6.4820133130967900E+01
2.14560E+02,3.2000628271911400E+01,1.1999999999999900E+02,6.4890811718241300E+01
2.14570E+02,3.2000628909875900E+01,1.1999999999999900E+02,6.4961490474007300E+01
2.14580E+02,3.2000629547839000E+01,1.1999999999999900E+02,6.5032169397381100E+01
2.14590E+02,3.2000630185800600E+01,1.1999999999999900E+02,6.5102848487482500E+01
2.14600E+02,3.2000630823760600E+01,1.1999999999999900E+02,6.5173527743435900E+01
2.14610E+02,3.2000631461719200E+01,1.1999999999999900E+02,6.5244207164370200E+01
2.14620E+02,3.2000632099676200E+01,1.1999999999999900E+02,6.5314886749419100E+01
2.14630E+02,3.2000632737631800E+01,1.1999999999999900E+02,6.5385566497720700E+01
2.14640E+02,3.2000633375585900E+01,1.1999999999999900E+02,6.5456246408417600E+01
2.14650E+02,3.2000634013538600E+01,1.1999999999999900E+02,6.5526926480657100E+01
2.14660E+02,3.2000634651489800E+01,1.1999999999999900E+02,6.5597606713590700E+01
2.14670E+02,3.2000635289439600E+01,1.1999999999999900E+02,6.5668287106374600E+01
2.14680E+02,3.2000635927387900E+01,1.1999999999999900E+02,6.5738967658169400E+01
2.14690E+02,3.2000636565334800E+01,1.1999999999999900E+02,6.5809648368139900E+01
2.14700E+02,3.2000637203280200E+01,1.1999999999999900E+02,6.5880329235455500E+01
2.14710E+02,3.2000637841224300E+01,1.1999999999999900E+02,6.5951010259289900E+01
2.14720E+02,3.2000638479166900E+01,1.1999999999999900E+02,6.6021691438821200E+01
2.14730E+02,3.2000639117108100E+01,1.1999999999999900E+02,6.6092372773231600E+01
2.14740E+02,3.2000639755048000E+01,1.1999999999999900E+02,6.6163054261708000E+01
2.14750E+02,3.2000640392986400E+01,1.1999999999999900E+02,6.6233735903441100E+01
2.14760E+02,3.2000641030923500E+01,1.1999999999999900E+02,6.6304417697626200E+01
2.14770E+02,3.2000641668859200E+01,1.1999999999999900E+02,6.6375099643462600E+01
2.14780E+02,3.2000642306793500E+01,1.1999999999999900E+02,6.6445781740154100E+01
2.14790E+02,3.2000642944726400E+01,1.1999999999999900E+02,6.6516463986908300E+01
2.14800E+02,3.2000643582658100E+01,1.1999999999999900E+02,6.6587146382937300E+01
2.14810E+02,3.2000644220588300E+01,1.1999999999999900E+02,6.6657828927457200E+01
2.14820E+02,3.2000644858517200E+01,1.1999999999999900E+02,6.6728511619688000E+01
2.14830E+02,3.2000645496444800E+01,1.1999999999999900E+02,6.6799194458854300E+01
2.14840E+02,3.2000646134371100E+01,1.1999999999999900E+02,6.6869877444184300E+01
2.14850E+02,3.2000646772296100E+01,1.1999999999999900E+02,6.6940560574910600E+01
2.14860E+02,3.2000647410219700E+01,1.1999999999999900E+02,6.7011243850269500E+01
2.14870E+02,3.2000648048142100E+01,1.1999999999999900E+02,6.7081927269501600E+01
2.14880E+02,3.2000648686063100E+01,1.1999999999999900E+02,6.7152610831851300E+01
2.14890E+02,3.2000649323982900E+01,1.1999999999999900E+02,6.7223294536567200E+01
2.14900E+02,3.2000649961901300E+01,1.1999999999999900E+02,6.7293978382901500E+01
2.14910E+02,3.2000650599818500E+01,1.1999999999999900E+02,6.7364662370110600E+01
2.14920E+02,3.2000651237734500E+01,1.1999999999999900E+02,6.7435346497454700E+01
2.14930E+02,3.2000651875649100E+01,1.1999999999999900E+02,6.7506030764198000E+01
2.14940E+02,3.2000652513562500E+01,1.1999999999999900E+02,6.7576715169608400E+01
2.14950E+02,3.2000653151474700E+01,1.1999999999999900E+02,6.7647399712957700E+01
2.14960E+02,3.2000653789385600E+01,1.1999999999999900E+02,6.7718084393521600E+01
2.14970E+02,3.2000654427295300E+01,1.1999999999999900E+02,6.7788769210579600E+01
2.14980E+02,3.2000655065203700E+01,1.1999999999999900E+02,6.7859454163414900E+01
2.14990E+02,3.2000655703110900E+01,1.1999999999999900E+02,6.7930139251314500E+01
2.15000E+02,3.2000656341016900E+01,1.1999999999999900E+02,6.8000824473569100E+01
2.15010E+02,3.2000656978921700E+01,1.1999999999999900E+02,6.8071509829473200E+01
2.15020E+02,3.2000657616825300E+01,1.1999999999999900E+02,6.8142195318325000E+01
2.15030E+02,3.2000658254727700E+01,1.1999999999999900E+02,6.8212880939426400E+01
2.15040E+02,3.2000658892628900E+01,1.1999999999999900E+02,6.8283566692082900E+01
2.15050E+02,3.2000659530528900E+01,1.1999999999999900E+02,6.8354252575603800E+01
2.15060E+02,3.2000660168427700E+01,1.1999999999999900E+02,6.8424938589301700E+01
2.15070E+02,3.2000660806325400E+01,1.1999999999999900E+02,6.8495624732493100E+01
2.15080E+02,3.2000661444221900E+01,1.1999999999999900E+02,6.8566311004498100E+01
2.15090E+02,3.2000662082117200E+01,1.1999999999999900E+02,6.8636997404640200E+01
2.15100E+02,3.2000662720011300E+01,1.1999999999999900E+02,6.8707683932246600E+01
2.15110E+02,3.2000663357904400E+01,1.1999999999999900E+02,6.8778370586647900E+01
2.15120E+02,3.2000663995796200E+01,1.1999999999999900E+02,6.8849057367178400E+01
2.15130E+02,3.2000664633687000E+01,1.1999999999999900E+02,6.8919744273175600E+01
2.15140E+02,3.2000665271576600E+01,1.1999999999999900E+02,6.8990431303980900E+01
2.15150E+02,3.2000665909465000E+01,1.1999999999999900E+02,6.9061118458938800E+01
2.15160E+02,3.2000666547352400E+01,1.1999999999999900E+02,6.9131805737397300E+01
2.15170E+02,3.2000667185238600E+01,1.1999999999999900E+02,6.9202493138708000E+01
2.15180E+02,3.2000667823123800E+01,1.1999999999999900E+02,6.9273180662225800E+01
2.15190E+02,3.2000668461007800E+01,1.1999999999999900E+02,6.9343868307309000E+01
2.15200E+02,3.2000669098890700E+01,1.1999999999999900E+02,6.9414556073319200E+01
2.15210E+02,3.2000669736772600E+01,1.1999999999999900E+02,6.9485243959621300E+01
2.15220E+02,3.2000670374653300E+01,1.1999999999999900E+02,6.9555931965583900E+01
2.15230E+02,3.2000671012533000E+01,1.1999999999999900E+02,6.9626620090578500E+01
2.15240E+02,3.2000671650411600E+01,1.1999999999999900E+02,6.9697308333980200E+01
2.15250E+02,3.2000672288289200E+01,1.1999999999999900E+02,6.9767996695167100E+01
2.15260E+02,3.2000672926165600E+01,1.1999999999999900E+02,6.9838685173520700E+01
2.15270E+02,3.2000673564041000E+01,1.1999999999999900E+02,6.9909373768425900E+01
2.15280E+02,3.2000674201915400E+01,1.1999999999999900E+02,6.9980062479270700E+01
2.15290E+02,3.2000674839788700E+01,1.1999999999999900E+02,7.0050751305446100E+01
2.15300E+02,3.2000675477661000E+01,1.1999999999999900E+02,7.0121440246346800E+01
2.15310E+02,3.2000676115532200E+01,1.1999999999999900E+02,7.0192129301370100E+01
2.15320E+02,3.2000676753402400E+01,1.1999999999999900E+02,7.0262818469917000E+01
2.15330E+02,3.2000677391271600E+01,1.1999999999999900E+02,7.0333507751391200E+01
2.15340E+02,3.2000678029139800E+01,1.1999999999999900E+02,7.0404197145199900E+01
2.15350E+02,3.2000678667006900E+01,1.1999999999999900E+02,7.0474886650753100E+01
2.15360E+02,3.2000679304873100E+01,1.1999999999999900E+02,7.0545576267464200E+01
2.15370E+02,3.2000679942738200E+01,1.1999999999999900E+02,7.0616265994749300E+01
2.15380E+02,3.2000680580602300E+01,1.1999999999999900E+02,7.0686955832028000E+01
2.15390E+02,3.2000681218465500E+01,1.1999999999999900E+02,7.0757645778722700E+01
2.15400E+02,3.2000681856327600E+01,1.1999999999999900E+02,7.0828335834258800E+01
2.15410E+02,3.2000682494188800E+01,1.1999999999999900E+02,7.0899025998064800E+01
2.15420E+02,3.2000683132049000E+01,1.1999999999999900E+02,7.0969716269572300E+01
2.15430E+02,3.2000683769908200E+01,1.1999999999999900E+02,7.1040406648215600E+01
2.15440E+02,3.2000684407766500E+01,1.1999999999999900E+02,7.1111097133432400E+01
2.15450E+02,3.2000685045623800E+01,1.1999999999999900E+02,7.1181787724662900E+01
2.15460E+02,3.2000685683480100E+01,1.1999999999999900E+02,7.1252478421350500E+01
2.15470E+02,3.2000686321335500E+01,1.1999999999999900E+02,7.1323169222941400E+01
2.15480E+02,3.2000686959189900E+01,1.1999999999999900E+02,7.1393860128884900E+01
2.15490E+02,3.2000687597043400E+01,1.1999999999999900E+02,7.1464551138633000E+01
2.15500E+02,3.2000688234896000E+01,1.1999999999999900E+02,7.1535242251640700E+01
2.15510E+02,3.2000688872747600E+01,1.1999999999999900E+02,7.1605933467365800E+01
2.15520E+02,3.2000689510598300E+01,1.1999999999999900E+02,7.1676624785268900E+01
2.15530E+02,3.2000690148448100E+01,1.1999999999999900E+02,7.1747316204813500E+01
2.15540E+02,3.2000690786296900E+01,1.1999999999999900E+02,7.1818007725466000E+01
2.15550E+02,3.2000691424144900E+01,1.1999999999999900E+02,7.1888699346695400E+01
2.15560E+02,3.2000692061991900E+01,1.1999999999999900E+02,7.1959391067973600E+01
2.15570E+02,3.2000692699838000E+01,1.1999999999999900E+02,7.2030082888775300E+01
2.15580E+02,3.2000693337683200E+01,1.1999999999999900E+02,7.2100774808578000E+01
2.15590E+02,3.2000693975527600E+01,1.1999999999999900E+02,7.2171466826861800E+01
2.15600E+02,3.2000694613371000E+01,1.1999999999999900E+02,7.2242158943109600E+01
2.15610E+02,3.2000695251213600E+01,1.1999999999999900E+02,7.2312851156807000E+01
2.15620E+02,3.2000695889055200E+01,1.1999999999999900E+02,7.2383543467442500E+01
2.15630E+02,3.2000696526896000E+01,1.1999999999999900E+02,7.2454235874506900E+01
2.15640E+02,3.2000697164735900E+01,1.1999999999999900E+02,7.2524928377494000E+01
2.15650E+02,3.2000697802575000E+01,1.1999999999999900E+02,7.2595620975900100E+01
2.15660E+02,3.2000698440413200E+01,1.1999999999999900E+02,7.2666313669224200E+01
2.15670E+02,3.2000699078250500E+01,1.1999999999999900E+02,7.2737006456967900E+01
2.15680E+02,3.2000699716087000E+01,1.1999999999999900E+02,7.2807699338635500E+01
2.15690E+02,3.2000700353922700E+01,1.1999999999999900E+02,7.2878392313733800E+01
2.15700E+02,3.2000700991757400E+01,1.1999999999999900E+02,7.2949085381772200E+01
2.15710E+02,3.2000701629591400E+01,1.1999999999999900E+02,7.3019778542262700E+01
2.15720E+02,3.2000702267424500E+01,1.1999999999999900E+02,7.3090471794720000E+01
2.15730E+02,3.2000702905256800E+01,1.1999999999999900E+02,7.3161165138661100E+01
2.15740E+02,3.2000703543088200E+01,1.1999999999999900E+02,7.3231858573605700E+01
2.15750E+02,3.2000704180918900E+01,1.1999999999999900E+02,7.3302552099075900E+01
2.15760E+02,3.2000704818748700E+01,1.1999999999999900E+02,7.3373245714596500E+01
2.15770E+02,3.2000705456577700E+01,1.1999999999999900E+02,7.3443939419694600E+01
2.15780E+02,3.2000706094405900E+01,1.1999999999999900E+02,7.3514633213899900E+01
2.15790E+02,3.2000706732233200E+01,1.1999999999999900E+02,7.3585327096744600E+01
2.15800E+02,3.2000707370059800E+01,1.1999999999999900E+02,7.3656021067763200E+01
2.15810E+02,3.2000708007885600E+01,1.1999999999999900E+02,7.3726715126492800E+01
2.15820E+02,3.2000708645710600E+01,1.1999999999999900E+02,7.3797409272472800E+01
2.15830E+02,3.2000709283534800E+01,1.1999999999999900E+02,7.3868103505245100E+01
2.15840E+02,3.2000709921358200E+01,1.1999999999999900E+02,7.3938797824354100E+01
2.15850E+02,3.2000710559180800E+01,1.1999999999999900E+02,7.4009492229346400E+01
2.15860E+02,3.2000711197002700E+01,1.1999999999999900E+02,7.4080186719771100E+01
2.15870E+02,3.2000711834823800E+01,1.1999999999999900E+02,7.4150881295179600E+01
2.15880E+02,3.2000712472644100E+01,1.1999999999999900E+02,7.4221575955125800E+01
2.15890E+02,3.2000713110463600E+01,1.1999999999999900E+02,7.4292270699165600E+01
2.15900E+02,3.2000713748282400E+01,1.1999999999999900E+02,7.4362965526857700E+01
2.15910E+02,3.2000714386100400E+01,1.1999999999999900E+02,7.4433660437762800E+01
2.15920E+02,3.2000715023917700E+01,1.1999999999999900E+02,7.4504355431444000E+01
2.15930E+02,3.2000715661734200E+01,1.1999999999999900E+02,7.4575050507466700E+01
2.15940E+02,3.2000716299550000E+01,1.1999999999999900E+02,7.4645745665398600E+01
2.15950E+02,3.2000716937365000E+01,1.1999999999999900E+02,7.4716440904809500E+01
2.15960E+02,3.2000717575179300E+01,1.1999999999999900E+02,7.4787136225271700E+01
2.15970E+02,3.2000718212992900E+01,1.1999999999999900E+02,7.4857831626359700E+01
2.15980E+02,3.2000718850805700E+01,1.1999999999999900E+02,7.4928527107650100E+01
2.15990E+02,3.2000719488617900E+01,1.1999999999999900E+02,7.4999222668721800E+01
2.16000E+02,3.2000720126429200E+01,1.1999999999999900E+02,7.5069918309155900E+01
2.16010E+02,3.2000720764239900E+01,1.1999999999999900E+02,7.5140614028535800E+01
2.16020E+02,3.2000721402049900E+01,1.1999999999999900E+02,7.5211309826446900E+01
2.16030E+02,3.2000722039859100E+01,1.1999999999999900E+02,7.5282005702477000E+01
2.16040E+02,3.2000722677667600E+01,1.1999999999999900E+02,7.5352701656215800E+01
2.16050E+02,3.2000723315475500E+01,1.1999999999999900E+02,7.5423397687255400E+01
2.16060E+02,3.2000723953282600E+01,1.1999999999999900E+02,7.5494093795190000E+01
2.16070E+02,3.2000724591089000E+01,1.1999999999999900E+02,7.5564789979615700E+01
2.16080E+02,3.2000725228894800E+01,1.1999999999999900E+02,7.5635486240130900E+01
2.16090E+02,3.2000725866699800E+01,1.1999999999999900E+02,7.5706182576336300E+01
2.16100E+02,3.2000726504504200E+01,1.1999999999999900E+02,7.5776878987834300E+01
2.16110E+02,3.2000727142307900E+01,1.1999999999999900E+02,7.5847575474229700E+01
2.16120E+02,3.2000727780110900E+01,1.1999999999999900E+02,7.5918272035129300E+01
2.16130E+02,3.2000728417913200E+01,1.1999999999999900E+02,7.5988968670141700E+01
2.16140E+02,3.2000729055714900E+01,1.1999999999999900E+02,7.6059665378878000E+01
2.16150E+02,3.2000729693515900E+01,1.1999999999999900E+02,7.6130362160951100E+01
2.16160E+02,3.2000730331316200E+01,1.1999999999999900E+02,7.6201059015975900E+01
2.16170E+02,3.2000730969115800E+01,1.1999999999999900E+02,7.6271755943569400E+01
2.16180E+02,3.2000731606914800E+01,1.1999999999999900E+02,7.6342452943350600E+01
2.16190E+02,3.2000732244713200E+01,1.1999999999999900E+02,7.6413150014940400E+01
2.16200E+02,3.2000732882510900E+01,1.1999999999999900E+02,7.6483847157961900E+01
2.16210E+02,3.2000733520307900E+01,1.1999999999999900E+02,7.6554544372040100E+01
2.16220E+02,3.2000734158104300E+01,1.1999999999999900E+02,7.6625241656801800E+01
2.16230E+02,3.2000734795900100E+01,1.1999999999999900E+02,7.6695939011875900E+01
2.16240E+02,3.2000735433695200E+01,1.1999999999999900E+02,7.6766636436893300E+01
2.16250E+02,3.2000736071489700E+01,1.1999999999999900E+02,7.6837333931486800E+01
2.16260E+02,3.2000736709283600E+01,1.1999999999999900E+02,7.6908031495291000E+01
2.16270E+02,3.2000737347076800E+01,1.1999999999999900E+02,7.6978729127942700E+01
2.16280E+02,3.2000737984869400E+01,1.1999999999999900E+02,7.7049426829080200E+01
2.16290E+02,3.2000738622661400E+01,1.1999999999999900E+02,7.7120124598344200E+01
2.16300E+02,3.2000739260452800E+01,1.1999999999999900E+02,7.7190822435376800E+01
2.16310E+02,3.2000739898243600E+01,1.1999999999999900E+02,7.7261520339822200E+01
2.16320E+02,3.2000740536033700E+01,1.1999999999999900E+02,7.7332218311326600E+01
2.16330E+02,3.2000741173823200E+01,1.1999999999999900E+02,7.7402916349537900E+01
2.16340E+02,3.2000741811612200E+01,1.1999999999999900E+02,7.7473614454105800E+01
2.16350E+02,3.2000742449400500E+01,1.1999999999999900E+02,7.7544312624681900E+01
2.16360E+02,3.2000743087188200E+01,1.1999999999999900E+02,7.7615010860919700E+01
2.16370E+02,3.2000743724975400E+01,1.1999999999999900E+02,7.7685709162474500E+01
2.16380E+02,3.2000744362761900E+01,1.1999999999999900E+02,7.7756407529003300E+01
2.16390E+02,3.2000745000547800E+01,1.1999999999999900E+02,7.7827105960165000E+01
2.16400E+02,3.2000745638333200E+01,1.1999999999999900E+02,7.7897804455620200E+01
2.16410E+02,3.2000746276118000E+01,1.1999999999999900E+02,7.7968503015031500E+01
2.16420E+02,3.2000746913902200E+01,1.1999999999999900E+02,7.8039201638062900E+01
2.16430E+02,3.2000747551685800E+01,1.1999999999999900E+02,7.8109900324380600E+01
2.16440E+02,3.2000748189468900E+01,1.1999999999999900E+02,7.8180599073652200E+01
2.16450E+02,3.2000748827251300E+01,1.1999999999999900E+02,7.8251297885547200E+01
2.16460E+02,3.2000749465033200E+01,1.1999999999999900E+02,7.8321996759736900E+01
2.16470E+02,3.2000750102814600E+01,1.1999999999999900E+02,7.8392695695894100E+01
2.16480E+02,3.2000750740595400E+01,1.1999999999999900E+02,7.8463394693693500E+01
2.16490E+02,3.2000751378375600E+01,1.1999999999999900E+02,7.8534093752811600E+01
2.16500E+02,3.2000752016155200E+01,1.1999999999999900E+02,7.8604792872926300E+01
2.16510E+02,3.2000752653934300E+01,1.1999999999999900E+02,7.8675492053717500E+01
2.16520E+02,3.2000753291712900E+01,1.1999999999999900E+02,7.8746191294866500E+01
2.16530E+02,3.2000753929490900E+01,1.1999999999999900E+02,7.8816890596056500E+01
2.16540E+02,3.2000754567268400E+01,1.1999999999999900E+02,7.8887589956972200E+01
2.16550E+02,3.2000755205045300E+01,1.1999999999999900E+02,7.8958289377300100E+01
2.16560E+02,3.2000755842821700E+01,1.1999999999999900E+02,7.9028988856728300E+01
2.16570E+02,3.2000756480597500E+01,1.1999999999999900E+02,7.9099688394946500E+01
2.16580E+02,3.2000757118372800E+01,1.1999999999999900E+02,7.9170387991646000E+01
2.16590E+02,3.2000757756147600E+01,1.1999999999999900E+02,7.9241087646519800E+01
2.16600E+02,3.2000758393921800E+01,1.1999999999999900E+02,7.9311787359262400E+01
2.16610E+02,3.2000759031695500E+01,1.1999999999999900E+02,7.9382487129570100E+01
2.16620E+02,3.2000759669468700E+01,1.1999999999999900E+02,7.9453186957140600E+01
2.16630E+02,3.2000760307241400E+01,1.1999999999999900E+02,7.9523886841673300E+01
2.16640E+02,3.2000760945013600E+01,1.1999999999999900E+02,7.9594586782869100E+01
2.16650E+02,3.2000761582785200E+01,1.1999999999999900E+02,7.9665286780430600E+01
2.16660E+02,3.2000762220556300E+01,1.1999999999999900E+02,7.9735986834061800E+01
2.16670E+02,3.2000762858327000E+01,1.1999999999999900E+02,7.9806686943468300E+01
2.16680E+02,3.2000763496097100E+01,1.1999999999999900E+02,7.9877387108357400E+01
2.16690E+02,3.2000764133866700E+01,1.1999999999999900E+02,7.9948087328437700E+01
2.16700E+02,3.2000764771635800E+01,1.1999999999999900E+02,8.0018787603419500E+01
2.16710E+02,3.2000765409404400E+01,1.1999999999999900E+02,8.0089487933014500E+01
2.16720E+02,3.2000766047172500E+01,1.1999999999999900E+02,8.0160188316936000E+01
2.16730E+02,3.2000766684940100E+01,1.1999999999999900E+02,8.0230888754898800E+01
2.16740E+02,3.2000767322707200E+01,1.1999999999999900E+02,8.0301589246619300E+01
2.16750E+02,3.2000767960473900E+01,1.1999999999999900E+02,8.0372289791815000E+01
2.16760E+02,3.2000768598240000E+01,1.1999999999999900E+02,8.0442990390205400E+01
2.16770E+02,3.2000769236005700E+01,1.1999999999999900E+02,8.0513691041511100E+01
2.16780E+02,3.2000769873770900E+01,1.1999999999999900E+02,8.0584391745454300E+01
2.16790E+02,3.2000770511535600E+01,1.1999999999999900E+02,8.0655092501758600E+01
2.16800E+02,3.2000771149299800E+01,1.1999999999999900E+02,8.0725793310149300E+01
2.16810E+02,3.2000771787063500E+01,1.1999999999999900E+02,8.0796494170352700E+01
2.16820E+02,3.2000772424826800E+01,1.1999999999999900E+02,8.0867195082096900E+01
2.16830E+02,3.2000773062589600E+01,1.1999999999999900E+02,8.0937896045111400E+01
2.16840E+02,3.2000773700352000E+01,1.1999999999999900E+02,8.1008597059126900E+01
2.16850E+02,3.2000774338113900E+01,1.1999999999999900E+02,8.1079298123875600E+01
2.16860E+02,3.2000774975875300E+01,1.1999999999999900E+02,8.1149999239091300E+01
2.16870E+02,3.2000775613636200E+01,1.1999999999999900E+02,8.1220700404509000E+01
2.16880E+02,3.2000776251396700E+01,1.1999999999999900E+02,8.1291401619865100E+01
2.16890E+02,3.2000776889156800E+01,1.1999999999999900E+02,8.1362102884897400E+01
2.16900E+02,3.2000777526916400E+01,1.1999999999999900E+02,8.1432804199345100E+01
2.16910E+02,3.2000778164675500E+01,1.1999999999999900E+02,8.1503505562948900E+01
2.16920E+02,3.2000778802434200E+01,1.1999999999999900E+02,8.1574206975450600E+01
2.16930E+02,3.2000779440192400E+01,1.1999999999999900E+02,8.1644908436593500E+01
2.16940E+02,3.2000780077950300E+01,1.1999999999999900E+02,8.1715609946122300E+01
2.16950E+02,3.2000780715707600E+01,1.1999999999999900E+02,8.1786311503782900E+01
2.16960E+02,3.2000781353464500E+01,1.1999999999999900E+02,8.1857013109322600E+01
2.16970E+02,3.2000781991221000E+01,1.1999999999999900E+02,8.1927714762490200E+01
2.16980E+02,3.2000782628977100E+01,1.1999999999999900E+02,8.1998416463035400E+01
2.16990E+02,3.2000783266732700E+01,1.1999999999999900E+02,8.2069118210709700E+01
2.17000E+02,3.2000783904487900E+01,1.1999999999999900E+02,8.2139820005265500E+01
2.17010E+02,3.2000784542242600E+01,1.1999999999999900E+02,8.2210521846456800E+01
2.17020E+02,3.2000785179997000E+01,1.1999999999999900E+02,8.2281223734038700E+01
2.17030E+02,3.2000785817750900E+01,1.1999999999999900E+02,8.2351925667767700E+01
2.17040E+02,3.2000786455504400E+01,1.1999999999999900E+02,8.2422627647401500E+01
2.17050E+02,3.2000787093257500E+01,1.1999999999999900E+02,8.2493329672699000E+01
2.17060E+02,3.2000787731010100E+01,1.1999999999999900E+02,8.2564031743420600E+01
2.17070E+02,3.2000788368762400E+01,1.1999999999999900E+02,8.2634733859327900E+01
2.17080E+02,3.2000789006514200E+01,1.1999999999999900E+02,8.2705436020183500E+01
2.17090E+02,3.2000789644265600E+01,1.1999999999999900E+02,8.2776138225751400E+01
2.17100E+02,3.2000790282016600E+01,1.1999999999999900E+02,8.2846840475797100E+01
2.17110E+02,3.2000790919767200E+01,1.1999999999999900E+02,8.2917542770086900E+01
2.17120E+02,3.2000791557517400E+01,1.1999999999999900E+02,8.2988245108388600E+01
2.17130E+02,3.2000792195267200E+01,1.1999999999999900E+02,8.3058947490471000E+01
2.17140E+02,3.2000792833016700E+01,1.1999999999999900E+02,8.3129649916104500E+01
2.17150E+02,3.2000793470765700E+01,1.1999999999999900E+02,8.3200352385060300E+01
2.17160E+02,3.2000794108514300E+01,1.1999999999999900E+02,8.3271054897111000E+01
2.17170E+02,3.2000794746262500E+01,1.1999999999999900E+02,8.3341757452030300E+01
2.17180E+02,3.2000795384010300E+01,1.1999999999999900E+02,8.3412460049593200E+01
2.17190E+02,3.2000796021757700E+01,1.1999999999999900E+02,8.3483162689575800E+01
2.17200E+02,3.2000796659504800E+01,1.1999999999999900E+02,8.3553865371755500E+01
2.17210E+02,3.2000797297251400E+01,1.1999999999999900E+02,8.3624568095910600E+01
2.17220E+02,3.2000797934997700E+01,1.1999999999999900E+02,8.3695270861820900E+01
2.17230E+02,3.2000798572743600E+01,1.1999999999999900E+02,8.3765973669267000E+01
2.17240E+02,3.2000799210489100E+01,1.1999999999999900E+02,8.3836676518031100E+01
2.17250E+02,3.2000799848234300E+01,1.1999999999999900E+02,8.3907379407896000E+01
2.17260E+02,3.2000800485979000E+01,1.1999999999999900E+02,8.3978082338646200E+01
2.17270E+02,3.2000801123723400E+01,1.1999999999999900E+02,8.4048785310066800E+01
2.17280E+02,3.2000801761467400E+01,1.1999999999999900E+02,8.4119488321944500E+01
2.17290E+02,3.2000802399211100E+01,1.1999999999999900E+02,8.4190191374066700E+01
2.17300E+02,3.2000803036954300E+01,1.1999999999999900E+02,8.4260894466222300E+01
2.17310E+02,3.2000803674697300E+01,1.1999999999999900E+02,8.4331597598201100E+01
2.17320E+02,3.2000804312439800E+01,1.1999999999999900E+02,8.4402300769793900E+01
2.17330E+02,3.2000804950182000E+01,1.1999999999999900E+02,8.4473003980792900E+01
2.17340E+02,3.2000805587923800E+01,1.1999999999999900E+02,8.4543707230991100E+01
2.17350E+02,3.2000806225665300E+01,1.1999999999999900E+02,8.4614410520182800E+01
2.17360E+02,3.2000806863406400E+01,1.1999999999999900E+02,8.4685113848163200E+01
2.17370E+02,3.2000807501147100E+01,1.1999999999999900E+02,8.4755817214728800E+01
2.17380E+02,3.2000808138887500E+01,1.1999999999999900E+02,8.4826520619676900E+01
2.17390E+02,3.2000808776627600E+01,1.1999999999999900E+02,8.4897224062806100E+01
2.17400E+02,3.2000809414367300E+01,1.1999999999999900E+02,8.4967927543915800E+01
2.17410E+02,3.2000810052106600E+01,1.1999999999999900E+02,8.5038631062806800E+01
2.17420E+02,3.2000810689845600E+01,1.1999999999999900E+02,8.5109334619280600E+01
