mag_x (uT),mag_y (uT),mag_z (uT)
1.653979038626600229e+01,1.254858109911199726e+01,4.682576482698030418e+01
1.652461889860773780e+01,1.255716081665869410e+01,4.681532217621623460e+01
1.653123115137896804e+01,1.256910176111070321e+01,4.681456379701185000e+01
1.654113240795293649e+01,1.255807959273483654e+01,4.682318471584300568e+01
1.653437774342335231e+01,1.255889865303359265e+01,4.682465985414698650e+01
1.652850872122469283e+01,1.256122513133738217e+01,4.682449494458315797e+01
1.653594016192563743e+01,1.257887193776808132e+01,4.682522775344305899e+01
1.655731805653919508e+01,1.256132993507137030e+01,4.682794241808952762e+01
1.654317498084021310e+01,1.257977214368769481e+01,4.681249417700421134e+01
1.655308572267606593e+01,1.255728887773200952e+01,4.682936419144206752e+01
1.653680866159757556e+01,1.260006994969678829e+01,4.681682905485186552e+01
1.654253601794717454e+01,1.257443253547776152e+01,4.682971997471195635e+01
1.652177468498932456e+01,1.257147858963145559e+01,4.682802632170111679e+01
1.654286222235245774e+01,1.256657175547935168e+01,4.681896863839979517e+01
1.655424987002552584e+01,1.256088144907226578e+01,4.682146487964191550e+01
1.653778116349919003e+01,1.255998754472080670e+01,4.682902172142027553e+01
1.655645395694323696e+01,1.255572100089859866e+01,4.680312509973715862e+01
1.654710208016620143e+01,1.256662070966198996e+01,4.682454839844054106e+01
1.653814401432710213e+01,1.257706006426032808e+01,4.681693193265627428e+01
1.651827370349607804e+01,1.257038205644426654e+01,4.679168950108629588e+01
1.653667238497305192e+01,1.257759986372374783e+01,4.682021667647720164e+01
1.654017844757594347e+01,1.257406388400992725e+01,4.682254324504884124e+01
1.654737128310709693e+01,1.258243118597597210e+01,4.682207971249056300e+01
1.653992831959278575e+01,1.257713684695682943e+01,4.681034307016569329e+01
1.651924603183221407e+01,1.257140821555641352e+01,4.682730139958663784e+01
1.654210825059867318e+01,1.256107989179935025e+01,4.683010930136815375e+01
1.653235944504533705e+01,1.254420634958735725e+01,4.681453342110940952e+01
1.652569108129391040e+01,1.257234993908323339e+01,4.681471595411279196e+01
1.654848516629417787e+01,1.257196744693924195e+01,4.682130829274518646e+01
1.653965017831753315e+01,1.257898467200375947e+01,4.682651806665774075e+01
1.653755789985256541e+01,1.257439445059688055e+01,4.681655397086103676e+01
1.654633405790763945e+01,1.257253906966240464e+01,4.682343015300725853e+01
1.654534015214252918e+01,1.256530674143747106e+01,4.681290661725721236e+01
1.654380232214065671e+01,1.258023119174819904e+01,4.681314759256292746e+01
1.654688654253390823e+01,1.255930854569767341e+01,4.681587028657689586e+01
1.653926076939399081e+01,1.257366862899092652e+01,4.683240125729327730e+01
1.653520914654052376e+01,1.259755983351481490e+01,4.682368734988327219e+01
1.653522166291989137e+01,1.257047998521043830e+01,4.683366886104101212e+01
1.651974073347711425e+01,1.257873545232728318e+01,4.680834479075094379e+01
1.654602912516190827e+01,1.255548078552250324e+01,4.682270728818631511e+01
1.652847784003571974e+01,1.256128931029059004e+01,4.684596334939818263e+01
1.654183547594761095e+01,1.255569262475695425e+01,4.682467722075168837e+01
1.653366154421896184e+01,1.256878081767471933e+01,4.682200371582286635e+01
1.654746132039192474e+01,1.257307782675496277e+01,4.682156914287632077e+01
1.653558629983216122e+01,1.256625117853932849e+01,4.681734955191507908e+01
1.652997554126934432e+01,1.256181337845893253e+01,4.681937054030831291e+01
1.654730924783806856e+01,1.254677896900295764e+01,4.683155306293390652e+01
1.657009676162106260e+01,1.258249040161987509e+01,4.682469717473825455e+01
1.653197831742431845e+01,1.256743076950733773e+01,4.681871526244561466e+01
1.654616596617297475e+01,1.258521021010122176e+01,4.681769811649983382e+01
1.653946548046675602e+01,1.257166034694745349e+01,4.682887197874328677e+01
1.653962802124295450e+01,1.255924759753008146e+01,4.679833957999973393e+01
1.654899218668984062e+01,1.256359972441082284e+01,4.681321110372363137e+01
1.654201374453549889e+01,1.256483662327138617e+01,4.681407603621627089e+01
1.655043757288414596e+01,1.257520852445210657e+01,4.680849440699390129e+01
1.653232341301367825e+01,1.257067665847500848e+01,4.681769474495462191e+01
1.654407199451989996e+01,1.255663137839552057e+01,4.681379585542689625e+01
1.654614846562325425e+01,1.257172085786673144e+01,4.682902619759491358e+01
1.655495158200035632e+01,1.257127669761330324e+01,4.682848524945516289e+01
1.654933247079330627e+01,1.257017913644654250e+01,4.682727025037724644e+01
1.653010036327779630e+01,1.257722527347559272e+01,4.683827637801071830e+01
1.653553814120711962e+01,1.257412943305824271e+01,4.681848228493127806e+01
1.653626968758041826e+01,1.256861037034152950e+01,4.682649029813349983e+01
1.652166684632103966e+01,1.256535006679208877e+01,4.684250026903501407e+01
1.653979151787432400e+01,1.258420350448709080e+01,4.682971961979772857e+01
1.652288395852387382e+01,1.256940366453504154e+01,4.682773733371440272e+01
1.654455156368863911e+01,1.257075702281466967e+01,4.681663273580888074e+01
1.654299540901799048e+01,1.256713361970564335e+01,4.681343003366241362e+01
1.653942440009786452e+01,1.256437404883830133e+01,4.682069200678011356e+01
1.653703673294393184e+01,1.258981216170144890e+01,4.682332563836953199e+01
1.655031308464404560e+01,1.257072667421918588e+01,4.682132146059682754e+01
1.653949888039096550e+01,1.257489823461724754e+01,4.682088423640480812e+01
1.656074408228429107e+01,1.256892044024337274e+01,4.680654887090619098e+01
1.654407055404989535e+01,1.256011180698849650e+01,4.681609119220996007e+01
1.655071249188133820e+01,1.257108925946934619e+01,4.682188444364757629e+01
1.653226050479314324e+01,1.255201641946912083e+01,4.682946092910451341e+01
1.653289564505914555e+01,1.256793930450861119e+01,4.683440066689023240e+01
1.652613861621587787e+01,1.257659321259823493e+01,4.682568491229476138e+01
1.654327221680569693e+01,1.258382960085754121e+01,4.682915527137608080e+01
1.652557093249660625e+01,1.256694230771647547e+01,4.681111493244629429e+01
1.652813021454959852e+01,1.256334339656791244e+01,4.682633956493127414e+01
1.653989860705424064e+01,1.255572133140166713e+01,4.681354801752829076e+01
1.653948970834853327e+01,1.256596934359259876e+01,4.680797112902237700e+01
1.652967431824259137e+01,1.255767822663923283e+01,4.682846490822447549e+01
1.652384014972136583e+01,1.256673386753930188e+01,4.681453545429005914e+01
1.653367604875763064e+01,1.255919152995716992e+01,4.681613312925267678e+01
1.652752386463461320e+01,1.253775134441528394e+01,4.680958006222882517e+01
1.652745225485276492e+01,1.259213170479153376e+01,4.684086758790092375e+01
1.653750796244232291e+01,1.255967322988294299e+01,4.681235971552971620e+01
1.654564353837091772e+01,1.257241082314582847e+01,4.681615601589908238e+01
1.654067027375180743e+01,1.257909067904403244e+01,4.682408291539719869e+01
1.653514971599946648e+01,1.255229123607580277e+01,4.681788484508611958e+01
1.652934089627643033e+01,1.257006558748864045e+01,4.683235510346622732e+01
1.653384310432149107e+01,1.256908583672825941e+01,4.681698676008767990e+01
1.652611704489067890e+01,1.255664518302531718e+01,4.682324254252512219e+01
1.654502960743723960e+01,1.256892354864271866e+01,4.682452123765646945e+01
1.654161346543272160e+01,1.256807025874770645e+01,4.682183238690944904e+01
1.651383346280086428e+01,1.257118720288756997e+01,4.682240240640047091e+01
1.655151470145236559e+01,1.256942226591671741e+01,4.682952379172949975e+01
1.653184825754444631e+01,1.256588201732411569e+01,4.682154684348699192e+01
1.653455225053270894e+01,1.257883194810934668e+01,4.681480745096607166e+01
1.652957462354331852e+01,1.256304059046025223e+01,4.681826621042424819e+01
1.652917893670353777e+01,1.257740840555221062e+01,4.681968676048260392e+01
1.653310739301155508e+01,1.257727007456458956e+01,4.682583874677953872e+01
1.653609638344441635e+01,1.256890288742321182e+01,4.680956572409403549e+01
1.653255536537423964e+01,1.255465897563007793e+01,4.682276969026010249e+01
1.654292096098997078e+01,1.254487149534952373e+01,4.680033231402626370e+01
1.654130341894618894e+01,1.255333967773615989e+01,4.679884514801779716e+01
1.652981026010147403e+01,1.257575147860352871e+01,4.682712742856165278e+01
1.654513525106350968e+01,1.258108141610357755e+01,4.680649139351586996e+01
1.655401704525035456e+01,1.256020364813562473e+01,4.682416313828750276e+01
1.653033984174421889e+01,1.258233539788529320e+01,4.682546874466131470e+01
1.653368433717972508e+01,1.258064664495949891e+01,4.682514495822634615e+01
1.654113368730381239e+01,1.255727290390684736e+01,4.680571433736241005e+01
1.653094402833589527e+01,1.258347065355028072e+01,4.682305440645359340e+01
1.654305312873307798e+01,1.257290733344205158e+01,4.681947086039231465e+01
1.652781978083481818e+01,1.255890961293844121e+01,4.682824516774876145e+01
1.653399581943723362e+01,1.255753656798828111e+01,4.680037491955278739e+01
1.654162892036357846e+01,1.255812207782827983e+01,4.682049916749828355e+01
1.652793186809788040e+01,1.255635661715886364e+01,4.683132202244951259e+01
1.652511547048041152e+01,1.257059857926025082e+01,4.683546550176625800e+01
1.652015544294020089e+01,1.256785053443624811e+01,4.680220699922181637e+01
1.654081439283089949e+01,1.258375565746047897e+01,4.681200566694098342e+01
1.653582023880995067e+01,1.257275106873460935e+01,4.681872146193330053e+01
1.653780111340730485e+01,1.257347088673579449e+01,4.682198803126839692e+01
1.652301431679693522e+01,1.256888279376693518e+01,4.683823959956636429e+01
1.653703990098068743e+01,1.255045740274149146e+01,4.681525444723672535e+01
1.651929970844723528e+01,1.258097283948441181e+01,4.682803329718795027e+01
1.653993703975476492e+01,1.257308724585416648e+01,4.681507092692127259e+01
1.654157783083591227e+01,1.258513384690413872e+01,4.680330536311461742e+01
1.654843545937910676e+01,1.257458703315489146e+01,4.681716193859595876e+01
1.653267424253902007e+01,1.256523014669041594e+01,4.681531239105900966e+01
1.653432814707008802e+01,1.257533806471857041e+01,4.683695186641188712e+01
1.655338800415465172e+01,1.256833952026420143e+01,4.682271583615666088e+01
1.653759690436003638e+01,1.256936794071021346e+01,4.682156681688324085e+01
1.652568087718954359e+01,1.258057081522123610e+01,4.681186234993771222e+01
1.654376470050188885e+01,1.256765725700477887e+01,4.681184833718749161e+01
1.653351213228069128e+01,1.256147168090844879e+01,4.680981212088897081e+01
1.652682238771164691e+01,1.255888781396335929e+01,4.681152802231148513e+01
1.654426001958179882e+01,1.257529256290247588e+01,4.682646742884296032e+01
1.652708120270228065e+01,1.256224130691109941e+01,4.681669663955931071e+01
1.653526326675076774e+01,1.258819227943631702e+01,4.681276164949844087e+01
1.653956806452427841e+01,1.257114296601210235e+01,4.681946006252739778e+01
1.654585377185764372e+01,1.256209447749023234e+01,4.681415760298803264e+01
1.654718500296112893e+01,1.256029003966573399e+01,4.682981075043527852e+01
1.654904307529511698e+01,1.256109504156152745e+01,4.682010697596802373e+01
1.651374995193611994e+01,1.254160901731713196e+01,4.683028950514636790e+01
1.654287325155894450e+01,1.256252921572664683e+01,4.681881468656781209e+01
1.654300798114641680e+01,1.258701005251165306e+01,4.680864009600635001e+01
1.652167513656518949e+01,1.256267803726916554e+01,4.682738250968149174e+01
1.654859757075583104e+01,1.259054499769768221e+01,4.682823492605646010e+01
1.654008678658028586e+01,1.254038438549284962e+01,4.681919232423499722e+01
1.652946778069703981e+01,1.256744855918847392e+01,4.681373579541515539e+01
1.655638452906759284e+01,1.255774757550956267e+01,4.682058356729939419e+01
1.654958249714833940e+01,1.257223382278041868e+01,4.679802638644754609e+01
1.655163266440909098e+01,1.256899506388749721e+01,4.682704861451991007e+01
1.655215976298115166e+01,1.255682020724087344e+01,4.681206190388380861e+01
1.652584463873438381e+01,1.256527918176022318e+01,4.680940051586745199e+01
1.653476109313875497e+01,1.255286277308548293e+01,4.681388947649259080e+01
1.653414114517002886e+01,1.260257523183256723e+01,4.680097955340791316e+01
1.653220005196290288e+01,1.256519381448716643e+01,4.682029646834079273e+01
1.654929730055638615e+01,1.255818446701897528e+01,4.682442208211581658e+01
1.653756986630388326e+01,1.256911261604155072e+01,4.681734656447952858e+01
1.654084204283996229e+01,1.256071321762385828e+01,4.683284559364224009e+01
1.654977663296443424e+01,1.257186485391627784e+01,4.683761612670680563e+01
1.652970681354975468e+01,1.255420024082411956e+01,4.682993922835579781e+01
1.653184537527345555e+01,1.257432726790118771e+01,4.681767376861150609e+01
1.655170758946996656e+01,1.255939140241038388e+01,4.680709578387030234e+01
1.653380236513346091e+01,1.255007010332686690e+01,4.681416408178319699e+01
1.653523161775347816e+01,1.256749180540609956e+01,4.683032615775289287e+01
1.652015892580541490e+01,1.255976050585022108e+01,4.680352525169491429e+01
1.655272482424485148e+01,1.255866185373702137e+01,4.680515693047403403e+01
1.654826809263576948e+01,1.257765112956275644e+01,4.681285076155322145e+01
1.654446976794103819e+01,1.255512276723538179e+01,4.682327247722017916e+01
1.653929189092648500e+01,1.256795848337093879e+01,4.682641220573269436e+01
1.651763438495185810e+01,1.257380913188511684e+01,4.682889683197291930e+01
1.653793065846011601e+01,1.256672704246165040e+01,4.681751536524044610e+01
1.655037317079950654e+01,1.255240461401440477e+01,4.682665544322205875e+01
1.653033925035138196e+01,1.255503427294269692e+01,4.682459729271491966e+01
1.653184032546083060e+01,1.257677169230092140e+01,4.682778730400832501e+01
1.654897837940041327e+01,1.255950733443262024e+01,4.682604192101041463e+01
1.655586772481490954e+01,1.256305477026997863e+01,4.682566654487546032e+01
1.653568903413561486e+01,1.256059431544949767e+01,4.681754146014972662e+01
1.652290289060609041e+01,1.255375141053670696e+01,4.681846286498228693e+01
1.655571448510637111e+01,1.255698524631817925e+01,4.680593119667671687e+01
1.654638817288662977e+01,1.256400320966044326e+01,4.683612764054542765e+01
1.653832501057100757e+01,1.257823355132511622e+01,4.683491373605590269e+01
1.653172824841598754e+01,1.257602546372075558e+01,4.681597149992619222e+01
1.652789525496473644e+01,1.256226824304435574e+01,4.682031045990187579e+01
1.653429741488352178e+01,1.258274155292778751e+01,4.681428228631589405e+01
1.653542555272705883e+01,1.256929926122542440e+01,4.682061605116238212e+01
1.652438126343938407e+01,1.256692076569113148e+01,4.681305335832003323e+01
1.653901443234233426e+01,1.256708780675328185e+01,4.680754787867379463e+01
1.654822309707593320e+01,1.255866757305333614e+01,4.682536761414273485e+01
1.653613915545291491e+01,1.256839103678881386e+01,4.682394211200016088e+01
1.653902072982242188e+01,1.257238492853509904e+01,4.682705271316330453e+01
1.656765947568948505e+01,1.257499485283752350e+01,4.683853426404927944e+01
1.655254078962829922e+01,1.256427026848781026e+01,4.682341886081909621e+01
1.655233075740533266e+01,1.256524894302002693e+01,4.682003371944450976e+01
1.652995180919375073e+01,1.257844696644303717e+01,4.683829066508425853e+01
1.653116837369712044e+01,1.256457080342767263e+01,4.680696499538262145e+01
1.654007658504183098e+01,1.257243321208227194e+01,4.683880247427245536e+01
1.656230110015278356e+01,1.256285614047035892e+01,4.681530422245938894e+01
1.655325582076166313e+01,1.257284013861104022e+01,4.684188391059666401e+01
1.656228985270515253e+01,1.255870147264438863e+01,4.681142812717406088e+01
1.654036219878845060e+01,1.256851674634943983e+01,4.683941089109925571e+01
1.653870447862837167e+01,1.257098770451005265e+01,4.681718854967562038e+01
1.653447612554517221e+01,1.255842249013281098e+01,4.683156963053026800e+01
1.653870135712506695e+01,1.257299982918870995e+01,4.682133347448764482e+01
1.653799339677121338e+01,1.255338911846251015e+01,4.684142122747689996e+01
1.652525085730984244e+01,1.257681730199193026e+01,4.682897638570713639e+01
1.655467734159785564e+01,1.255707091099438699e+01,4.680734482058216628e+01
1.655491566790555424e+01,1.255879124796974011e+01,4.683327214610932998e+01
1.654397893977477807e+01,1.255169932761507212e+01,4.681730583162099180e+01
1.656254179078080213e+01,1.255517504703684573e+01,4.680734446666338044e+01
1.653048673989530926e+01,1.256253284973510986e+01,4.681910580466707472e+01
1.654314993062728334e+01,1.255793685784885305e+01,4.682107900512289689e+01
1.654743419886931122e+01,1.258638172911872211e+01,4.681831730457296459e+01
1.652933593722771377e+01,1.258277521421648792e+01,4.683122824335120526e+01
1.653973686432827606e+01,1.256920358605447774e+01,4.683132696788197791e+01
1.652606294978064838e+01,1.256664746938119670e+01,4.682708870866239437e+01
1.651533574659906378e+01,1.257631236010388243e+01,4.682109811494211726e+01
1.652657275594189557e+01,1.256651300601016530e+01,4.684131110338432080e+01
1.653511217379426057e+01,1.257964599358956903e+01,4.681794447260029557e+01
1.652691250718684657e+01,1.257008131047060751e+01,4.682866372779948705e+01
1.655606064312754455e+01,1.256684612596801287e+01,4.682004660358552428e+01
1.651661444895146147e+01,1.258431367828200464e+01,4.681590346015295978e+01
1.652681566809397751e+01,1.257001042837214477e+01,4.681989272152278403e+01
1.653345923882740820e+01,1.256982184499275590e+01,4.681674368364271288e+01
1.653351585991087092e+01,1.256009824218410920e+01,4.683046860502547304e+01
1.653526915650734352e+01,1.257522570883930868e+01,4.680790023808827982e+01
1.653410507780927929e+01,1.256648947548697315e+01,4.682268647493916802e+01
1.653705416194244648e+01,1.255701206331111131e+01,4.683355532252689102e+01
1.654125779249816119e+01,1.255371342329565110e+01,4.684005789968084343e+01
1.653385832015744228e+01,1.255850060340409335e+01,4.682644196351276378e+01
1.652011613004245305e+01,1.256858642113685676e+01,4.682731125728012245e+01
1.656278493811933217e+01,1.257145514001208753e+01,4.681785960414231340e+01
1.654712875499572533e+01,1.257722551358467200e+01,4.681768484185922574e+01
1.653174779053935595e+01,1.255722779664854194e+01,4.681958969645172175e+01
1.652004306761207530e+01,1.256081159217978893e+01,4.681203614735587593e+01
1.653488890583770043e+01,1.255653215499040165e+01,4.680686168937784686e+01
1.654015940391472839e+01,1.257048843693958950e+01,4.684247728460145055e+01
1.654234682424101166e+01,1.256798630028252184e+01,4.682840561259110501e+01
1.653855243362548677e+01,1.255789995262670367e+01,4.681426750718572549e+01
1.652917684375744045e+01,1.258275368587223753e+01,4.681145366577448641e+01
1.653245274435594325e+01,1.257234676481870395e+01,4.682808946821199214e+01
1.654650255739582576e+01,1.256581378142029592e+01,4.682705621657711959e+01
1.653448567785362400e+01,1.255733272547581159e+01,4.682147890866758644e+01
1.653838741361664688e+01,1.257622858678086608e+01,4.682364742215209219e+01
1.654472163901542459e+01,1.257303964417433662e+01,4.682024255346789232e+01
1.653219918002038824e+01,1.255747477621743258e+01,4.682091847495988901e+01
1.653108192848669233e+01,1.256986328799886188e+01,4.681661523489025711e+01
1.653914695497150689e+01,1.256632385916063477e+01,4.682753829503359100e+01
1.655636351333018652e+01,1.258267915061599496e+01,4.681203810560182177e+01
1.655218412123030447e+01,1.255815502933488581e+01,4.683316497417268920e+01
1.654578599725018861e+01,1.256470569775950885e+01,4.682273064002619378e+01
1.651731280319996742e+01,1.257834482766607920e+01,4.680846855313889421e+01
1.653691084533260636e+01,1.255922322271267433e+01,4.682581719690620048e+01
1.655149772274495845e+01,1.256540988700677453e+01,4.682122990626819359e+01
1.652427651325744762e+01,1.257216827426845640e+01,4.681708321748421042e+01
1.652244127479982083e+01,1.258837731250172531e+01,4.682328934331370363e+01
1.652922383969844589e+01,1.257374575984693088e+01,4.682034096482648522e+01
1.655633423834551010e+01,1.256045073043042670e+01,4.682459308224699157e+01
1.653856839557276004e+01,1.257646139807841834e+01,4.682518476137504138e+01
1.653608117679207012e+01,1.256247288945772844e+01,4.680940327463228101e+01
1.653907979656439053e+01,1.256559289256060730e+01,4.682262189798489516e+01
1.653529874912627307e+01,1.257154272209296231e+01,4.681853729735360758e+01
1.654688640342326167e+01,1.255978592035435781e+01,4.682627289684712935e+01
1.655070084890002136e+01,1.257730035856661743e+01,4.682548068886286075e+01
1.654750992175359059e+01,1.256540815598443750e+01,4.683110263069291790e+01
1.653380596443600581e+01,1.256869691892356933e+01,4.681334503235603961e+01
1.655041988626086535e+01,1.257773593524871636e+01,4.682240507080479830e+01
1.655146733511471169e+01,1.256865935360890596e+01,4.682992636793608199e+01
1.652503009811747603e+01,1.258151641781885210e+01,4.682228616603421045e+01
1.653451076713508172e+01,1.256813788854137215e+01,4.681508662372780805e+01
1.655413746808743625e+01,1.257030207783245146e+01,4.680650080193239404e+01
1.652768792438247303e+01,1.257167959729756923e+01,4.681849923231031596e+01
1.654813935787514012e+01,1.256205651804146939e+01,4.682728149851840271e+01
1.651674738766095984e+01,1.256719212876695302e+01,4.682146526544288889e+01
1.654735193956165418e+01,1.256433811068570350e+01,4.680519027504301732e+01
1.654512726605025463e+01,1.256598313996948058e+01,4.681586876643334705e+01
1.651995483308893498e+01,1.256132993833795908e+01,4.683202717589256991e+01
1.655253762687551955e+01,1.256569386505616848e+01,4.680423527861888289e+01
1.653261434117772666e+01,1.257579895214673016e+01,4.681839225471279775e+01
1.653939733850045712e+01,1.256132065056867653e+01,4.683115934274101022e+01
1.653612349734243381e+01,1.260302048132530039e+01,4.681474003302091091e+01
1.654618586666386548e+01,1.256756970833806974e+01,4.681162597124905034e+01
1.653279894540459694e+01,1.255227659690222275e+01,4.681139256179847763e+01
1.653352197699473791e+01,1.255538672579348791e+01,4.681914385703092307e+01
1.652111523303345564e+01,1.257996656078378805e+01,4.681541901875830547e+01
1.653250098760134890e+01,1.256028812566634478e+01,4.681787179730911674e+01
1.652748063089313391e+01,1.255988217354252612e+01,4.682402780863100134e+01
1.654755183325273649e+01,1.257146691958788765e+01,4.680231436729199856e+01
1.652328315916918910e+01,1.257320766523660716e+01,4.682658471485821394e+01
1.654625966890608879e+01,1.257143834585061271e+01,4.680773340491596457e+01
1.654288429165677599e+01,1.257206411459586093e+01,4.682568428913452863e+01
