accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-2.443198956805533398e-03,-1.491321449838349392e-03,-9.797600177959600032e+00
-1.476178036675529666e-03,-1.957403362295276165e-03,-9.805943541918196615e+00
8.993534452803868262e-03,1.496194868750829257e-03,-9.807610664600270312e+00
-3.967337888808188974e-03,6.842063314050101687e-03,-9.797774596262877722e+00
-4.400471349642758739e-03,9.376306961925200134e-03,-9.799411735489703901e+00
-1.570648983840181642e-03,-6.206630241214027141e-04,-9.801850106803074780e+00
4.794598109232404981e-03,-8.736562446255868213e-04,-9.797766062881276383e+00
-2.409217741903466568e-03,-3.140483945824463358e-03,-9.805525998241368058e+00
8.965330212563169410e-04,4.115615369915791126e-03,-9.804420067262269001e+00
1.998708442443799128e-03,-8.162473575795775593e-03,-9.798858075611589058e+00
-1.058098817794511474e-02,-1.803025660153336710e-03,-9.809816265652539613e+00
2.055409968127534966e-03,-4.254321007226902381e-03,-9.807846360050858081e+00
-2.129579669607920694e-03,9.344392834681799348e-04,-9.803123959239833596e+00
-7.578273279916242916e-03,1.574788261420945797e-03,-9.800947472909696145e+00
-1.508266711874529670e-03,3.340725369770202423e-03,-9.795041935801478417e+00
-6.116017095257100453e-03,5.400454824888211401e-03,-9.805760330682010917e+00
8.685760156762022469e-03,6.912897200248032878e-03,-9.804133356120786402e+00
-2.938124997048868238e-03,-5.882574903344747752e-03,-9.802654043802903061e+00
1.914786710504911334e-03,1.398665036442426658e-03,-9.798926874769009032e+00
1.221048957890232597e-03,-3.452116510819814264e-03,-9.802571205589455161e+00
5.144993635102246450e-03,7.692905210196100858e-03,-9.801103029799659083e+00
8.630276668685443048e-03,-1.074392395727007121e-03,-9.804669849930688130e+00
-3.127900788698512180e-03,-6.660079838247531456e-03,-9.806797393270866081e+00
3.474942522742340261e-03,-8.658692444720618789e-03,-9.804988750181738766e+00
7.831570264491580918e-03,5.882700829790209890e-03,-9.800827162240096868e+00
-7.468409384280336573e-05,-3.497022188715606314e-03,-9.794476455268389614e+00
5.879448401445563216e-03,-3.545868107106456930e-04,-9.800950484517397143e+00
-3.024680942931079215e-03,-2.691918266261921974e-03,-9.800995224866328570e+00
-4.573070458006724820e-03,2.025313275586150194e-03,-9.809147990628503067e+00
-5.422149245479773033e-04,-3.716251262562735285e-03,-9.811499583838623195e+00
-2.441597912986175154e-03,6.735903786173312764e-03,-9.807061344207442133e+00
-3.613852582151994767e-04,4.794846523396027217e-03,-9.800201886410224716e+00
-6.236598484771218275e-03,-1.818437079062259782e-03,-9.798904716851767560e+00
2.788424219873919269e-03,-2.571517428423641775e-03,-9.802174429948040668e+00
8.539173970407700973e-03,7.068994095336274784e-04,-9.793788644820853762e+00
-2.665027198539543247e-03,-2.420651887482678719e-03,-9.800892599937972349e+00
-3.163250480816922131e-03,2.050584265949287159e-03,-9.806671168612099976e+00
2.837626832900248548e-03,-1.824440687141813591e-03,-9.806326943249006334e+00
-6.760806848288209055e-03,1.062924301407533988e-02,-9.796546742068874991e+00
-1.153081771471194290e-02,6.564512180439166858e-03,-9.804379160522156411e+00
-4.453601702462354518e-03,3.931383092240224239e-03,-9.800460436438184431e+00
-6.823736968506847154e-03,-1.536106690046435720e-02,-9.804474291698815236e+00
1.723778100181851776e-03,1.142404164833364481e-02,-9.806468717982385286e+00
-3.817361849187273035e-03,-4.047558848922249049e-03,-9.799181427998510330e+00
-1.755918676754539536e-03,2.972444653770369848e-04,-9.800756650277032023e+00
6.201522708852456878e-03,6.118716114226084059e-03,-9.798305579227365669e+00
-6.975379856404989760e-03,-1.169743754219142173e-02,-9.797835340673525906e+00
-4.612010473885916340e-03,5.238601810538006352e-03,-9.803076404608606964e+00
2.564261669284240847e-03,6.369651654506073082e-03,-9.794054811556954121e+00
2.204880957083376735e-03,-2.991815661914554517e-03,-9.800668484528072710e+00
-6.591199492711357667e-03,9.722820005441331378e-05,-9.797205549112591783e+00
-2.838566072307308844e-03,2.645986044280714856e-03,-9.808139117637139748e+00
-4.916135598098851991e-03,-2.402648748042709222e-03,-9.799710441539470906e+00
6.138853145950261964e-03,3.963703906195755432e-03,-9.803191381996549936e+00
-6.065463633420866210e-03,7.439933434512199144e-04,-9.802088236006035515e+00
1.082420458163169032e-03,-1.818586651617439551e-03,-9.802200814677064500e+00
3.071989440666921152e-03,9.068931897078627872e-04,-9.812451424462830474e+00
2.345240809351545807e-04,-1.570792359936136126e-04,-9.811132842976192592e+00
-3.153534852542312292e-03,8.918401100262870335e-03,-9.798150197157426078e+00
-6.720939665177229697e-04,-1.064149607089994072e-02,-9.803080084458358101e+00
-2.836636707243373259e-03,-1.285346359985007313e-02,-9.801172918404668977e+00
-3.399842295345866829e-03,1.350127288011920747e-03,-9.795905119109502124e+00
6.729296733242459000e-03,5.034380161779343152e-03,-9.801264201444396917e+00
-8.695010451899645720e-03,-3.377982852942165107e-03,-9.808880904194202444e+00
-1.976236849203349272e-03,9.186102367361196827e-03,-9.793283991016483725e+00
9.743104250863499505e-04,5.743788590568994420e-03,-9.798921006954389057e+00
1.279621008445938060e-03,4.084686436079314718e-03,-9.798245444362397194e+00
-7.828354839409168084e-04,9.903906977125594494e-04,-9.811122361392119018e+00
2.944557940325717455e-03,8.970033681850290725e-04,-9.798556020253656129e+00
-4.290005485206009432e-03,-6.172886001835554103e-03,-9.799551076398271832e+00
8.282464640723110000e-04,8.286293311822847188e-03,-9.804592520307013004e+00
4.745396131432665782e-03,4.851358179646182538e-03,-9.802879998659536298e+00
-4.515185224365728806e-03,2.783740131767495612e-03,-9.801612967415312738e+00
1.021280641113089110e-03,5.461799286236131840e-03,-9.803412958606863015e+00
2.956400916034978860e-03,3.407899769671429713e-03,-9.809771139735465439e+00
-4.944179159054998274e-03,6.917282234324298104e-03,-9.791818659360536969e+00
5.071623877822625283e-03,-4.398616844216592624e-03,-9.800168182316438603e+00
6.282584945756485191e-03,7.101175430912476209e-03,-9.801265053042682140e+00
5.652872604920056512e-03,-6.837961957256180829e-04,-9.800166072328833522e+00
-1.163949130008024718e-02,-1.225425536384865599e-03,-9.796404910544012523e+00
4.192792828469252275e-03,-5.584248291293442482e-03,-9.803702494965518710e+00
-4.615710049210889135e-03,1.943514744182019529e-03,-9.791990115143430984e+00
-3.496745647172441827e-03,2.701252101051553750e-03,-9.801973975883338852e+00
3.202183295949719097e-03,-8.686893402617084856e-03,-9.803997704413614400e+00
-2.299932208847377951e-03,2.519500845407135828e-03,-9.796850894449201874e+00
-1.551857485865273164e-03,-4.072215228332670602e-04,-9.806640704252970409e+00
-1.565649850922386493e-03,1.059870902887233377e-03,-9.805961281667492813e+00
-2.450813173114903525e-03,3.487311474809533587e-03,-9.807567146673745739e+00
9.124607622980182922e-03,4.271940836798789878e-05,-9.806271376542330387e+00
6.033088907689673677e-04,1.214748751201623995e-03,-9.794686854687435940e+00
3.226611230561301710e-03,-5.198152829518362140e-03,-9.799931311271096845e+00
8.156635431665634414e-03,5.143474423825738703e-03,-9.799158331563276647e+00
2.632116425516983511e-03,9.771256633229434899e-03,-9.808964520460326852e+00
-2.022431353867726019e-04,-3.040594631623698418e-03,-9.807344878220984441e+00
-4.093524989779082773e-03,1.134953039080630402e-03,-9.799946130580632797e+00
-9.790407855854435168e-04,6.301506188702841668e-03,-9.793793120733690571e+00
-7.269461854102972874e-03,4.427054783059148485e-03,-9.805557339102351833e+00
-2.490959335258001103e-03,-1.616793802291215717e-03,-9.800497721349566760e+00
-3.369885247244187778e-03,5.474546503133688631e-03,-9.800121160588574298e+00
-6.853220226194257914e-03,-5.079948074719400734e-03,-9.795565302701929156e+00
-2.380376780590445166e-03,4.389007769726444366e-03,-9.805202010479639796e+00
-2.800699927418546283e-03,-2.133603863860075028e-03,-9.799360359682001587e+00
3.944211196395186123e-04,4.968375570162979031e-03,-9.798919086889577912e+00
4.404772046828183199e-03,-6.531256599679847487e-03,-9.799859506395771191e+00
4.550647419650718259e-04,-2.646922818199623842e-03,-9.807182458318070672e+00
-3.413391093860784157e-03,-2.013450611555661976e-03,-9.806662645933302613e+00
1.858690748560561492e-03,3.384273344672254422e-03,-9.800026671005586110e+00
8.768414994221202310e-03,3.844797704524316549e-03,-9.801249656524786857e+00
-2.573079755934429454e-03,3.160970741684531859e-03,-9.801625874232708924e+00
-4.180388505100007986e-03,2.363232184831507137e-03,-9.803597614053924048e+00
-7.928666166751530131e-03,1.200067867437796371e-04,-9.802929578047269388e+00
-8.234940264231088020e-03,-2.856395521000256680e-03,-9.818400062116095839e+00
5.293462519092684282e-03,-3.646379941263990301e-03,-9.798480097382354259e+00
-7.722188367949732804e-03,-9.284517881085986232e-03,-9.812151338187774741e+00
1.256160553626686424e-02,-5.952031276422721506e-03,-9.811419925005253617e+00
6.279852620080955163e-03,-6.058091824078506646e-03,-9.801709158549105183e+00
-5.400367677268438915e-03,4.914913379365793908e-03,-9.805372600560358975e+00
1.518672917529265013e-03,5.195553353221690068e-03,-9.796397802909632802e+00
2.952598267363513995e-03,-1.542772588162063087e-03,-9.793595798493235804e+00
-3.830573423278922206e-03,-8.639542968800117875e-04,-9.797427148461693491e+00
1.005219038115735992e-02,-2.224367473222640858e-03,-9.798755162898450166e+00
7.167960195564431099e-03,3.555060485502084793e-03,-9.797306507008542553e+00
3.549535741517577739e-03,-2.913415492135902705e-03,-9.806415945368279097e+00
1.855998987181526824e-03,-2.961271634819348368e-04,-9.804722667742213460e+00
3.062389839174616945e-03,-7.282974757804842533e-03,-9.809630308525871811e+00
9.554167005634788933e-05,1.123750460799219190e-02,-9.803582890545872175e+00
-5.715414125825139628e-03,5.933830818495455404e-04,-9.802218811713004243e+00
3.021589692304995321e-04,1.288642515733013369e-03,-9.800907447436841835e+00
1.667227431964611291e-03,-9.806914687147825962e-04,-9.809688350123217049e+00
-8.611637597972197911e-04,4.812396465935724933e-03,-9.802220760151033829e+00
5.622770607165695350e-03,4.638060397339574276e-04,-9.805204417512070947e+00
1.708933004221735094e-03,9.158093360746419678e-03,-9.802645729450260248e+00
5.057991450886698166e-03,6.458497634430045500e-03,-9.800919014127648765e+00
-1.352631548971697717e-03,2.301580573036281739e-03,-9.801643413983763153e+00
-7.742841548810800063e-03,-1.413567238954523391e-03,-9.808367140816873331e+00
-4.606143991428909498e-03,1.509079325053701379e-03,-9.799252766752065469e+00
8.818086170648806830e-06,-6.629735524599159567e-03,-9.793346700363855462e+00
-1.671555361006682797e-03,-3.753740531659983167e-03,-9.791254510930201604e+00
-6.455198530609780605e-03,7.013815114401524345e-03,-9.797400634832285959e+00
1.462558670809095207e-03,5.654140844388091123e-04,-9.794540875380263856e+00
-4.771421925720426178e-03,-2.043773564493484105e-03,-9.802117692552052119e+00
1.210677032753640012e-02,3.248723084933848818e-03,-9.811459761496307053e+00
-9.958610069870756434e-04,-4.816126019698918279e-03,-9.799019056825100549e+00
-6.632565665571139857e-03,2.697731549154625940e-03,-9.803161277136499763e+00
-5.161201756033272255e-03,3.996670731549699200e-03,-9.807281861485279251e+00
5.142964291899402955e-03,4.967940686231283286e-03,-9.807905095104725746e+00
-1.772679472264833671e-03,-1.848613750718099916e-03,-9.807220167376899056e+00
3.211751127454390894e-03,2.686405747439440852e-03,-9.803466273865236502e+00
1.728734692177232414e-03,-9.809762012282161048e-04,-9.801034759772132787e+00
2.960051841397541919e-03,2.493467432034935250e-03,-9.806515938261259890e+00
3.246038800769738848e-03,-7.965864309816201791e-03,-9.803624722517181311e+00
-5.905586068062152263e-04,-8.196338585062098656e-03,-9.799524399245614248e+00
-5.976846719899062306e-03,2.365022308059828125e-03,-9.806802370733811003e+00
-6.012865988864660345e-03,3.506959945558175626e-03,-9.807318726019707000e+00
-1.384519608051135338e-03,2.006297714627815079e-04,-9.803762468744549707e+00
1.138822614640173665e-03,-5.898139220273226956e-05,-9.796556945763791546e+00
2.126838794310583272e-03,3.543935368394453191e-03,-9.808544117107281579e+00
8.515346297094843545e-03,4.908460260729603612e-03,-9.809615172124718896e+00
5.330468251679529312e-03,1.536687635684806565e-03,-9.791189504065497928e+00
-4.285817239959115871e-03,-7.706755099033932993e-03,-9.811765920732748114e+00
-1.816482967886143751e-03,-5.235504458326645065e-03,-9.800381841696758300e+00
-4.025936103569675330e-03,-5.518434929830019634e-04,-9.801792389126047667e+00
