gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
4.073332452747860088e+01,-7.405620422782205026e+01,7.725426276922021884e+00,-1.369649148704831301e-02,1.525265930262796610e-02,3.392011621072164862e-02
4.073329684014152718e+01,-7.405627704986528670e+01,-2.087310721455634788e+00,2.601817409669250625e-02,2.093088930046406795e-02,-7.391588139252375234e-02
4.073333319222954430e+01,-7.405631189544256188e+01,2.906549084478029510e-01,-8.120406272973038075e-02,5.143149109289080201e-02,-8.768035116707480203e-02
4.073331866933278178e+01,-7.405628275224101742e+01,1.358931396061008545e+00,-5.315975086736923066e-02,2.111212462772800100e-02,6.941756643987062603e-02
4.073331717146846387e+01,-7.405629217785323704e+01,-5.493537273336165150e+00,7.834045405353440295e-02,1.055972221717839388e-02,-2.226311741836177471e-02
4.073330778075839476e+01,-7.405628169763248536e+01,-8.141450775590404199e-01,1.345040781148442756e-02,3.224935296796291317e-02,6.316967281840121795e-02
4.073324969228848857e+01,-7.405621533901914688e+01,2.307569045326289370e+00,-4.224533158876309612e-03,-5.168935260531322580e-03,-8.030061481999015149e-02
4.073322290819052682e+01,-7.405621096430408556e+01,-2.679651775749350762e+00,3.410677622848799079e-02,-1.278723547629447357e-02,8.004887162185105043e-02
4.073329883888978031e+01,-7.405620099963715575e+01,-4.491949611101034634e+00,-6.735559326242226280e-03,-2.218146971872300699e-02,-2.036999914736097733e-02
4.073326855484189224e+01,-7.405625615632870051e+01,2.066501580339518895e+01,2.637255397656686207e-02,1.121116556130468817e-01,1.967841302058913333e-02
4.073323422442203423e+01,-7.405619889868383154e+01,1.303959155878290643e-01,5.058954296747734253e-02,-5.485372465095195160e-02,-5.924906507744256978e-03
4.073337986074488271e+01,-7.405629934429686045e+01,-3.810579947201236717e+00,-5.806402348555451953e-02,-3.946537898003407707e-02,-1.180612074867716521e-02
4.073332335758647105e+01,-7.405624971270019330e+01,1.497785040665606715e+01,-1.036106198963736014e-01,-1.542689815026630600e-02,3.041429863091724833e-02
4.073334607670484075e+01,-7.405628250922890743e+01,6.796566265045179911e+00,-7.017294667973891786e-02,-1.023555261802663353e-02,2.524760604487952254e-02
4.073325547969682248e+01,-7.405621514952332518e+01,5.195271019117495115e+00,-5.292262750527505777e-02,5.423256881773533961e-03,9.279732060506212799e-02
4.073337337532875324e+01,-7.405630180176883925e+01,-7.384026985816928956e+00,-4.532103801142423061e-02,-1.084939929184919501e-02,-1.018650505627162299e-02
4.073330329360618407e+01,-7.405622690025654720e+01,-5.028193195068411114e+00,-1.011056658951833137e-01,-4.906454773173985623e-02,-3.577946029369125092e-02
4.073333308522654761e+01,-7.405625578524255559e+01,-1.884865371456397320e-01,3.935375288879400940e-02,-2.947048412189435390e-02,8.407546083203469578e-02
4.073327829811202605e+01,-7.405624216702315721e+01,1.247119371487796258e+01,-6.242862377620178593e-02,6.591568131391652673e-03,-7.483267157411145620e-02
4.073335247268365578e+01,-7.405634098851928115e+01,1.033584244985625844e+01,-4.666985098625195047e-03,-1.600314507997469340e-02,3.671457688123656166e-02
4.073333657473216363e+01,-7.405615318742117381e+01,-7.712864186300357083e+00,-7.300285223099728903e-03,-4.452624052772754387e-02,1.283741736943480871e-01
4.073327634697789534e+01,-7.405633369940538557e+01,-1.170946657933330526e-02,3.682821610610003543e-02,-1.498562363933955005e-02,-3.315261888269396828e-02
4.073325806646926850e+01,-7.405627554846024907e+01,3.308078232628016924e+00,1.611983976144154562e-02,-8.174354812499778911e-02,-1.545171053167180945e-02
4.073338457698428527e+01,-7.405643104002533050e+01,-3.673653697646726890e+00,-9.858433893657296554e-02,3.151142935491683256e-02,-2.048650824262356757e-02
4.073333977364210057e+01,-7.405618202600416566e+01,1.371024250229848196e+00,8.071575158477894973e-02,1.671862618589431415e-02,8.450889861998403486e-04
4.073330554689975713e+01,-7.405637344670749656e+01,-3.552033042726729928e+00,-1.608575794090482194e-02,2.719656701385612940e-02,1.409176681607969897e-02
4.073332378276859345e+01,-7.405622885759419205e+01,-1.055152418721073104e+01,5.126381208064385853e-02,-1.043779125368283212e-01,4.245414541745445858e-02
4.073324136470130696e+01,-7.405622068752997222e+01,-1.100376271571491316e+01,5.360698038878819460e-02,9.016747996574825397e-02,4.815006463235470095e-03
4.073336796459893350e+01,-7.405625743229839486e+01,2.049354917438578561e+00,-5.870735667831750160e-03,4.106812020355334047e-02,-6.545700908549280383e-02
4.073339154449983113e+01,-7.405636031141322917e+01,1.021000054619165986e+00,-1.388000061379583185e-02,2.781013389715836226e-02,6.920883775062824927e-02
4.073337718310578737e+01,-7.405629347948477914e+01,-4.890910014699268338e+00,-7.512721070020943193e-02,-3.927442266291650795e-03,-1.541458964412370340e-02
4.073340926952251806e+01,-7.405615975680086649e+01,4.889382797251982993e+00,7.066359078424359896e-02,-5.971297883476076734e-02,-1.622582817465130847e-02
4.073325558755597342e+01,-7.405619693703619077e+01,-3.180373094631613107e+00,-4.546359514452858602e-02,-2.982480074279935181e-02,-1.487494411134004935e-02
4.073341926126570200e+01,-7.405630245950995061e+01,-6.658394251872067571e+00,5.404298150956853702e-02,1.853753589236652524e-02,1.963936755059725314e-02
4.073325086431933784e+01,-7.405631916793039693e+01,4.365167658515684224e+00,5.532839624448226273e-02,-7.521184007814420147e-02,-5.237859791191753697e-03
4.073330890627030954e+01,-7.405631623336891778e+01,2.883951588625125240e+00,8.491636114567523153e-02,5.224625128499720689e-02,-5.648080817445229329e-02
4.073334049585723449e+01,-7.405625680562273772e+01,-3.800635822054490909e+00,-3.797995236050396434e-02,-4.194234939380672711e-02,1.054912168432485670e-01
4.073331909414158503e+01,-7.405628305398300881e+01,6.711731546770090873e+00,7.096728017459550363e-03,-3.930371573174862299e-02,6.268277224986477936e-02
4.073334886503634067e+01,-7.405633469873842500e+01,-1.052966146841530914e+01,-7.514122763288268343e-03,4.758617376840062335e-02,4.121163731671116659e-02
4.073332470251911985e+01,-7.405619245956971497e+01,-3.179391193792104442e+00,3.093741970922899223e-02,4.104335910766227641e-02,2.344131363592128620e-02
4.073332475244615125e+01,-7.405631209715645014e+01,-2.244203356551924600e+00,-4.018062161183360431e-02,3.224118534450397949e-02,5.110924666879538419e-02
4.073338949018300070e+01,-7.405626253597802133e+01,-1.481961930492135204e+00,-2.815654400233655319e-02,-2.270898772937823482e-02,1.689639293185429478e-02
4.073333192559939420e+01,-7.405626956594018395e+01,7.778043791162383869e+00,-5.903775702082039722e-02,-2.295543747335664075e-02,-6.312747611373599466e-02
4.073333524082477908e+01,-7.405618157968304160e+01,5.013335769045229817e+00,6.945182407658447021e-02,-1.245879548590009787e-02,-2.709058095649044106e-03
4.073328283145615103e+01,-7.405624565161454598e+01,-1.640044592149601499e+01,2.644260490758276391e-02,5.421323320685977887e-02,-3.458387946577364674e-02
4.073321993648533379e+01,-7.405627234130875536e+01,2.759915872430588113e+00,1.483811560458167360e-02,4.043184742408154932e-03,1.805743748760085463e-02
4.073333378330361398e+01,-7.405629788885340758e+01,-5.859355163499563091e+00,-2.526406030943798009e-02,-1.378013700403304953e-02,2.742381878851409341e-02
4.073335926768926640e+01,-7.405626462819678579e+01,-6.094341816330468120e+00,-5.443980871048070130e-02,-2.244618623769359736e-02,-4.957285769001379579e-03
4.073329079688812016e+01,-7.405627897741791799e+01,2.736875569223858662e+00,-1.088662792060079640e-02,-1.687196784015290371e-02,6.952172268463406579e-02
4.073334357851428678e+01,-7.405636704422242644e+01,-6.862257108155873198e+00,8.448869875155334830e-02,-2.944225095795637362e-02,2.235787377160223036e-02
4.073331239117776192e+01,-7.405622456026384270e+01,-1.505339819324681416e+00,-6.477793017123088803e-02,-7.263424344170847646e-02,2.566287576254626737e-02
4.073333009235418700e+01,-7.405622332048520207e+01,3.790007076048360624e+00,5.559710043684120383e-03,2.449112073104484089e-02,2.818939483584227690e-02
4.073331314312824247e+01,-7.405626620886566513e+01,2.701532441428852405e+00,2.566450457221465878e-02,2.179444473013229799e-02,2.134617220847376956e-02
4.073332863213480692e+01,-7.405619806418394546e+01,5.888002155682461769e+00,1.490621689239047254e-01,-6.523519178398744234e-02,2.702097293688626722e-02
4.073333191325186675e+01,-7.405623556489327086e+01,1.196734598277364192e+01,1.313799362221884127e-02,-4.138363784590700506e-02,3.983850145172596058e-02
4.073338146344254795e+01,-7.405626443727307162e+01,5.630801326471315704e+00,-1.272815653488627678e-02,-2.274136499023979643e-02,6.453945960314809438e-02
4.073329447749895849e+01,-7.405622295476369743e+01,7.252460335500691357e+00,1.863324132620229265e-02,-1.924297756184696617e-02,3.859342401470979012e-02
4.073331932282033563e+01,-7.405629059769989908e+01,-5.397652123329279128e+00,4.191323283747874773e-02,-7.883507263992090008e-02,1.297130050203035567e-01
4.073328998662636735e+01,-7.405628971589253240e+01,-9.538258132331462136e+00,2.095824012954547455e-02,2.720450487638222115e-02,-6.672929673061862854e-02
4.073329944165129746e+01,-7.405624396333182347e+01,-1.240230062247172427e+01,8.896423045290981777e-04,7.250831001341911941e-03,2.008313392759464994e-02
4.073337185513345560e+01,-7.405628090292604782e+01,2.155619514860203534e+00,-5.221714945986540013e-02,-1.275265436837713928e-01,8.254626451889812699e-02
4.073335766691143078e+01,-7.405628326423631336e+01,-2.402795186275443307e+00,4.391111466093741700e-02,2.919484339825220362e-02,-7.998382234143548708e-02
4.073326772453853550e+01,-7.405628188505974663e+01,1.805546959344749736e+00,5.474730509117366195e-02,1.047656005818112072e-02,1.051041025380322624e-02
4.073326288272792084e+01,-7.405623500477716448e+01,-6.805877241385542398e+00,3.951885011111673507e-02,-7.967161733523167588e-02,1.279774918966720409e-01
4.073326109382322358e+01,-7.405622218726914241e+01,-3.011926232502655232e+00,-8.065434176114721562e-03,-9.591425608914671825e-05,1.224707765073233673e-01
4.073331054902379833e+01,-7.405621843302894547e+01,4.858030229456648114e-02,-6.065215376490870614e-02,-2.183495818782061823e-02,4.404763862661548179e-02
4.073326041280434850e+01,-7.405626000903046702e+01,-1.087749674974766734e+01,-2.560743348714514256e-02,2.448069251683906988e-03,4.621660312938888349e-02
4.073331265776700150e+01,-7.405632391491336364e+01,-8.021313232757886880e+00,-6.538347906218827665e-02,-2.898404587423773077e-02,2.477546654467321224e-02
4.073329975681945569e+01,-7.405631245611520797e+01,4.199549202540467263e+00,7.038146150164102666e-02,3.437388740937647597e-02,6.112332759556963341e-02
4.073329517816918610e+01,-7.405616890501947580e+01,3.500110984262980729e+00,-5.528537040660283508e-02,-8.974099100139210430e-03,4.843195933543591181e-03
4.073330099436861218e+01,-7.405628251069805401e+01,7.237498733049936739e+00,6.500259230467118898e-02,5.605005286259289593e-02,7.896173651294416396e-02
4.073330742053810383e+01,-7.405628150918560948e+01,-1.260873801490854973e+01,-3.421382072048103490e-02,-9.358569572772790224e-02,2.660037576328794923e-02
4.073337638091963697e+01,-7.405629179593140066e+01,-7.760150095088389932e+00,5.426251668885678781e-02,-3.691819391699471126e-02,1.621759182720982836e-02
4.073332935509298380e+01,-7.405624396346514970e+01,3.679412237549086306e+00,-4.631892383749434960e-02,3.488674593932658032e-03,-6.528248976457864949e-02
4.073333353269205048e+01,-7.405630910707013470e+01,3.406841859171996667e+00,-7.393650374143341530e-02,-5.773750729968597784e-02,3.582503874369101504e-02
4.073322611987340025e+01,-7.405628258827289301e+01,8.255324365638717410e+00,2.261185082376547528e-02,2.947385613892174183e-02,-3.245191753862639028e-02
4.073333105229090023e+01,-7.405626992206919113e+01,-1.008807038340536621e+01,1.052948333515727267e-02,4.409468171396252467e-02,2.024618323786044061e-02
4.073333539870733944e+01,-7.405616381643039858e+01,3.115693609083916016e+00,-1.880228626135391212e-03,-8.019385957465352543e-02,-7.940966702109785932e-03
4.073341258653800878e+01,-7.405626397559944962e+01,1.500447283505538465e+01,1.055781045212526997e-01,-1.403192376477060133e-01,7.319634118605000683e-02
4.073322645141721665e+01,-7.405622446357202193e+01,8.155761600453560689e+00,-3.303109992174482062e-02,-2.902527007671328041e-02,-2.336762536236825644e-02
4.073334419431080278e+01,-7.405620826528858913e+01,1.566569684500983328e+00,-8.170150513865909181e-02,-1.207721823118441083e-02,1.169706679649887976e-03
4.073325778294911004e+01,-7.405628492245895700e+01,4.184401463904348084e+00,4.797997038878171194e-02,-6.709604772824288854e-02,8.764521871723905677e-03
4.073337092148589988e+01,-7.405625570750049746e+01,-2.027683848301542469e+00,3.094948712920798928e-02,-5.223218230911873955e-02,-3.284559027305692519e-02
4.073330054034129688e+01,-7.405630680682442346e+01,1.619117591387865218e+01,8.122339489545382651e-03,1.190327897601160638e-02,2.052221933694932041e-02
4.073331271450139468e+01,-7.405629125518812828e+01,1.088281805040206773e+00,3.957636115935652191e-03,-4.698686612248709205e-02,-3.935120722638350138e-02
4.073333165439155579e+01,-7.405635031581670091e+01,-9.757308431942590232e+00,2.291436439406529038e-02,3.284231227776136103e-02,6.748410790322348363e-02
4.073327335092510282e+01,-7.405623632672033807e+01,-5.803451588215697843e-01,-4.895460668761254797e-02,2.650221053092473300e-02,-1.667880256242200909e-03
4.073334350266454607e+01,-7.405621356816278933e+01,-2.112142612070927683e+00,-1.647815827373757744e-02,1.527393465743844339e-02,5.441518247380586898e-02
4.073326409907519974e+01,-7.405615187331103755e+01,8.942446847236386276e+00,6.170654818238653638e-02,5.273583878379745071e-02,-6.162005266741202303e-02
4.073341360672905864e+01,-7.405627990526031112e+01,-1.087748769961339290e+00,-3.962261083670028800e-02,-4.178337197932252556e-02,-5.049726750655150927e-03
4.073328742420905968e+01,-7.405630308813950080e+01,-1.177535431556880674e+00,-4.857565043378467284e-02,-7.005747023830567743e-02,3.365267160512603467e-02
4.073322557750326212e+01,-7.405628670673488045e+01,-1.083516611214312420e+01,7.099686579427007260e-02,-3.231361861800102764e-02,7.258126960936614469e-02
4.073328165243592025e+01,-7.405627589107179176e+01,1.969424835675733121e+00,-3.846619480674724062e-02,2.734143300316874831e-02,-6.430744628878508340e-02
4.073337436032848302e+01,-7.405632758726304132e+01,-1.278595592888751753e+01,9.906856235962036711e-03,-2.836833274459978071e-02,3.027863578045921281e-02
4.073334713964916887e+01,-7.405632131463242729e+01,8.457594176032324995e+00,-1.006009274732408421e-02,2.421773222581624641e-02,-2.792277057033866472e-02
4.073335856675479505e+01,-7.405634725412186015e+01,-5.217259538078734771e+00,4.870801937571303530e-02,-5.013691494578789709e-02,4.496080535299119829e-02
4.073333880604166524e+01,-7.405630428022855938e+01,-3.105189673191650179e+00,-1.939759688240619284e-02,6.854208965646081848e-03,2.032427075321644253e-02
4.073328550665392811e+01,-7.405628102768557142e+01,-2.255188874370577246e+00,-5.061263431005424973e-02,-3.571089859161157704e-02,-1.443620847568669041e-02
4.073332132040599163e+01,-7.405624301381546104e+01,-9.273236662106443262e+00,1.010841490063651843e-01,-5.360529333375448069e-02,9.005424895396926463e-03
4.073332740128201124e+01,-7.405628122960021642e+01,5.323557562401694199e+00,8.285922814077029130e-03,6.130353171643041638e-02,-8.141498116470863300e-02
4.073339205824300535e+01,-7.405627182504971984e+01,-2.308406112006855970e+00,1.808270102881688254e-02,-6.015848954031020185e-02,5.151906522724968712e-03
4.073329018688490066e+01,-7.405630389100360844e+01,5.882663772343440511e-01,4.687455949931217808e-02,3.766522799900111351e-02,3.768875189865063258e-02
4.073334242228186497e+01,-7.405623719581716102e+01,-1.195136897916576935e+01,5.606696836321994198e-02,1.072737728038671706e-02,-1.695150421733563131e-02
4.073334790825575880e+01,-7.405634051321588629e+01,1.197158809374654531e+01,-1.101343732103566946e-02,-1.270280455979672096e-02,7.273337250984725222e-02
4.073329814074682531e+01,-7.405625465491966963e+01,2.780690526914509686e+00,-2.107184886218138944e-02,-8.679222583769009847e-02,-1.693603772914145655e-02
4.073335932765913725e+01,-7.405621734157764990e+01,-3.263782184861853786e+00,-1.211297850407025596e-02,-1.501820611821978041e-02,-1.005791077400456507e-02
4.073342242717026096e+01,-7.405622340739827791e+01,-2.945032059642370914e+00,-2.871101128387670495e-02,-7.566926317826670745e-02,-5.003779552502920017e-03
4.073328714790365268e+01,-7.405622504968414432e+01,-5.254097993646552389e+00,5.956336438794858530e-03,-5.622152303733908563e-02,1.247666066922118039e-01
4.073329489121650226e+01,-7.405635503528409913e+01,1.230116486205589155e+01,-6.853694914578749298e-02,-2.323026990273168932e-02,8.351113407234647679e-02
4.073337096754239894e+01,-7.405631542739067186e+01,-5.401975664126501542e-01,-4.121736230085214225e-02,-6.545094319869931843e-02,1.840496992067743379e-02
4.073327465043077922e+01,-7.405626005847680915e+01,-3.652041693764606300e+00,3.816882428319295917e-02,1.250694015723473329e-02,3.985392700752522777e-03
4.073333396587229771e+01,-7.405632845789524765e+01,8.624099358588901865e+00,-4.617105797089125774e-02,5.808244563646191086e-03,-2.950354962494534938e-02
4.073329988498564802e+01,-7.405619610088537286e+01,-1.286129527858071064e+01,-4.531471254479643718e-02,2.977613945858476052e-02,7.346477049726501951e-02
4.073336373877770455e+01,-7.405623512017130849e+01,-9.014431878754743721e+00,6.174556031957493391e-02,-1.926957070339352374e-02,7.169101081734699510e-02
4.073333899829841442e+01,-7.405612767641231642e+01,6.092772890981925649e+00,-5.822522445881527647e-02,8.913531740633902009e-03,4.806165900836543298e-02
4.073331467530767469e+01,-7.405640899501720753e+01,-2.510379947989424210e+00,1.475898189267390581e-01,-5.920995602894120469e-02,-9.903056409907386171e-03
4.073339268184955841e+01,-7.405616090895041737e+01,8.131019723719765224e+00,2.571451171592792004e-02,3.121822870201789932e-02,-2.775872475432558661e-02
4.073333589897099927e+01,-7.405619885233370780e+01,-3.241635547408705520e+00,2.625620795832191330e-03,-1.017861652517351861e-01,1.308497502196660223e-01
4.073331361670366846e+01,-7.405625943299169478e+01,-4.135316800857983033e+00,-5.263895935889188055e-02,-9.099158907692467269e-02,2.072708485613287410e-01
4.073334080263408197e+01,-7.405631024019152164e+01,8.970214848631506754e+00,1.303541963578210353e-02,4.997543578222756605e-02,-3.845055494640488292e-03
4.073336013914175879e+01,-7.405631062807228204e+01,-3.593896706748563652e+00,1.952461462602590736e-02,1.424688442523853321e-02,1.688956672641264353e-02
4.073337159880434655e+01,-7.405624036340655891e+01,-7.268796367247205126e+00,2.279583131633631382e-02,-2.546263937732764007e-02,3.390904509814807177e-02
4.073325407276477250e+01,-7.405634354351509785e+01,-4.047776736508359008e+00,3.450698687517251423e-02,-1.906778171720916381e-03,-3.785924344862573454e-02
4.073324609109893402e+01,-7.405621446198915692e+01,5.273716484810480054e+00,-2.506662176834975608e-02,-1.523233824230903546e-02,-1.396553003270056305e-02
4.073325205808979632e+01,-7.405618724111023710e+01,-1.088233835034863706e+00,1.616900615851296283e-02,8.368303972057417051e-02,3.992675963881631152e-02
4.073335949082448337e+01,-7.405621081378497195e+01,-9.898051043007334293e-01,-1.113007636085576735e-01,-4.091794072858528919e-02,4.565157298382227502e-02
4.073328880901124904e+01,-7.405627227791107714e+01,-6.617760055834088107e+00,3.177600376903246676e-02,-9.672663030378022761e-03,1.092066755007817420e-02
4.073328920858958924e+01,-7.405629383812878075e+01,-7.983882958125038343e+00,4.900461581162946639e-02,8.852203495732586386e-03,8.822657142371230499e-02
4.073345184435768829e+01,-7.405625450248972186e+01,-4.364910281609260423e+00,-4.660790637574754869e-03,-2.408286837410903228e-02,8.799729691551519406e-02
4.073331154290211487e+01,-7.405643460700558478e+01,1.944847003900797677e+00,-3.704869341078278339e-02,8.558823349177094308e-02,-6.963567204731899163e-02
